unique_id,true_label,model_0_predicted_label,model_0_accuracy,model_1_predicted_label,model_1_accuracy,model_3_predicted_label,model_3_accuracy,model_4_predicted_label,model_4_accuracy,difficulty_score
2_41b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
2_41c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
2_42a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
2_42b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
2_42c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
2_43a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
2_43b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
2_43c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
2_44a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
2_44b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
2_44c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
2_45a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
2_45b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
2_45c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
2_46a,1,0,0.0,0,0.0,0,0.0,0,0.0,0.0
2_46b,0,2,0.0,2,0.0,1,0.0,2,0.0,0.0
2_46c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
2_47a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
2_47b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
2_47c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
2_48a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
2_48b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
2_48c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
2_49a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
2_49b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
2_49c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
2_50a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
2_50b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
2_50c,1,0,0.0,0,0.0,0,0.0,0,0.0,0.0
2_51a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
2_51b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
2_51c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
2_52a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
2_52b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
2_52c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
2_53a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
2_53b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
2_53c,1,1,1.0,0,0.0,1,1.0,0,0.0,0.5
2_54a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
2_54b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
2_54c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
2_55a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
2_55b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
2_55c,1,0,0.0,0,0.0,0,0.0,1,1.0,0.25
2_56a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
2_56b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
2_56c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
2_57a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
2_57b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
2_57c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
2_58a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
2_58b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
2_58c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
2_59a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
2_59b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
2_59c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
2_60a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
2_60b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
2_60c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
2_61a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
2_61b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
2_61c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
2_62a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
2_62b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
2_62c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
2_63a,2,1,0.0,1,0.0,2,1.0,1,0.0,0.25
2_63b,0,1,0.0,1,0.0,1,0.0,1,0.0,0.0
2_63c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
2_64a,2,1,0.0,2,1.0,1,0.0,1,0.0,0.25
2_64b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
2_64c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
2_65a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
2_65b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
2_65c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
2_66a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
2_66b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
2_66c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
2_67a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
2_67b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
2_67c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
2_68a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
2_68b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
2_68c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
2_69a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
2_69b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
2_69c,1,0,0.0,0,0.0,0,0.0,0,0.0,0.0
2_70a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
2_70b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
2_70c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
2_71a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
2_71b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
2_71c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
2_72a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
2_72b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
2_72c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
2_73a,0,1,0.0,0,1.0,0,1.0,0,1.0,0.75
2_73b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
2_73c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
2_74a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
2_74b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
2_74c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
2_75a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
2_75b,0,0,1.0,0,1.0,1,0.0,0,1.0,0.75
2_75c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
2_76a,0,0,1.0,0,1.0,0,1.0,1,0.0,0.75
2_76b,1,1,1.0,0,0.0,1,1.0,0,0.0,0.5
2_76c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
2_77a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
2_77b,2,1,0.0,1,0.0,1,0.0,2,1.0,0.25
2_77c,0,1,0.0,1,0.0,1,0.0,2,0.0,0.0
2_78a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
2_78b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
2_78c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
2_79a,0,0,1.0,1,0.0,0,1.0,1,0.0,0.5
2_79b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
2_79c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
2_80a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
2_80b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
2_80c,1,1,1.0,0,0.0,1,1.0,0,0.0,0.5
2_81a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
2_81b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
2_81c,1,1,1.0,1,1.0,0,0.0,1,1.0,0.75
2_82a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
2_82b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
2_82c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
2_83a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
2_83b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
2_83c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
2_84a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
2_84b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
2_84c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
2_85a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
2_85b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
2_85c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
2_86a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
2_86b,0,1,0.0,0,1.0,0,1.0,1,0.0,0.5
2_86c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
2_87a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
2_87b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
2_87c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
2_88a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
2_88b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
2_88c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
2_89a,0,2,0.0,0,1.0,0,1.0,0,1.0,0.75
2_89b,2,1,0.0,0,0.0,0,0.0,0,0.0,0.0
2_89c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
2_90a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
2_90b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
2_90c,2,2,1.0,0,0.0,1,0.0,0,0.0,0.25
2_91a,0,0,1.0,2,0.0,2,0.0,2,0.0,0.25
2_91b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
2_91c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
2_92a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
2_92b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
2_92c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
2_93a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
2_93b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
2_93c,2,2,1.0,2,1.0,1,0.0,1,0.0,0.5
2_94a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
2_94b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
2_94c,-1,1,0.0,1,0.0,1,0.0,1,0.0,0.0
2_95a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
2_95b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
2_95c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
2_96a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
2_96b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
2_96c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
2_97a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
2_97b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
2_97c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
2_98a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
2_98b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
2_98c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
2_99a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
2_99b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
2_99c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
2_100a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
2_100b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
2_100c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
2_101a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
2_101b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
2_101c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
2_102a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
2_102b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
2_102c,1,1,1.0,2,0.0,1,1.0,2,0.0,0.5
2_103a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
2_103b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
2_103c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
2_104a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
2_104b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
2_104c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
2_105a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
2_105b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
2_105c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
2_106a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
2_106b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
2_106c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
2_107a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
2_107b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
2_107c,1,2,0.0,2,0.0,2,0.0,2,0.0,0.0
2_108a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
2_108b,0,0,1.0,1,0.0,1,0.0,0,1.0,0.5
2_108c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
2_109a,2,1,0.0,1,0.0,1,0.0,1,0.0,0.0
2_109b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
2_109c,1,0,0.0,1,1.0,0,0.0,0,0.0,0.25
2_110a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
2_110b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
2_110c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
2_111a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
2_111b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
2_111c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
2_112a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
2_112b,2,2,1.0,2,1.0,2,1.0,0,0.0,0.75
2_112c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
2_113a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
2_113b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
2_113c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
2_114a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
2_114b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
2_114c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
2_115a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
2_115b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
2_115c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
2_116a,0,1,0.0,0,1.0,0,1.0,1,0.0,0.5
2_116b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
2_116c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
2_117a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
2_117b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
2_117c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
2_118a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
2_118b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
2_118c,0,1,0.0,1,0.0,0,1.0,0,1.0,0.5
2_119a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
2_119b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
2_119c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
2_120a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
2_120b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
2_120c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
2_121a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
2_121b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
2_121c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
2_122a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
2_122b,0,0,1.0,1,0.0,0,1.0,0,1.0,0.75
2_122c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
2_123a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
2_123b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
2_123c,1,0,0.0,0,0.0,0,0.0,1,1.0,0.25
2_124a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
2_124b,1,1,1.0,1,1.0,2,0.0,1,1.0,0.75
2_124c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
2_125a,0,0,1.0,0,1.0,0,1.0,1,0.0,0.75
2_125b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
2_125c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
2_126a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
2_126b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
2_126c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
2_127a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
2_127b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
2_127c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
2_128a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
2_128b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
2_128c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
2_129a,1,2,0.0,2,0.0,1,1.0,1,1.0,0.5
2_129b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
2_129c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
2_130a,0,0,1.0,0,1.0,0,1.0,1,0.0,0.75
2_130b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
2_130c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
2_131a,0,2,0.0,0,1.0,2,0.0,2,0.0,0.25
2_131b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
2_131c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
2_132a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
