unique_id,true_label,model_1_predicted_label,model_1_accuracy,model_2_predicted_label,model_2_accuracy,model_3_predicted_label,model_3_accuracy,model_4_predicted_label,model_4_accuracy,difficulty_score
0_128a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_128b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_128c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
0_129a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_129b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_129c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
0_130a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
0_130b,0,0,1.0,0,1.0,0,1.0,2,0.0,0.75
0_130c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_131a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
0_131b,1,1,1.0,2,0.0,2,0.0,2,0.0,0.25
0_131c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
0_132a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
