,guid,premise,hypothesis,label
15012,157955034212,A girl with brown hair sitting on a lawn chair.,A person is outside.,1
15114,3417102649211,A young dalmatian wears a hat next to a tree.,A black lab is running loose in a field.,2
15125,2932498509412,Two boys splashing in the surf.,Two kids are playing in the water.,1
15383,4695761782210,Brown-haired woman walking and staring at camera.,Woman talking and staring at the camera.,0
15418,4824979525210,"Asian female wearing a backpack, smirking over her shoulder.",The female is touching the backpack.,0
15687,2557998845032,"A man in an orange shirt and a man in a white shirt are at a vegetable stand, and the man in the orange shirt gives a woman wearing red some vegetables.",A couple of men are giving a woman some vegetables.,1
15811,3208893363410,A man is looking into a telescope over a balcony.,A man sees a bird in a tree.,0
16221,1659358141212,A brown dog is panting hard on grass during a sunny day.,A brown dog is thirsty in the heat.,1
16291,4326517877310,A man an women in front of a food cart.,The couple are getting food on the sidewalk van.,0
16483,3374223949312,A child gets ready to slide down the slide.,A child sits on top of the slide.,1
17000,6321472404022,"The Houston Texans quarterback is executing a play-action play with the running back against the NFC North-worst Minnesota Vikings, who are big rivals with the elite Green Bay Packers.",The players are playing outside.,1
17009,6321472404032,"The Houston Texans quarterback is executing a play-action play with the running back against the NFC North-worst Minnesota Vikings, who are big rivals with the elite Green Bay Packers.",The Houston Texans are big rivals of the Green Bay Packers.,1
17021,6321472404412,Number 13 is holding a football while a football game is going on.,The player caught the ball.,1
17334,2424111022212,A smiling boy kneeling in a forest.,A boy discovered a surprising mushroom specimen.,1
17419,4737364727410,A man walks by a portrait of a man on the wall,The man is at the art museum looking at paintings.,0
17581,3899733725310,The picture is of four men playing at a outdoor wedding.,A band plays music at a wedding.,0
17799,2719575713210,The boy with the blue helmet is playing with other boy.,Two boys are playing together.,0
17815,4422356036440,A woman is riding a bike along a beach.,A women is outside,0
18015,209088143211,A group of people sitting around a coffee table covered in beer bottles.,People are drinking beer by a table.,2
18195,4550055382412,Two women in saris work together in a village.,Two friends working in a village.,0
18239,6575692515211,Grandmother and her granddaughter opening presents at Christmas time.,It's Easter,2
18308,378970234310,gymnast woman getting ready to tumble on a blue mat.,The woman is a gymnast.,0
18452,459814265012,A shaggy dog plays in a field of grass and yellow flowers.,dogs are playing in a field.,1
18529,3601298556310,Girl making a weird face dancing in a parade.,A young parade performer thinks it's a good time for a silly face.,0
18585,2645175777410,A man selling fruits and vegetables.,A man selling stuff.,0
19086,2431832075010,"This girl is playing on an object which is yellow, green, red, and blue.",The girl plays on the object.,0
19417,3484842724112,A softball player runs towards first base while the pitcher attempts to throw her out.,A softball player is cheered on by her team.,1
19647,1119418776421,A dog running in a field.,The pet is sitting on the couch.,2
19985,2357238936112,a boy in the water only sticking his head out of the water and smiling.,A boy was standing on the beach gazing at the sun.,1
20007,3773301622310,A man sitting in a large innertube drinking a beer.,A man is drinking beer.,0
20454,2075041394410,A brown dog chasseing a white dog.,The dogs are outside playing.,0
20521,3848524309211,Two young children are standing on their hands as two others stand by watching.,Four people are doing handstands.,2
20808,5894545772211,A young boy and girl are playing in the water of a fountain that is surrounded by buildings.,Two kids are playing in the drinking fountain at school.,2
20973,3065207901212,A girl is sitting on a bench in front of a bike cleaning shoes with a brush.,a girl is cleaning people's shoes.,1
21035,4811450808112,A woman in a white skirt is standing outside of a building with a man.,Two people are standing outside of a building.,1
21044,3210944038010,"A man dressed in camouflage riding a four wheel ATV while towing a girl, who is wearing a blue coat and red hat, through the snow on a sled.",The girl was having fun on a sled being towed by an ATV,0
21355,213344147312,Four people are on a dock and two of them are sitting on railings.,A group of people is standing by the railings.,1
21504,1454678644040,A big black dog chases a big brown dog with a green object in his mouth while another big brown dog tags behind.,Dogs are playing outside.,0
22070,4546399422312,A man stand outdoors is wearing a sign that is advertising bratwurst.,A man is advertising,1
22226,3963038375112,A man is hooking himself up to the tether line in order to have some fun.,The man is old,1
22382,402229993011,Ethnic woman in traditional clothing sitting on the ground by artwork designs in chalk.,the boys were angry,2
22394,241347547311,A football coach standing with his players behind him.,A gymnast is walking on the balance beam.,2
22695,1121416483411,The girl is upside down on a bed,The girl is jumping on her bed.,2
22752,4435816665311,Two men talking as seen from an overhead shot.,There are two women.,2
22876,2339966133012,"Two men with suits attending a wedding, one of them is standing behind a video camera.",Two men steal equipment from a wedding photographer.,1
22881,467679857311,Crowd of people standing in a station.,A person sttands alone at the grocery store.,2
23841,3579457159011,Several women dressed in gypsy-like clothing dance about in a forest.,The woman is seated in her office.,2
24409,2353088412110,The brown dog is being chased by a black dog while holding a small toy in his mouth.,The dogs are playing tag.,0
24715,2215136723310,A kid walks on a snowy hill with their arms out.,The child likes playing on the snowy hill.,0
25094,3256272547012,A man in an orange shirt is walking over fire while a crowd watches.,A man is walking over a fire.,1
25430,437230706312,A child looks at a lizard in another child's hand.,Two kids are play with lizard.,1
25672,2544182005212,A young child wearing a bike helmet rides a two wheel bike.,Young child is riding his bike outside.,1
25838,4753970630042,A young person wearing a pink one-piece swimsuit and goggles about to complete a leap into a swimming pool.,A young person is wearing a shirt.,1
26010,5557421,The teddy bear has white pads on the bottom of its feet.,The teddy bear has black foot pads.,2
26287,241788774211,two babies sitting in matching bouncy chairs.,new born are talking,2
26302,2706430695211,Two girls in denim shorts stand in a puddle of water.,Two girls are ready to go to school.,2
27015,141841337151,A boy in a gray sweatshirt is laughing while someone helps him put his foot over his head.,The boy is running around for fun.,2
27797,3085017634412,Young roller Hockey player makes a shot.,The hockey player makes the shot.,1
28093,3576599481212,A woman smiling and laughing that is wearing purple gloves.,The woman is having a good time.,1
28284,5990016378310,A person is in the air doing a motorcycle stunt while a crowd watches.,A man performing motorcycle stunt,0
28411,4796742329312,"A man in dress cloths, walks past a Ford Impala.",A man in a brown suit walks by a car.,1
28509,190634565110,A group of friends are enjoying there time together.,A group of laughing friends.,0
28666,3520079657312,"Seven people are jumping in the air, along the shore.",People at the shore are jumping away from the water.,1
29158,3621741935012,A girl with a hat is sitting outside on a table with a bike leaning against the table.,A girl wearing a hat is sitting outdoors.,1
29432,6160319160312,A black man holding a basketball while listening to music on his iPod.,A black man holding a basketball while listening to podcasts on his iPod.,1
29515,937559727310,A man in fishing overalls in the water.,A man holding a pole.,0
29559,4945010141121,Two females are wearing bikini tops and very short shorts while walking down the street.,The two females are wearing sweaters.,2
29663,4720749611212,A woman in a floral print blouse talks on her cellphone on the sidewalk.,A woman is standing outside talking on her cell phone.,1
29943,5403974988211,A sunny day in someones yard focusing on a trampoline with two children inside.,The trampoline is indoors.,2
29994,2037916421412,A man with glasses playing a guitar.,A singer and songwriter performs a song for a show.,1
30204,6366234987012,"A game of hockey, with ""Huppe"" in the main part of the picture looking onto the field at the other players.",The people are looking in the picture,1
30572,120474559032,A man is sitting in front of a computer monitor holding a keyboard and looking at the camera.,A man is sitting in a chair.,1
30898,3901773161012,A woman dressed in blue hits a tennis ball with an intense expression on her face.,The woman is good at tennis.,1
31819,314685044112,A woman in a green coat standing next to a telephone stand.,woman wearing a green coat is standing next to a phone booth,1
31856,2482736211210,A small band performs inside of a bar.,The small band is inside the bar performing.,0
32089,6229825733410,A group of men in safety suits are on a boat near a bridge.,A group of men were near the bridge to work.,0
32539,7827645972212,"A clear, sunny day, a child in a sunhat poses for a picture with her finger in her face.",Somebody taking a photo.,1
32752,4828071602112,"Asian couple holding each other, and a Asian girl glaring out into space.",There are two girls and a man.,1
33195,3186662364010,A woman in a white shirt looks at a camera while two men look off-camera.,a woman posing for the camera,0
33625,2684323357210,A woman in a black shirt is sitting on her feet in a wooden chair.,Judy was sitting on her feet in the chair.,0
33843,3143982558112,"A baby with a pink outfit on has a pacifier, and she is on a chair with another woman.",A woman holds a baby.,1
34943,1231348815020,"A rickshaw puller in an Asian country smiling and making a ""thumbs up"" sign at the photographer.","An Asian man is posing for a photograph, while working a rickshaw.",0
35318,4585839343312,A woman in a field of flowers is blowing on them.,I woman is running through a field happily.,1
35508,2969545002212,A man and a woman are standing in a forest.,two people are standing near trees.,1
36182,4602993681110,"A young African woman is staring at a camera, in front of a bunch of clay pots.",I young woman is posing for the camera.,0
36520,879043160420,Two people getting married.,The couple is being married.,0
36968,7430281548210,A man riding a horse and jumping over a hurdle in a ring.,the horse is running outside,0
37141,3540598210122,A young girl in a pink dress stands on a sidewalk.,A girl waits by the sidewalk.,1
37161,2825808939310,A man in a blue shirt taking a picture of a mountain.,A man is enjoying taking pictures of a mountain,0
37451,2278776373110,A young man in a white beanie is walking down the road and passing by a garage.,A man is walking outside,0
37542,2209317012,A group of people wearing black shirts and one in a white shirt watching another person sitting on the ground in front of them.,A many people people are at church.,1
37607,7842242014312,A rally vehicle creates a dust cloud while racing.,The rally car is going fast.,1
37759,134973484212,"A man walks down an ally way, searching for something in his bag.",A guy walks down an alleyway.,1
37837,1572532018410,children playing at the beach,Children are playing in the sand.,0
37849,2705921240312,A boy wearing yellow gloves and a red shirt is holding a branch on a path.,A little Asian boy in the forest holding a broken branch.,1
38249,1196886054010,"A group of people, a wedding party including a bride and groom, are walking down a path lined by benches and surrounded by grass and trees.",There is a wedding.,0
38576,2456675104042,A man with a mask on his face is pausing to take in all the work he has left to do as he does a measurement.,A man is standing.,1
39356,7527111112,a fat police officer and a fat lady sitting together while the police officer flips through paperwork.,An overweight police officer sitting next to an overweight woman at a police station as his partner flips through paperwork.,1
39555,7718328676410,Two men playing a sport with a ball and sticks.,Men are playing a game.,0
39612,3105315670111,"The woman is wearing a brown hat and black coat, and is on a sidewalk.",the woman is wearing a bikini,2
40791,4744788268312,Officers standing outside a shop.,The police are outdoors.,1
41468,4004704609012,"A group of white male sailors, senior officers in tan and black shirts, and a lower ranked, black sailor, dressed in the traditional white pants suit with blue tie, walking past a sushi restaurant.",a group of sailors walk,1
42207,4448542,The giraffe's brown spots are separated by white lines.,The giraffe is eating from a tree.,1
42228,4448352,The fruits should be treated with lemon juice when sliced to prevent oxidation.,there are other ways to prevent oxidation on fruits other than treating them with lemon juice,1
42835,153955101011,A little Asian girl is poking at her face and poking her lip out as if to make a funny face.,The little girl's face is stuck that way.,2
43272,140377584412,A man rock-climbing,The man is outdoors.,1
43757,2466495935212,kids running after soccer ball in their game,Kids kick a ball around,1
43807,4675748463011,"A vivid and colorful street vendor gathering shows a number of proprietors outdoors, with a woman offering a box of items in the foreground.",A man holding a box of items is at an outdoor street market.,2
43839,2273648636311,An artist is painting a portrait of a pet dog.,There is a business man making a deal.,2
44167,161347959412,An Indian girl playing a guitar.,An Indian girl playing a guitar and it is an electric guitar.,1
44352,1945324358432,Group of teen males picking up garbage.,Ten men picking up trash.,1
44404,1945324358131,"A young man is taking a bag of trash to the dumpster, after picking up litter on the street.",A man is littering.,2
44545,961220478010,Asian sports team in yellow and blue colors sitting on ground with a standing individual in a tiger mascot costume.,A sports team poses with a mascot.,0
45137,4460242522010,A lady on her cellphone and someone about to walk by her with luggage on a cart.,the woman didn't notice her luggage being stolen,0
45320,2215767852310,Customers shop for fresh fruit at an outdoor market.,The customers are walking about.,0
45498,36995794112,A man with a guitar grabs a microphone while bathed in dark orange light.,The man has not shirt on.,1
45618,242559369410,A naked woman steps into the water.,A naked woman steps in to the swimming pool,0
46098,4942147280412,Lovers kiss before they part.,they are doing the tongue love dance,1
46269,7100199765111,One male in a blue sports uniform is kicking the soccer ball while a second man in a white sports uniform is trying to kick the ball out of the way.,One male in a blue sports drink is kicking the soccer ball,2
46720,4667685590410,Three women holding hands on a beach.,They are friends.,0
46774,3347500603310,Two men walking by a fence holding red shopping bags.,Two men are walking near a wooden barrier holding red bags.,0
46887,3566111626311,A biker spins his bike in the air above the ground.,a woman is driving a car,2
47078,391656058310,A man is pouring something from a can onto a sandwich.,A man has a sandwich.,0
47219,3328495660212,Three people are setting inside a grass shelter.,Three people walk around the shelter,1
47343,4896937239012,A person wearing all white is sitting on concrete while a cat sits behind them.,A person is sitting crosslegged on the concrete with a cat.,1
47723,2602935297412,People cheering at a gathering.,People celebrating,1
47742,1234293791450,A girl rides a horse.,A girl is on top of a horse's back.,0
47746,1234293791451,A girl rides a horse.,The horse is galloping towards a girl standing in a field.,2
48001,2473956981212,"Four women play soccer, two wearing all white and two wearing red, white and blue.",The women are outside.,1
48045,2899276965011,The young man with black pants and a white t-shirt is riding along the top of the wall with his skateboard.,The young man is in the mall.,2
48091,4808564802112,"Many people seem to be waiting for something, with the sunlight gone.",People are waiting around together.,1
48534,2429175207110,A woman wearing a black top standing in front of and holding a microphone.,A person is wearing a top.,0
48732,6314475602311,A group of men wearing kilts throwing a long wooden stick.,A group of men are hurling discs.,2
48761,3827185640012,"Lone hiker in mountain setting viewing newly tilled land prepared in a ""Step"" system of planting.",A person is hiking.,1
48818,2302955243412,Warrior women dressed ready for combat.,Woman wearing a grass skirt.,1
48958,4631832689032,A man in a green jacket sitting in front of a wall of paintings and pictures that are for sale.,A man sits by a wall of his paintings for sale.,1
49010,3487583433112,A man in protective gear welds a piece of metal on a machine.,A man doing some work,1
49275,1044434135252,A very bus street is shown with Asian people all around walking and riding bicycles.,Some people were walking in the busy street.,1
49876,3370159435450,A lot of people are marching through the street.,A crowd is marching down the street.,0
50398,2772084628112,Boys running up a stone road towards a brick building.,boys are running towards their house,1
50412,3203593191411,Troops stand ready at attention.,the soldiers are digging a ditch,2
50457,4302249122412,A young lady performing gymnastics.,A lady is doing gymnastics at the Olympics.,1
51121,3315353266410,a man dressed in purple playing guitar,The guy is playing music.,0
51752,4819038555110,Large group of people in white shirts march down street with flags.,There are people in white shirts in a parade.,0
52107,4631476946111,"A woman is dressed and face is painted with forks, spoons and knifes.",A woman is going to work.,2
52168,542179694310,A man walks on a sidewalk and a firetruck is nearby.,The man is walking down the street towards the truck.,0
52256,1461886497310,A young person with a red headband having words in red painted on her face.,A young girl with paint on her face.,0
52298,6964979447311,tennis player returning a high serve on tennis court.,Tennis player catch the ball on the court.,2
52649,3782318456212,Students and parents prepare for a martial arts tournaments by preparing padding and masks.,Participants and their parents set up the arena for a karate match.,1
53082,4867851831350,Two vendors with red and white umbrellas are outside in the middle of a lot of people.,The two people sell umbrellas.,0
53221,2893515010411,A football player is getting tackled.,A man is watching a soccer game.,2
53240,6848901011222,A bartender wearing a hat is pouring a drink.,a bartender is working,1
53602,2889845164310,"A brunet child, wearing rain boots is playing in the dirt.",A young girl is playing in the dirt.,0
54610,2531074685010,A man in a green shirt and white hat is working on a fan while a display of fans are on the ground in front of him.,A man in a green shirt and white hat repairing a fan next to a display of fans around him in his store.,0
54636,3259160693410,A man breakdances as a crowd watches.,A man dances in front of a crowd.,0
55024,3052583479310,Woman in a black hooded sweatshirt playing with her dog on the floor.,The dog looks happy.,0
56249,45110113242,An artists is drawing a comical sketch of a young boy.,An artist is drawing a sketch for money.,1
56329,3760400645410,A girl holds a bouquet of flowers,A girl holds the flowers for the photo.,0
56350,2569563041412,A crowd of adults in a park setting is celebrating.,They are happy.,1
56359,3643021980012,A young girl in a baby pink outfit poses for the camera while holding onto a jungle gym in a playground.,The girl is getting her picture taken.,1
56643,5408221986311,A group of people are standing on a mountain in the snow.,People are swimming,2
56852,3251906388312,two white standard poodles play with a toy in the snow,two dogs are playing with a toy in the snow.,1
57320,549945760021,"A view of fireman at work on a residential street, standing around their yellow-colored fire engines, while some civilians stand by and watch.",The crew of a cruise ship cleaning the decks.,2
57387,108149945120,Two men in orange coveralls shovel snow off railroad tracks.,They are railroad workers.,0
57907,2771424045212,A man in blue and red face paint poses for a picture with a woman.,A man and a woman at the game together.,1
58720,4813619552410,A man is making a speech.,The was on a podium and about to talk about motivation.,0
58773,4439517165212,"Woman looking at her phone, standing by a painted wall blocked by a tree.",The is a woman standing next to a tree holding a phone.,1
59176,4431342786212,Woman in blue pants walks past brick wall with graffiti.,A woman wears blue jeans and walks.,1
60119,3356520287112,Children are playing monopoly together.,The children are together,1
60239,1174525839140,"A young, long-haired, girl on the beach, is jumping in the air.",A young girl is reaching to the sky.,0
60272,3012229212,Several adults stand and four children sit in front of a small store.,Families wait to enter the store for a big sale.,1
60612,4634073036412,A woman is laying on colored bowling pins.,Someone is bowling.,1
60827,480200554110,An elderly man wearing a sombrero riding a mobility scooter while shopping for shoes.,An old woman is shopping for shoes.,0
61191,10751489012,Two men are squatting with one man lighting a stick from a candle flame and the other man has his hands folded looking at the ground while a person wearing a bracelet has a phone to their ear.,Two men are hanging out together.,1
61426,4073193673012,A young man wearing a white shirt and a yarmulke bows before an older man who wears a prayer shawl and yarmulke and holds the younger man's head in his hands.,A man is showing respect,1
61774,23714402011,A person in a uniform waiting next to luggage near an open plane door with two other people in the background.,The person is waiting in the plane.,2
62385,2994104606311,A white and brown dog is running on grass,Two dogs are swimming in a pool.,2
62512,2597873827210,A small boy is kneeling on a step with his hands in the air.,A boy holding his hands up in the air.,0
63245,3527261343012,A man is doing a wheelie on a motorcycle while stretching his legs outwards.,A daredevil is riding a motorcycle.,1
63517,4447722,The double sink is freshly polished chrome.,The sink is shiny.,1
63660,2393747608311,A young man being hugged at a restaurant.,A young man is hugged in an office.,2
63803,780605882410,Many people walk around at night.,a group of people take a walk in the moonlight,0
64518,3107368071312,A group of children pointing at something unseen.,the children are pointing at a man,1
64769,2885861465411,Children are performing activities inside a classroom.,Children are playing outside.,2
64881,4953342723010,A woman with flyaway blond-hair is recording something with her camera.,A woman is making a video with her camera.,0
64969,1405005999121,"Women of different ethnicities stand in a room, holding red and yellow darts.",Ladies are sitting outside and chatting,2
65136,6482557081412,Two black women in fancy uniforms,Two black women in fancy red uniforms,1
65761,498492764220,A man locking his bicycle to a metal pole.,A person making sure no one steals his transportation.,0
65940,119534510412,"A man is sitting next to the water, reading.",There is a man next to cold water,1
67315,6458025621010,A crosscountry biker with helmet and sports gears (green and black) is jumping in the air with his bike that has dirty tires.,A biker performs a stunt.,0
68007,1388346434410,Man leaning on ledge of a balcony.,He is resting outside,0
68240,3411022255010,A group of people are in front of a store walking across a crosswalk.,The group stood in front of the store.,0
68356,6246430633010,A young kid in a dark blue sweater and yellow pants is skiing over ice that is on top of green grass.,a kid skii's,0
68528,3098336319110,In the snow a person on a board traverses down a concrete wall beside bleachers.,A person snowboards down a wall.,0
68589,3824159954112,"There's a man walking down the street selling buckets, with three people along side him riding bicycles.",A man is being followed by people on bicycles.,1
68632,3241263130321,Cool guy decides to do a back flip in a park.,Guy does front flip in the ocean.,2
68735,3350185126412,Three people at are doing high-risk work.,The work is risky.,1
68819,2473791980411,A man is sky surfing on the water.,A man is sky diving.,2
69648,5234416671212,A baby laying on the floor chewing on a toy truck.,the baby is playing with his toy,1
70185,4979573550052,"A woman in a black stocking hat and black leather jacket, talking to a man with a beard in a black fleece jacket.",A woman is asking a man a question.,1
70255,414773731311,A black dog is running in snow.,A black dog is swimming in the lake.,2
70745,1802509657042,"A man wearing a black shirt and blue jeans up in the air holding a plywood in each hand in front of a building that has a word ""stomp"".",There is some graffiti on a building behind a man holding holding plywood,1
70754,2318502106412,A man juggles at the beach.,A person active near water.,1
70892,2699733386410,The dog is running in the surf.,There is a dog outside.,0
72078,3540155303110,A man is doing a bicycle trick at a bike park with ramps.,The man is doing tricks off the bike ramp.,0
72198,6276165800312,A boy is leaning against a brick wall near some trees.,A boy is leaning against a brick wall near some trees with no leaves.,1
72338,2156131463012,People in bathing suits are on a beach looking at a landform in the distance.,People in bathing suits are outdoors looking at a landform near them.,1
72634,161158687310,The scene of an accident where a bus hit a biker.,There is broken glass on the ground.,0
72661,4657688037211,A young man and an old woman are walking along a sidewalk next to a wall with graffiti on it.,The people are walking through a villa in France.,2
73309,4680385998312,A woman in red runs past a rainbow wall.,A woman is running past a rainbow mural painted by second graders.,1
73356,21164875210,A man is on a stage with his hands in the air holding his wrist.,PEOPL;E WERE ON GRASS,2
73523,154257460110,A man looks at the camera while he sits down in a cluttered house.,A man gazes toward the camera while sitting in a disorderly room.,0
73541,116569042452,Two people are on top of the bed of a truck.,Two guys sit in the bed while the car is in motion.,1
73657,6988434736211,A man with a baseball cap is trimming an old lady's hair.,A bald barber is shaving another man.,2
74401,3557871242212,A group of friends smiling for the camera before the races.,a group is getting ready to race,1
74676,2382950929012,A boy in jeans is sitting on rocks while an older women in a red top holding a straw hat stands behind him on the rocks which is next to a lake.,There was a lake near the rocks,1
74705,2269850223112,A young couple takes a nap on a couch.,The couple passed out on the couch.,1
74865,3965588075011,"A man with a white construction hat, yellow vest, orange undershirt, and jeans, standing near a large white truck and orange safety cones.",The man in the construction uniform was at the construction site.,2
75894,2559260825112,"Young man dressed in black with white tennis shoes, lying on a large gray stone.",A young black man in white shoes is lying on a boulder outside.,1
76167,3882399405410,An old woman is holding a baby.,the old woman is holding a tiny baby,0
76178,349738226212,Female friends gather their dogs outside in a fenced area.,Friends play Frisbee with their dogs.,1
76329,201965684312,Two men bike racing around a track.,There are men riding bikes.,1
77170,2871989067410,Four girls in a blue cheerleader outfit.,Four cheerleaders.,0
77186,4054989083112,A person dressed in a green protective suit is riding an all terrain vehicle across a desert.,A person is crossing the desert.,1
77666,2137419658312,Four men walking down the street in all black robes.,Four men are in robes.,1
77854,5556630,The cup is shiny.,The cup is very shiny,0
78001,2181117039212,A pair of children in uniforms running through a flock of pigeons.,Two children play around in the park and chase pigeons.,1
78100,1539166395111,A young girl with curly hair with a white shirt with a skull and bones picture on it.,The young girl has curly hair.,2
78203,8094210961410,African american playing keyboard wearing a gold watch,A person is wearing a timepiece.,0
78356,2843553836011,Two ladies in jeans and brown sweaters and sitting under a large walk sign.,Two ladies sit down for coffee,2
78694,3168796547412,Two kids sit on a statue of a deer.,two childern are sitting,1
78805,4932963561212,A person in a warm up jacket and hat is listening to something with his headphones.,The person is listening to music.,1
79563,5381043991011,"An ethnic band including a dancer, singer, a violinist, and a dancing pair perform in front of an audience on a brightly decorated stage.",The band is a contemporary country band,2
80173,4329187340410,Girl making gesture while sitting on train.,Girl is outside,0
80495,3892563639410,a man is sitting a lamb and a llama.,A man has a lamb and a llama.,0
80693,514448571411,A man in a black outfit are tossing up toy balls.,A man is sleeping.,2
80721,7024548211312,A young boy in glasses is using a hammer on a metallic object.,The boy is hammering the nail,1
80919,3136043366310,A football team in blue uniforms run out of a smoke cloud.,Football team is about to play a homecoming game.,0
80974,74032739010,An Asian man is sitting on the bench on the street and sleeping.,There is a homeless man sleeping in the street!,0
81053,1342407554212,Two children walk down a path into the woods.,Two children are walking towards their friend's home in the woods.,1
81095,984092829212,Two men use tools to rip bark off of a tree.,The men are tending to the tree.,1
81147,5238123569250,"A man playing a keyboard, he has a beard and is wearing a red, green and black flannel shirt.",Al sing Stevie Wonder songs at his local bar,0
81321,2847514745411,People sitting in a circle outside a large building.,A single person fishes at a lake.,2
81553,2375402652210,A man wearing a red coat and a blue scarf sitting indoors.,A man wearing a coat and gloves.,0
81575,1553926084010,A group of men dressed in Japanese style clothing walk near a large float.,The men are at a parade.,0
81635,3235542079410,A snowboarder in stripes.,A snowboarder is wearing striped apparel.,0
81673,4467161305012,A man in a yellow hard hat leans against a ledge and a man stands on scaffolding in the distance at a construction site.,A man leans against a ledge while a man stands on scaffolding in the distance.,1
82041,5319228272311,2 people are cooking hotdogs in a pot over a fire outside in the snow.,People cook outside on a bright and sunny summer day.,2
82059,306839655011,"A group of people, possibly family, sitting on the floor playing a word game similar to scrabble.",dog sleeps in tent,2
82118,3379639763412,A small group of people look at an artistic water fountain.,A group of kids look at a fountain.,1
82870,1394239063241,Two women are jogging and three men are walking on a dirt trail.,A group of eagles walk along the path,2
83096,1289352588422,A woman is holding the cheeks of a man on the beach.,The woman is touching the man's face.,1
83133,3687077099412,Children screwing around before soccer practice.,there is a practice session of soccer,1
83976,845940422012,A child with two dolls being handed to an older man with military members surrounding the pair.,A man hands a girl dolls while being watched,1
84038,7588243170040,A young girl with blond-hair is digging in the sand with a small scoop on the beach with the ocean in the background.,A little girl has a shovel.,0
84105,3583516290411,many woman wearing yellow stand in the street.,Woman buying yellow jackets.,2
