,guid,premise,hypothesis,label
23563,2503996814011,"A formal event in a ballroom with one couple dancing, and many people sitting around tables.",nobody was dancing at the formal even,2
24144,2600867924211,"Two dogs, one brown and white and one black and white, run on a field.",A cat is drinking milk.,2
24424,4364359337410,A man painting a scene of fall foliage.,The man is using art supplies.,0
24479,3474406285211,A dog jumps over a hurdle at a competition.,A dog is examined by a judge at a competition.,2
24801,6757904431051,Two cheerleaders in dark blue pants and bra style top with yellow pompoms mid cheer.,Two cheerleaders performing a cheer without pompons.,2
24856,3393317338111,A man with a black tank top and a woman with a bikini top dance while twirling batons on fire.,A man and woman are in the mall.,2
25400,2384550175112,Two children on one swing at a park with other children.,"Children playing at a park, waiting for the ice cream truck.",1
25668,4334945607111,Two women dressed in white smile and laugh while around a man in black playing the guitar.,two women asleep,2
25669,2544182005312,A young child is riding a purple bike.,A boy is riding a ride bike in the park.,1
25829,4753970630011,A young person wearing a pink one-piece swimsuit and goggles about to complete a leap into a swimming pool.,There is a man snowboarding.,2
26182,3268727984212,A maid in a white uniform sweeps the floor.,A maid is wearing her uniform at work.,0
26220,4971935706210,Three people sit looking over a drainage ditch next to a crocodile warning sign.,Three people are sitting on the ground.,0
26260,21687074110,A woman in a yellow bikini top and sunglasses in a crowd of people on a boardwalk.,The woman is wearing very little clothes.,0
27324,2423042595010,Two performers wearing black slacks and strumming their guitars are sitting on foldout chairs and entertaining people in public.,Two people wearing black slacks are performing for the public holding guitars.,0
27637,1339596997342,Three women in headscarves examine a camera.,Three women are learning how to use a camera.,1
28105,5523538212412,One person is jumping on skis while others look on.,An olympic hopeful jumps on skis as a crowd watches.,1
28734,2718049631310,A dog runs uphill towards the camera in near a fenced area.,a dog is running,0
28914,4474749623312,Two women with umbrellas walk under the stop for pedestrians sign.,Two people are walking in the rain.,1
28937,5536289343410,two women cooking up a great dish.,Women are cooking a dish.,0
29239,4912108775010,A man in a black shirt with a white ring in his right hand reaching for something on the edge of a window.,A man is wearing a black shirt,0
29247,3341077091010,A boy is airborne on his skateboard above a set of rails in an industrial setting.,A boy is doing tricks on his skateboard.,0
29291,1010470346122,"A man leans into a car to talk to the driver, as a man on a bicycle looks on.",A driver asks for directions.,1
29563,4945010141130,Two females are wearing bikini tops and very short shorts while walking down the street.,Two females in bikini tops attract attention,0
29757,4864924199411,Bike are being displayed in the street.,Cars are being displayed in the street.,2
30014,4813246656010,"An older man in a dark suit is speaking into a microphone at a podium with an ""AMBUC"" banner.",There is a guy speaking at a podium.,0
30122,390220229112,"A child with s orange snow shovel, shovels snow.",He is wearing a coat.,1
30379,4669664561022,"A man wearing overalls, an orange hat and a yellow shirt is lying on the pavement taking photos with a camera.",A photographer is taking a close-up photo of something on the street.,1
30588,2380740486211,Girl with two ducks on cliff overlooking the water.,A dog smells his butt.,2
30774,4692725862210,Two young boys using kick boards to learn how to swim.,The kids don't know how to swim well.,0
30956,203146155211,"As one woman raises herself from a chair with her arms, another looks on and laughs.",The women are walking through the nature preserve.,2
31036,1488937076031,The Irish setter with the safety vest is running ahead of the Rottwieler and the Dalmation.,A man is flying an airplane,2
31280,3524519277030,A man holding a bottle wearing tan pants talking to security officers in front of a large poster.,A man is wearing tan pants.,0
31699,4508096677412,An elderly woman placing a candle.,A woman is lighting a candle.,1
32021,3609999845411,Boy plays baseball in a grass field.,The boy is sitting in a chair.,2
32225,2434440948210,An elderly gentleman is delivering a talk to an audience.,A man is speaking to an audience.,0
32270,4872454115210,People gathering near the front of a house with a wall that has a picture of a man riding a horse.,There are at least a few people in front of the house.,0
32937,170525064411,Men standing in a field with a dog.,the boys were angry,2
33546,3050860568211,Man at the beach builds a face out of sand.,a man is playing a trumpet.,2
33960,4818829454311,A woman walking a bike down a busy sidewalk.,A man walking a bike down a busy sidewalk.,2
34383,964871444312,Two guys are welding a large black pipe,Thugs on the prowl.,1
34437,5347416087210,A middle-aged man in a white boat untangles his fishing net.,A man fixes his fishing net.,0
34471,4611331470311,two older males talking whilst one holds a chicken.,Two young men getting ready for football practice.,2
34654,3448162992011,A child in an orange shirt and blue jeans jumps from a play set while three other children look on in the background.,Four children run inside to eat dinner.,2
35030,2886225006312,Students sitting outside in a forest with books and pencils.,The students had their books and pencils and were ready for the outdoor lecture about trees to begin.,1
35364,6847387474112,An ice hockey goalie in a yellow and blue uniform is kneeling on the ice holding his hockey stick in front of him.,The goalie is paid to play hockey.,1
35430,6739641349031,A woman in a blue hat and gray sweatshirt sits with a dark-haired female doctor while she has an IV in her hand.,A vet is performing surgery on a cat.,2
35452,6739641349311,A female doctor is talking to an elderly patient having tests run.,A female doctor is alone in her office.,2
35881,4510764354311,Catholic boy standing at a podium.,A boy is sleeping.,2
35986,3309040155011,A small child is passed out asleep in an armchair on top of a blue jacket.,A child running around a backyard,2
36617,1102763701330,A group of people are gathered at some type of outdoor event.,There is an event.,0
36676,3460358347211,A young child is riding a bike with training wheels.,The child is learning to ride a motorcycle.,2
36870,266316342112,"Some girls are outside an airport with their bags waiting, while a woman on the right side is smoking.",Some girls are standing.,1
37085,1105137588421,The people are eating by a teal colored wall.,The people are picnicking on the beach.,2
37974,2494259543312,A man sleeps on the ground in some building.,A man is taking a afternoon nap to re-energize himself.,1
38030,3754588617012,"Two young girls are playing on swings, and one is holding the other girls swing ""still.""",A girl is telling her friend it is her turn to swing.,1
38224,7712223846112,"Neck and neck to the finish line, every competitor has been training for this race.",The competitors are close to tying.,1
38396,1552065993311,Dog with big collar running.,A dog is sleeping.,2
38865,3106026005212,A man wearing a coat and had sitting on a bench in the city.,A sad man wearing a coat and had sitting on a bench in the city.,1
38882,4080351447312,A man cooking some food in a kitchen.,A man cooking his family a meal with chicken inside of his kitchen.,1
38917,3655773435211,A black dog swims in a large pool.,A tabby cat is hunting a bird.,2
38963,1594038143312,A smiling boy pulling something from a magician's bag.,A boy helps a magician during a show.,1
39201,17266976252,Men are standing next to a pallet of goods near a boat.,Men are going to load goods onto a boat.,1
39314,2055214203011,An old woman getting ready to move her belongings after along day auction held at the church compound,a man is near a church compount,2
39803,4563782751010,"A parade with men and women in blue blowing instruments, and beating drums standing in front of a building.",There is a parade with a band.,0
41010,843218288311,A man wearing a striped pink shirt is taking a picture.,A man is swimming in the ocean.,2
41403,3582465732312,A lady is sitting on a small trampoline and is tossing a water bottle.,The lady is lonely.,1
42025,4817447781412,Pedestrians walk by outside a cafe.,Some people are laughing outside.,1
42095,4691807711410,A man on a cellphone by the fountain.,The man is on a cellphone.,0
42493,4765722852010,"A group of police officers with shields on a brick courtyard, outside a white building.",There is police working.,0
42558,1238849490020,"A group of people, of all ages, listening to a concert being performed by a solo practitioner.",A single muscian entertains a diverse audience,0
42999,4961508842451,Guys are running in a marathon.,The guys are walking,2
43851,2810289270011,"A man in a white shirt, presumably a doctor, listens to a young woman's heart through a stethoscope.",The lawyer is yelling at the judge.,2
44119,3106782647010,A bike rider is airborne with a daytime sky in the background.,A bike rider is airborne,0
44183,3772553977112,A man floating on a tube on a lake.,An elderly gentleman is on a lake near his retirement lakehouse.,1
44451,15641879211,"A man in a sweatshirt reading ""Alaska"" sells lottery tickets.","The man's sweatshirt reads ""Kentucky"".",2
44589,4196155263412,A man takes a picture with his phone.,The man is on his phone,1
44768,230486268022,"A little boy holding a yellow, plastic shovel, crouches in the sand.",A boy is playing in an outdoors sandbox.,1
45180,4302494145411,A woman shows off child spider-man pajamas.,A child in pajamas.,2
45307,430964917211,Person riding their bicycle on the street with a backpack on.,Person running on the street with a backpack on.,2
45546,2317665783211,A person wearing orange getting on a bicycle.,The person is walking away from the bicycle.,2
45731,3647283075012,A young man in a red shirt and jeans skateboards over a graffiti-strewn background.,The man is at a skate park.,1
46042,4557550193352,Man in black jacket and baseball cap juggling on a street.,The man is juggling tennis balls.,1
46229,2287313464411,Women laying down on a chair.,Women jumping on the furniture.,2
46471,8065680234011,A train approaches a stop at an indoor station as several people walk and sit inside the building.,A crowd outside at a bus stop.,2
46688,3721584359311,Men looking under the hood of a dragster.,The men are looking at a cat.,2
46935,3970078088212,A man in a yellow shirt having a drink outside of a cafe.,A fellow is drinking coffee,1
47086,377406355212,"A man is sitting, surrounded by merchandise that is for sale.",the guy sits by his old stuff,1
47097,503717911111,A white dog catches a red disc in his mouth.,A cat is playing with a toy.,2
47184,14799369112,A young man holding a beer bottle and a cigarette splashes fluid on charcoal in a grill.,The man is cooking for others.,1
47698,3888267140011,An older woman is working behind a counter at a restaurant.,an older woman eating the food,2
47779,1234293791212,The little girl is riding in a brown horse.,A small girl atop a stallion.,1
47795,6307281128311,A male dancer is lifting a female dancer by the waist and leg.,The dancers are resting.,2
48187,2935921151111,A child in goggles and swim hat is swimming the backstroke in a pool.,A child in goggles is diving into the pool.,2
48917,1128230658212,A young boy with a shaved head holds a chicken under his left arm.,This boy did not have to comb his hair.,1
49095,4420802292212,An artist is painting a tiny turtle into a painting.,An artist painting with his favorite brush.,1
49133,112245524012,A woman in a red tank top is cutting a hamburger in half with a spatula while opening or closing a drawer with the other hand.,A woman is in her kitchen.,1
49406,3426933951110,Kids play soccer in front of a marble building with giant oak doors.,The kids are playing.,0
49740,1428641354330,A woman in a white shirt prepares a large meal of hamburgers.,A woman is making food.,0
50010,5056620714411,Male singer crowd surfing,A singer is riding a surfboard.,2
50436,3203593191010,Several uniformed people carrying firearms and wearing white gloves are lined up in ranks and standing at attention.,Several people are wearing white gloves.,0
51090,1428925375411,A man fishing off a pier at sunset.,The man is fishing early in the morning.,2
51344,1468741099231,A man wearing colorful clothing and white sunglasses is playing a large drum with his hands.,A man is playing the tambourine.,2
51469,61745811011,Man stands on forested hillside wearing large sunshade hat.,Susan was in the forest.,2
51959,2251447809210,Man walking toward his car on an icy sidewalk in the city.,two girls were ther,0
52634,6083302879110,Two police officers are standing in uniform.,Humans standing.,0
53165,7237741388012,A welder wearing a welding suit is welding scrap metal together.,A welder welds beams on a building.,1
53402,4656823199012,A man is sitting down wearing blue gloves and wearing a white jacket.,A doctor in surgical gloves and a lab coat rests after a long surgery.,1
53472,518789868011,A boy in a black shirt is inside a structure with wooden ceiling beams.,A shirtless boy outside of a structure.,2
53876,4744180552310,A man is dressed up in a black polka dotted hat and cape.,A man is wearing a black polka dotted hat and cape.,0
53929,322791392212,A brown dog runs happily with a yellow ball in its mouth.,A puppy finds a way to stop my tennis practice.,1
54063,8990627210,A man wearing a black long-sleeved shirt is taking a photo of a building.,A man is taking photos,0
54226,1595227547032,A young boy of trying to fix his blue bike while an adult looks on.,The boy knows how to fix bikes.,1
54516,624080960211,A vendor in a yellow shirt and black cap presents his wares at a baseball game.,A dog in a yellow shirt and black cap presents his wares at a baseball game.,2
55086,4121133646211,The young boy is examining a rock with his magnifying glass.,A kid is playing XBox.,2
55140,194703038311,"Workers, adorning hard hats, are helping to complete a project.",the workers refuse to wear hats,2
55474,5117317939211,A bunch of people are mingling in a fair where there booths with the flags of countries draped over the walls.,Nobody is outside.,2
55849,2826701936312,A group of children playing in water.,The children are at a waterpark.,1
56266,3108542351412,The man is listening to the guitar player.,A man is listening to the guitar player play classical music.,1
56334,731580628310,Kids in a firetruck hold an American flag.,kids hold a flag,0
56384,3064437860210,Man standing on car grabbing his crotch with a group of protesters.,people gathered together outside,0
56518,3259225196210,Two women are looking at a monitor with a long antenna.,Two people looked at a screen with an antenna.,0
56832,8173029395410,A man plays music to a crowd of people.,A man playing music infront of a crowd of people.,0
57246,3473264983111,Speed ball paintball team starting the first round.,paintball team eating pizza,2
57249,3473264983012,a group of people wearing body armor while fighting with paintball guns.,A family is having a paintball war.,1
57349,4320882376311,Two women holding shovels are standing on a small hillside.,Two women holding bats are running down a small hillside.,2
57461,4648495016311,A musical act on stage in the Good Morning America concert series,There is an elephant on stage.,2
57569,3381700783210,A person dressed in white posing like a statue on a city street with nuns in the background.,Nuns are behind a person in a city street who is dressed in white and posing as a statue.,0
57844,4556897985011,"A brown-haired man with glasses is wearing a black suit, blue shirt, and pink striped tie while walking down the street.",A man is eating at a restaurant.,2
58456,4566903518010,A group of people sit or stand on the grass while one in the center holds small jackets and a yellow and blue dress.,The group of people are in the grass.,0
58505,241959826010,Three individuals preparing food on a kitchen counter.,Food preparation takes place on a kitchen counter.,0
58618,1088385559312,An elderly woman pan frying food in a kitchen.,A woman frying fish that she has caught.,1
58737,6832472428210,One man is riding an orange skateboard at a skateboard park.,This is a place specifically for skateboarding.,0
58930,44411490,The ponies look like they love each other.,The ponies are outside.,0
59064,5400824262011,"A family of Africans appear as if they are preparing a meal, as the young child sits in the lap of an adult and a girl in an orange skirt begins to chop food.",The family is preparing for bed.,2
59065,5400824262012,"A family of Africans appear as if they are preparing a meal, as the young child sits in the lap of an adult and a girl in an orange skirt begins to chop food.",The girl is making dinner for the first time.,1
59087,3366571152012,A man and woman sit in a brightly lit stage set.,A man and woman are performers,1
59513,3035949542311,Two soccer players chasing a ball in the grass.,Elphaba was orange.,2
59559,2398919704010,Several people wearing white mask are holding a banner and signs.,People wearing masks are holding banners and signs.,0
60240,1174525839151,"A young, long-haired, girl on the beach, is jumping in the air.",the girl is sittind on a blanket,2
60274,3012229210,Several adults stand and four children sit in front of a small store.,People are in front of a store.,0
60726,486738076310,A man in a blue shirt uses a spatula to stir food cooking on a grill.,A man has a blue shirt.,0
60832,480200554311,Man on electric scooter looking at shelves of shoes.,the man is asleep on the bridge,2
61435,3093094737312,"two women sitting, one is in a chair holding a new baby outfit",The women decide what to buy.,1
61716,3694534515210,A boy swings his bat in anticipation of hitting a practice ball on a stand.,A boy is playing.,0
61844,2876954933032,"Two young girl jumps into a small, round area of deeper water while a young boy looks on while running past.",The girls are performing high dives.,1
61940,2227179257052,A child poses in the snow holding a partially formed piece of snow.,A blonde person posing,1
61951,2227179257412,A boy cheerfully gets ready for sledding.,The boy will be meeting his friend.,1
63877,3717267425011,A group of dancers in the subway dancing for money.,The dancers are practicing in a studio.,2
63880,221422499310,Waiting for her scores after her tumbling routine is completed.,Someone waits to hear how she did.,0
64017,4548726706321,"A man in a black jacket holds a red, yellow and purple flag.",A man is wearing a greet coat with a blue flag in his hand.,2
64481,86120813410,A man wearing overalls is standing on a train.,Someone is on a train.,0
64884,4626017432010,A man in a suit walking down a busy street smoking a cigar.,There is a man smoking a cigar outside.,0
65005,3120266797411,"Dark bushes, siluettes of people, clouds.",There are clouds.,2
65726,1405650076311,A young boy with brown hair is hiding behind a crate of oranges.,A young boy is sleep.,2
66007,5552732,Telephone wires are visible.,I can see the telephone wires.,1
66009,5552711,Telephone wires are visible.,The wires are cut,2
66089,5552042,"If the animal jumps out of the vehicle, or the truck is in an accident, the animal could be injured. ",An animal is jumping out of a vehicle.,1
66361,4740287371011,A woman serves out of a drive through window of a Nathans.,a man driving a car,2
66373,4740287371411,A black woman at a pizza restaurant.,A man is in the library.,2
66416,4162939402112,People outside near a multiple vendor booths.,Men outside near a multiple vendor booths.,1
66432,2858843359010,A overweight male is playing electric guitar while wearing a white hat.,A male is playing electric guitar while wearing a white hat.,0
66603,3215081286411,People sit in a lit alcove off a dark street.,People standing on the roof are dancing.,2
67283,3759230208110,A young boy slides down a water slide with his eyes closed.,a young boy can't see anything,0
67442,3285552304212,A man at a sporting even dressed in green and yellow is smiling.,"The man is at a Green Bay Packers game, and is getting ready to go into the stadium for the big game.",1
67772,3632258003112,A group of men with shovels are digging in salt.,A group of workers are shoveling salt after a spill.,1
68666,19469520022,Competitors getting ready to compete in a grand opening event hosted by the chief executive,The competitors are nervous.,1
69127,143149186210,A man wearing a yellow safety vest and hard hat is driving a tractor.,This man has safety gear on.,0
69358,493542985112,Girl in a thin rowboat leaving the dock of a lake.,The girl in the rowboat is going fishing.,1
69565,509439572411,3 guys setting up chairs from a container,Guys take down some chairs.,2
70615,1523800748421,Two children run towards the lagoon.,The children are watching TV.,2
70910,2699733386311,A black dog wading through water.,the black dog is sleeping on the sand,2
71382,558620122411,Two young women sitting on a doorstep.,Two old women are sitting on the doorstep.,2
71505,4617955480211,Two asian men utilizing their woodworking skills.,The man molds a metal sword.,2
71841,1164765687452,A man is playing tug-of-war with his dog.,The dog is a Siberian husky.,1
72658,4657688037242,A young man and an old woman are walking along a sidewalk next to a wall with graffiti on it.,Mother and son stroll through a city.,1
72687,27499590311,a sweaty guy singing into a microphone.,A sweaty guy is silent by the microphone.,2
73227,747093215110,A small boy is playing with a toy lawn mower in a field of dandelions.,The boy is small.,0
74263,7648640466211,"This female is hanging upside down by her ankle, for whatever reason.",A woman is sitting upright.,2
74485,1698837338322,A lady dressed in a peacock outfit at a parade.,The lady is part of the parade.,1
74705,2269850223112,A young couple takes a nap on a couch.,The couple passed out on the couch.,1
74936,4641280657112,A woman talks on her cellphone while walking past a construction area.,A woman is wearing a red dress and carrying a large grey purse.,1
76394,4260156359311,A monkey is climbing on a black tube.,The monkey sat quietly.,2
76509,7088139589411,Two women look at a camera in front of photographs.,Nobody is looking,2
77810,149042906412,Two African-American children playing with water bottles.,The child on the left appears older than the child on the right.,1
77923,3667492609212,A child diving headfirst into a lake.,A child learning how to dive.,1
77931,4869146688012,A young Olympian shows her flexibility and prowess on ice skates.,A woman is ice skating and wearing the USA olympic uniform.,1
78129,534318261311,A group of young children watching a firetruck.,The kids are sleeping,2
78300,3044125918210,An Asian man is standing in front of dead pigs.,An asian man near dead pigs.,0
78314,261626276410,A woman and child walk with their bags.,People walking.,0
78546,4854766780112,A man in a canoe sits on a placid lake surrounded by lush green foliage.,The man is fishing.,1
78644,3855396443052,An overweight elderly woman is waiting in line behind a man with a shaved head with a gray shirt and black pants and there is a man looking through a newspaper on a stand that says Echo in the background.,An overweight elderly woman and a man are waiting in line for a book signing.,1
78721,4646350756312,A woman wearing a black top walks around the city.,a woman walks around the city alone,1
78770,4369593809011,Two men are pushing a small boat with fishing poles out into the water from the beach.,A boat with three woman is sinking into the sea.,2
78819,4932963561012,A woman with a black jacket and headphones standing next to a building that is under construction.,The woman is listening to music.,1
79105,2085255128111,a young person wearing a gray shirt and yellow shorts jumping into a river.,A young person is riding a bicycle.,2
79282,7787558364410,Two women stand in front of a herd of goats.,These people are watching the animals,0
80211,6186146093312,Two people outside examining a bicycle tire.,Some people are preparing a bike to go on a bike ride.,1
80294,111497985220,The person in the striped shirt is mountain climbing.,The person is a mountain climber.,0
80950,3132543539411,A man sleeping on a stool.,The man is cleaning his house.,2
80952,3132543539410,A man sleeping on a stool.,The man was tired.,0
81295,6144531701110,An excited man in black plays the guitar against pink lighting.,A man knows how to play an instrument.,0
81996,2471297228312,Two girls pillow fight in a school play yard.,The girls are angry at eachother.,1
82231,7432995570212,Bicycle racer participates in race.,A racer trying to win the race.,1
82465,2522297487212,A woman holds a baby while a boy sits next to her smiling.,A woman holds her niece while her nephew sits beside her,1
83076,2609133063041,A woman in a black dress and black heels carries a shopping bag while leaning against a green bar while her child plays with a toy truck on the ground.,The child is playing near his father.,2
83181,3049770416411,A man with a microphone.,A woman talks on her cell phone.,2
83240,156740459012,There is a man with a green t-shirt cooking hamburgers and hotdogs outside on a grill.,There is a guy grilling food for a picnic.,1
83285,574274795111,a dog in the foggy distance catching a Frisbee,The dog is eating his lunch.,2
83574,2308339460012,"A man with a gray beard, wearing an orange cap and brown jacket, is smoking a cigarette.",The man is waiting for his turn to get a shave.,1
83789,1299817309310,Two women hiking up a gravel trail.,Two women outside.,0
84054,7117181861111,A barefoot man is photographing a couple who is laying in the green grass under some palm trees by water.,The man is lying on the couch while his wife cooks supper.,2
84503,141213544021,Two women with black hair wearing flower leis standing in a store with a baby in a baby stroller.,A blonde woman is posing on the beach.,2
84640,2678668581012,People gather under a white tent while some sit at tables.,It is raining outside.,1
84771,3159569570410,A group of,A gathering of,0
84964,3805598180411,A group of friends drink some beer.,The group is sleeping.,2
84985,3576186562312,Women sitting in chairs look through a binder.,The people are looking at a collage in the binder.,1
85095,15019062022,A woman with a chain around her neck leans before a small girl playing a game of Jenga while others watch on.,The people watching the woman play jenga are her friends and family.,1
85295,6800762956111,A man in a boat wearing a white shirt is holding a buoy while being surrounded by swan.,A man is alone is the field.,2
85337,4046178292411,A man playing guitar and a woman wearing a glove.,The man and woman are going to eat rocks and worms.,2
85629,1580671272310,A man holds feed for a horse in a blue blanket.,A man carries horse feed in a blanket.,0
85762,2944675019112,A middle-aged lady with glasses and a multi-color striped shirt is holding a newborn baby.,The baby is cute.,1
86007,465859490110,A man holds a microphone and speaks as a group of seated people watch and one woman looks down.,a man speaks infront of others,0
86731,3596131692010,Three children wearing soccer uniforms chase after a blue and gray soccer ball.,Three kids are playing soccer,0
86905,3048461682210,A white dog running in the fallen leaves.,A dog runs in leaves.,0
87006,4442488355010,A woman wearing black pants and a black shirt pushing a stroller down the street.,A woman wears black pants and a shirt.,0
87079,4063231596212,A couple in traditional Dutch dress are dancing at a festival.,A couple wearing white are dancing,1
