,guid,premise,hypothesis,label
6269,2320742338312,A man climbs through trees like a monkey.,The animal trainer is climbing through the trees in hopes that the monkeys will learn to trust him more.,1
6477,146903144041,Aid big guy wearing an orange jumpsuit is talking to a skinny lady who's dressed up with a long skirt is standing on the freeway looking at the red Motorcycle that crash,everyone is happy and laughing.,2
6578,387822740010,"A little child with a sweater, blue shirt and black pants, holding a broom in a kitchen.",the child was in the kitchen,0
6691,2447035752431,Seven people are wading in a natural pool.,Seven people are sitting in a pool.,2
8318,4942752980310,"A guy enjoying the day, having a barbecue.",A guy is cooking barbecued meat.,0
8652,4103236953312,Many kids are sitting and taking notes.,people sitting and writing,1
9045,4914943385150,A teenage boy with a red hat sits along side a pedestrian bridge while people walk by.,There is a boy wearing a hat.,0
9342,2918474117112,"A tall, skinny guy with long black hair is walking while talking on a cellphone and carrying a drum on his head.",A guy is walking home from band practice.,1
9404,3834502656411,A man working in a metal shop,a woman working,2
9547,6823644581210,A man performs daring tricks on his motorcycle.,Man riding a bike,0
9726,571507143012,A group of kids plays in the spray of water from a fountain.,The sun is shining brightly,1
9733,4445556418010,Children in white and blue uniforms are sitting at their red desks in their green classroom.,The desks don't match the uniforms.,0
9740,4445556418210,African children sit waving in teal classroom with red benches and tables.,Children are sitting inside.,0
10631,7710381906411,A bald man in a blue shirt spray paints graffiti on a wall,The man has a orange shirt.,2
11188,148314924310,A blindfolded man hitting a pinata at a party while everybody watches.,A man tries to strike a pinata.,0
11310,2917193696410,A group of several people are attending an event.,The people are together.,0
11732,18378347020,"Middle-aged female wearing a white sunhat and white jacket, slips her hand inside a man's pants pocket.",A woman reaches in a mans pocket.,0
12633,3008370541411,The dog is jumping into the lake.,A dog kneeling to its master.,2
13067,4337751447410,A man pushes a shopping cart full of aluminum cans.,A man is pushing a shopping cart.,0
13100,54723805311,A group of people hiking through ice.,A group of people sharing coffee.,2
13324,3021028400211,Young man showing great concentration while playing the cello in an orchestra.,Man playing a guitar by himself.,2
13325,4035354150142,Brunette woman in a white bikini pouring a drink into a man's cup.,A brunette woman pours an alcoholic drink for a man.,1
13594,2984722428112,A man standing outside in front of a field with a big yellow sack on his shoulder.,A man is holding a bag full of vegetables.,1
13812,158093226031,"A balding man in a dark suit and maroon tie, with a mustache and beard, plays bagpipes, as a young blond woman standing next to him in a light blue crop top and skirt listens and sticks her tongue out.",Girl and man shopping in Walmart,2
14419,265179051112,A smiling man in the driver's seat of an automobile turns to the backseat.,A taxi driver turns to the backseat to collect the fare.,1
14473,136645716041,"A man sits on a beach wearing swim trunks and a lei, holding a blue umbrella over his head.",it is cold,2
14594,37791887311,A group of children play on a soccer field.,Kids not allowed in park.,2
15544,1124448967052,An older man sits back and relaxes on a patio outside an adobe building where many bicycles are propped.,An older man is watching cyclists while relaxing on the patio.,1
16364,3517124784212,A female softball player hit the ball and is running towards first base.,a softball player records a hit in a game,1
16792,3380643902112,"Boy skateboarding on residential street, falling farward with hands on the ground.",A boy wearing a red shirt is falling off his skateboard.,1
17033,4119439324012,A man wearing a pink shirt with black stripes is protecting himself from the rain using a newspaper.,The man is on his way to work.,1
17113,1418266617112,"A wet, white dog is jumping over obstacles.",A dog jumps over obstacles for a dog show.,1
17842,2768265384112,Three guys sitting at the table together drinking beers and taking pictures.,Three guys are getting drunk,1
17884,1962824702111,Two people sit in an old run down building at night.,The people are running in the streets.,2
17947,3149804151010,Two motocross bikers are throwing up dirt as they ride around a circuit.,Two bikers are riding.,0
18406,193225278121,A blond woman interacts with a wire sculpture that sits on a display with a sign posted on it that says' Mega Joule'.,A man builds a sculpture,2
18758,3249597269410,A squirrel jumps in the snow.,A squirrel is outside.,0
18857,2253417961252,A woman and child stand on the beach while sailboats sail on the ocean.,There is a woman and a young girl watching sailboats in the distance.,1
18933,83493458110,A man is riding a scooter in front of a store.,There is a man on a scooter.,0
19956,1182733666041,"Four men, one in a long blue robe, looking like they are doing laundry in a muddy pit in a 3rd world country.","Four men, one in a long blue robe, are folding their perfectly clean laundry.",2
20000,398241464010,A person in an apron and hat is holding an large stick over a stove.,A person holds a stick over a stove.,0
20098,3532457245012,"A large group of people consisting of over 100, are packed closely together with palm trees and a building in a close distant.",Palm trees and a building are in the distance.,0
20376,4944108585410,A couple seated at an outdoor cafe surrounded by empty seats.,A couple enjoying themselves in an outdoor cafe,0
20582,4680516319140,Man in blue jacket and khaki pants is walking near a man holding a blue and white umbrella.,The man is wearing a blue jacket.,0
20767,252151991411,Bikers stopped on a road.,Men talking and riding bikes.,2
20853,2552949275412,Dog jumping in the sea.,The dog is going after a ball.,1
21213,29320312010,An adult is feeding a little girl a foil wrapped burrito.,A little girl is eating a meal.,0
21350,213344147111,A man is sitting on a fence at the edge of a pier over water speaking to a girl.,The man's mouth is closed.,2
21778,1420060118011,A child dressed as a ninja is jumping through the air under a large tree.,A child dressed in a ninja costume is in a house.,2
22146,4510120267410,A man sitting on a gate looking at the water.,The man is sitting down.,0
22285,2653631855120,"A woman is standing by a bike and two children, a boy and a girl, are with her and holding balloons.",The boy and girl have balloons in their hands.,0
22957,340816800210,Two women are sitting at a table in a restaurant with empty glasses in front of them.,Two women are sitting in a restaurant.,0
23040,3483392163310,"Some people are dressed in classical European attire, while holding books and a drum.",Dressed people are holding things,0
23220,2494822758012,"A man in a blue shirt, holding a bottle, standing over a grill.",The man is wearing a watch.,1
23559,2503996814110,a restaurant setting inside a building where people are currently dining.,People eat in a restaurant.,0
23854,142802798412,A skater rides his board on a ramp.,A boy skates at the new skate park.,1
23929,227441355351,Man secures a large block of concrete.,A man holds a wedding ring.,2
24121,3714944115310,A man sits at a table outside.,A man sitting at a piece of furniture outdoors.,0
24505,4051938340310,A man riding a Segway on a trail with a woman riding bike,Two people are riding different vehicles,0
25012,7535037918110,A gentleman with a long beard is at a concert playing a fur lined base guitar.,The man with the long beard plays the bass guitar.,0
25093,3256272547112,A man walks past burning piles in front of a crowd with cameras,The man is trying to be seen on purpose.,1
25362,4794753986211,A child wearing a red wig and orange shirt up in the stand at a sporting event.,A kid is playing video games.,2
25404,2384550175211,seven children are playing on swings in a park.,Men are playing on a swingset.,2
25590,2612781974312,"One man is sleeping happily in a bed, while another jumps on it.",The man is sleeping on the bed is about to be woken up.,1
25946,3330019493212,A mountain biker riding through a forest.,"Mountain biker exercising on a tough, wooden terrain.",1
26280,241788774112,Two small babies are sitting in identical strollers.,The babies are in their strollers for a nice walk.,1
26613,370614351210,Punk rocker buys computer ink in the big-box store.,There is a person in a store.,0
26989,3208725027210,Several people dressed in red are sitting and standing on grass.,People are standing on grass.,0
27159,4873020182110,Children sitting down together for lunch time at their school.,children eating lunch at school,0
27341,7958174552311,Physically challenged men in wheelchairs engaging in a sporting event.,A man in a wheelchair is watching television.,2
27999,3549737248011,Two older men are standing by a brick wall having a conversation.,Two men are playing checkers in the park,2
28255,103205630211,Two people standing outside a blue tent structure on a snowy surface.,There are two people sitting by their red tent on the beach.,2
28608,2348491126011,a dark man wearing sunglasses and a black leather jacket is passing by a window.,woman passes by a window,2
28629,4665446842110,A man in a dark pants lifts his leg while five girls wearing rollerskates gather near him.,An adult with kids gather close to each other.,0
28945,1737441377052,"A man in white clothing and an orange sash stands at a cart with a boy in blue jeans as they look over a large stack of green, round produce.",A man is teaching his son how to effectively choose mangoes.,1
29387,1801283994032,"A Father is observing his son, Kurt to see if his teaching prevents Kurt from cutting himself as he shave with a razor for the first time.",The dad looks at his son in the mirror.,1
29819,3484625231111,Male football player in orange and white uniform dodges tackle of another player.,There were not enough players to play the game so it was cancelled.,2
29903,2518853257012,"Two people with brown hair, sitting on chairs and huddled over book, near flowers.",Two people are enjoying a very interesting book.,1
30052,2938523789011,A young man and mother in the kitchen washing and drying the dishes.,a couple is cleaning the back ward,2
30279,4566219691212,A woman in a blue coat and dark boots.,The woman is a model.,1
30298,1787222774120,two young children riding in a toy car at a real gas station,A toy car with young children in it sit by a gas station,0
30596,4229894355111,The new baby girl fell asleep next to her newly washed and folded clothing and blankets.,The baby is playing with her toys.,2
30638,202174998010,"Five people on a hiking trip in a mountain range, wearing harnesses and climbing equipment, four with blue helmets and three smiling.",People are hiking.,0
31465,3316628110012,A colorful truck unloads into a lake across from a tent camp.,A pick-up unloads ill-gotten goods into a lake.,1
31470,4637210622312,A man is pouring a hot liquid from a kettle.,Man pouring out some liquid,1
32274,4872454115110,A group of people sitting outside of a house with a painting of a cowboy in a red shirt on the side.,A group of people are sitting outside.,0
32372,24188477110,A tractor with a shovel arm is operated by a orange vest wearing driver at a construction site.,A man is operating a tractor.,0
32539,7827645972212,"A clear, sunny day, a child in a sunhat poses for a picture with her finger in her face.",Somebody taking a photo.,1
32759,4828071602311,Several asians in front of store concepts.,The asians are inside a store shopping.,2
33050,4970971349212,"A woman with a black coat, black boots and a brown purse is walking down the sidewalk.",A woman is walking swiftly towards an intersection.,1
33102,2803374338310,A man in a white shirt is working at a food cart.,A man offers food on the street.,0
33111,5455437647031,"Three children, between the ages of 6 and 9, are on a ledge holding plants over the edge on a sunny day.",The three children are not holding plants.,2
33238,1303157527412,People are walking by a food cart in the city.,People in white hats walk in a city.,1
33423,3864694123410,Two men lay down tiles in a house.,Two men are inside working,0
33836,938162709112,A crosscountry skier going through the woods.,The skier is in a competition.,1
33994,2029546318212,A man and a lady cut up a fish as another man and woman watch.,the man and women are going to eat the fish,1
34256,464542381112,people sitting in wood chairs along a palm lined street with tall lanterns.,People are sitting outside while waiting for the store to open.,1
34668,3655133348310,Men in shirts and ties stand around talking and drinking.,the men are in shirts,0
34686,439662354012,A man on a bicycle with a lot of scissors and various small tools on the front of it surrounded by a group of people.,The crowd had never seen a travelling tailor before.,1
35749,259510411010,A chubby woman is holding an ice cream cone in front of a painting of a cow.,There is a woman with ice cream.,0
36740,2431120202010,A little girl wearing a purple winter coat and sunglasses skiing in the snow.,a little girl is outside,0
37050,4718134968411,People gather and talk in the street.,The street is completely empty,2
37125,7293099510410,A man mends some clothing on an old sewing machine.,A man is sewing some clothing,0
37424,2278776373412,A boy walks near buildings.,A kid is walking in a city.,1
38004,5851176801010,"A teal-haired woman in a very short black dress, pantyhose, and boots standing with right arm raised and left hand obstructing her mouth in microphone-singing fashion is standing.",there is a woman standing,0
38134,8179518136211,"Two apposing teams playing soccer, one team member dressed in blue, the other dressed in dark blue and white.",Two women get into a cat fight.,2
38204,4686365380111,A group of 70's or 80's era Caucasian men and women seated and having a discussion.,the people are dancing,2
38453,4912476644011,People stand and watch from the grassy hill as an airplane soars close overhead.,People are swimming in a lake.,2
38699,7784949770142,Male tennis player with tattoo on left arm in position to hit the ball with onlooker sitting down.,A pro tennis player is about to win a match.,1
38821,4838312099010,A middle-aged man wearing glasses and a middle-aged woman both look grumpy and upset.,Two middle-aged people do not look happy.,0
39184,17266976042,A crowded busy dock with people standing next to a freight car either loading or unloading it.aa.,Ten people are near a car.,1
39443,118897631012,A woman cooks on the stove in her kitchen as her dog begs below.,The woman is cooking chili.,1
39476,5570219212,A man in a yellow jacket works with a film camera.,The man is repairing a camera.,1
39791,6829010449030,A young boy wearing a dark blue jacket and hat is holding a gold and white dog in his arms and kneeling by a metal fence in the snow.,A young boy is wearing a dark blue jacket.,0
40025,175299591140,A boy in an orange shirt and baseball cap sits in a grassy field next to a black ball.,A boy is outside.,0
40217,4768505553111,A surfer is excellently riding a big wave in the sunlight.,A skateboarder is flipping through the air.,2
40327,4236452679311,A cashier in asia with some money in her hand.,The woman has no money.,2
40527,5745120660111,the band is getting ready for tonight's show with a pre-show run through.,The swimmers are getting ready.,2
41236,1535963458211,A teacher showing her students something on a projector screen.,The students are at recess.,2
41405,3582465732212,A woman sitting on a mini trampoline tossing a water bottle in the air.,A woman is tired of jumping.,1
41633,4566724961410,A group performs on stage.,A group of people are up on stage.,0
41769,1468389504110,two young girls wearing pink outfits playing on yellow monkey bars.,two girls are playing on the playground.,0
42094,4691807711412,A man on a cellphone by the fountain.,The man is talking.,0
42369,2910297808112,Surgeons observe a doctor in green scrubs performing a surgery.,Surgeons are taking notes on a surgery going on down below.,1
42501,563404108110,A crowd of adults dressed in bright colors are clapping their hands.,There are people in a group.,0
42688,1542970798332,A construction worker in jeans is climbing scaffolding.,A construction foreman is climbing on top of some scaffolding to get a better look at the work that's been done.,1
43032,2538642969330,Fishermen on the beach organize their nets.,People on the beach.,0
43042,4444092165111,A man stands at a podium while Nancy Pelosi and a crowd of others stand behind him in front of a building.,A man asleep in front of a building.,2
43170,2711975004110,A little blond girl in a pink and green top is enjoying an ice cream cone.,A small child enjoys an ice cream cone.,0
43395,4070112495011,Girl dressed up as a black cat stands next to monitor.,the pen is red,2
43413,2319808437310,three people standing on the side of a snowy grassy hill,Three people are standing on a hill.,0
43441,2184664834252,Two construction workers doing their job.,Two construction workers lay cement for a foundation.,1
43880,3654869593012,"The children are playing a game, with a volleyball net and a football, on the beach.",Children are playing a game they made up.,1
44501,15641879011,"A man in a sweatshirt reading ""Alaska"" at a lottery ticket and cigarette selling stand.",A man standing on his head.,2
44878,4583731865411,Two black men watch a basketball game on TV.,Men are watching soap operas.,2
45140,3331021833320,People in passing at a street side sale.,People are outdoors at a street sale.,0
45596,3920626767111,A man in a red suit is riding a white horse with a white and red ribbon tied into its mane.,The man is wearing a pink suit.,2
46012,3380407617412,A child stands in the snow.,The child is standing by a snowman that he has made.,1
46417,7011674039112,Hockey players prepare for a face off before a crowd in an arena.,Players are nervous,1
46451,4888307519142,A young woman wearing a black tank top is listening to music on her MP3 player while standing in a crowd.,A woman is waiting for the crowd to move so she can go home,1
46498,3217910740011,Children sit in front of a computer while their teacher instructs them.,Children playing on a trampoline.,2
46868,2494520072010,"One woman holds a pen, about to write on a piece of paper held by another woman.",One woman holds a pen to write while another woman holds the paper.,0
47089,377406355112,A vendor sits in the middle of a display of glasses at a street market in an Asian country.,A vendor joyously sits,1
47231,2029280005112,A man is wearing Rollerblades standing on a paved area near a park bench.,A guy in rollerblades is taking a break before heading back home.,1
47304,58363930412,A man skiing in the mountains,An expert skier goes down the mountain.,1
47370,4896937239312,A man drinking coffee does not notice a cat behind him.,The man is drinking black coffee.,1
47695,3888267140112,A woman is working behind the counter at a diner.,A woman is taking someone's food order.,1
47913,3821671043410,A rollerblader catches a cool grind.,Someone is rollerblading.,0
47969,6782145166110,A college basketball player rises for a jump shot while the opposing player attempts to block the shot.,A college basketball player rises for a jump shot.,0
48019,241347300011,"A football player wearing a number 23 white jersey tackles a football player wearing a red, number three jersey while fans cheer.",The player is wearing number 5.,2
48089,7735129098212,they are two people wearing sunglasses and a helmets standing behind a big gun.,"Two people wearing sunglasses, an old man and a young boy, with helmets stand behind a big gun.",1
48286,3896878460111,A woman with gray hair is putting potatoes on to fry.,A woman is ironing her clothes.,2
48411,8052397902052,Young defensive football players executing a tackle on a member of the opposite team during a football game.,the players are women,1
48463,3558796959012,A tennis player on a clay court runs to the ball.,The tennis player ran to the ball during the competition.,1
48498,7067689127411,A woman painting in the middle of the forest.,A woman creating a sculpture in her garage.,2
49118,112245524111,A woman wearing a red tank top is cutting a hamburger in half.,The man pours milk.,2
49270,1044434135232,A very bus street is shown with Asian people all around walking and riding bicycles.,The street is crowded with people because of an event taking place.,1
49412,3426933951311,The four children are playing with a ball outside a building.,The children have no toys.,2
49462,7962691602212,A young black football player going for the touch down.,A black football player is about to catch a game winning touchdown.,1
49526,1093716555020,A group of hikers are resting on the ground in front of some mountains.,Hikers are outdoors.,0
49548,423006709310,An audience sitting in an auditorium.,People are indoors.,0
49711,7986651427012,"A man in a stadium, surrounded by people, is holding up an orange, white, and green flag from his seat while watching a soccer game.",A man is enjoying watching a soccer game.,1
49820,4750675492112,People play in sprinklers while other people watch and stand near bicycles on the second floor.,A family is playing with a sprinkler while friends ride bikes,1
50412,3203593191411,Troops stand ready at attention.,the soldiers are digging a ditch,2
51186,4741894472212,A woman in a tank top and jeans rides her bike along a road.,A woman is riding to her friends house to watch a movie.,1
51288,7214830708210,A group of bikers are closely packed together during a race on city streets.,Bikers are racing in the city.,0
51871,4851246557010,girl in short black dress Blowing a gigantic bubble for a crowd outdoors.,There are people outside.,0
52011,4451329664011,"A woman is dressed for roller derby in pads, shorts and fishnet tights.",A woman is dressed for a business meeting in her blazer and pant-suit.,2
52797,4595062025011,Two women are standing in the snow looking towards a tower with a orange cone shaped light.,The women are cooking dinner inside.,2
52953,3371266735410,Men skiing.,A man is skiing.,0
53417,5176080732110,People in an indoor gymnasium that has blue walls are working on bicycles.,People in a gym with bicycles.,0
53488,4825833751411,A man playing the violin in the street.,A man dancing the violin in the street.,2
53554,4564857014411,Two women waiting at a train stop.,The two women are getting ready to board a plane.,2
53584,160128865440,Two men wearing hats with a flame at the top.,Two men in hats.,0
53723,2101756743312,A group of asian children at school.,A group of fat children at school.,1
53729,304398170211,Two people in helmets pose in front of a barren mountain range.,Two people are swimming.,2
54440,4746735057210,Three adults are farming in front of a metal fence.,The people are farming.,0
54503,2849852340422,A man is standing in front of a bar.,a man waits for a drink,1
54754,521109000012,A man floating about on the water looking at something white in his hands.,The boy in the ocean stars at the beautiful seashell he found.,1
55043,4802945368012,Two large rows of people of various races and ethnicities sit with bowls in front of them on a large tarp.,The people are eating curry.,1
55072,3293945284310,People are gathered flying kites on a hillside.,People are flying kites.,0
55356,4618355872411,A girl wearing a bike helmet and glasses takes a picture of some plants.,The girl is wearing goggles.,2
55915,4499296995110,Man with umbrella watching an older woman with child in a parking garage.,A man watches a woman with a child in a garage.,0
55937,4686887586010,A child with a blue shirt and red sweater draped over his shoulders is looking over a concrete fence.,Someone is using a sweater.,0
56664,131890223331,A woman scuba diving with a large sea turtle.,A woman eating a turtle.,2
56668,131890223352,A woman scuba diving with a large sea turtle.,A woman scuba dives in the Caribbean.,1
58164,536739751311,Two women stand next to water and take a picture with a disposable camera.,The women are drowning.,2
58282,4021647447310,A young woman running a marathon.,A woman is running.,0
58454,4566903518111,"A woman standing on grass, is holding jackets and a dress.",A man trying to pull out grass.,2
58783,200276116011,A boy in blue and red goggles is swimming.,The boy is sleeping.,2
60181,5138237186212,A boy is doing a skateboard trick on the railing of the steps.,a boy shows his brother a skateboard trick,1
60593,3195969533110,Three dogs playing in the deep snow outside.,Dogs playing in the snow.,0
60732,469029994012,a man with an orange backpack is standing on a cliffside path.,A man is hiking to the peak far above him.,1
61077,3259002340012,The black dog is wearing a purple collar with a black leash as he is running.,The dog has gotten away from their owner.,1
61328,3759953984011,There are two market employees working at a farmer's market amongst the fruits and vegetables.,"All of the fruit at the stand is grown locally and only locals farmers sell the produce, as the market workers don't fully understand the needs of they buyers.",2
61423,4073193673112,A Jewish man is holding the head of another man who has bent down toward him.,A man is kissing another man.,1
61454,556601134112,An elderly lady searches through some strawberries at a local vegetable stand.,A elderly lady searching for damaged reduced priced produce.,1
61926,3805841948010,A girl in a teal volleyball jersey holds a blue and white volleyball above her head.,The girl is serving the ball.,0
61938,2227179257050,A child poses in the snow holding a partially formed piece of snow.,A person posing,0
62134,1082110795410,Two men are working on an old car.,The car needs repair.,0
62136,1082110795412,Two men are working on an old car.,The men are wearing hats.,1
62221,62525206010,Two men are sitting on a white couch in a white room using separate laptops.,The men are sitting on a couch,0
62364,4875686663112,A woman in a red dress with a black belt walks down a street.,A woman is dressed nicely.,1
62371,4875686663311,A woman in a red dress walks down the street.,the woman is at home,2
63071,121556804312,A group of four men hiking up a trail.,The men are friends.,1
63672,2011797111212,Two men are talking on a stairway in a public place.,Two men wearing hats are talking in a stairwell.,1
64007,4548726706322,"A man in a black jacket holds a red, yellow and purple flag.",A soccer coach is wearing a black jacket.,1
64114,14252494020,A child in blue jeans with the cuffs rolled up and black socks taking a nap under a plum-colored covering decorated with large white concentric circles.,A child is sleeping.,0
64124,14252494411,A child sleeps with some pillows.,A child is driving his parents crazy.,2
64236,4622326549112,A person in a red full body costume is riding a motorcycle.,A motorcycle is being ridden by a person wearing a red full body costume while in a parade.,1
64434,771048251012,A blond child is being bitten on the nose by a little orange kitten.,A blond child is being bitten on the nose by an orange kitten that is angry.,1
64685,4748815704310,A medical team surrounds a man on a gurney.,There is a medical team surrounding a gurney.,0
64723,2216568822210,Woman with red crash helmet and Native American tattoo on her arm.,The woman has a tattoo.,0
64878,4953342723310,Blond-haired woman taking a photo.,The woman takes a photo.,0
65025,1853559110210,Woman with a yellow hat and yellow shirt speaking.,She is speaking,0
65046,4419322515211,A person in a purple jacket is squatting around several moose.,A person is sleeping.,2
65270,12142386112,A male performer is juggling with 4 plastic balls.,The man is performing in the circus.,1
65328,7709055992211,An elderly African woman poses for the camera in her village.,A lady is taking a picture,2
65389,2335150014010,Two men are looking at a vendor's booth which has bamboo shoots leaning on it.,Two men look at products for sale.,0
65659,4812991186112,A couple visits an artist at her display table.,The couple are intimidated by the artist,1
65735,3047751696020,A woman wearing a gray t-shirt holds a child wearing a black shirt under a light blue smock.,A woman and a child,0
65852,3273325447310,A dirt biker participates in a race.,A biker in a race.,0
66599,2560981288012,Two children in casual clothing are lying in the grass on a sunny day.,The children are hot in the sun,1
66604,3215081286410,People sit in a lit alcove off a dark street.,There are people sitting near the street.,0
66828,1164131282232,"two dogs, playing in a field, wrestling with each other",The dogs are playing outside in the sunshine.,1
66943,4360937435410,A bunch of people at a dog show.,The crowd is at an animal show.,0
67437,3285552304410,A family sits at the front of a crowded stadium.,A group of people is seated behind a family in an arena,0
67479,2940594396211,A man with a helmet is racing a three wheeled bicycle.,a man sleeping on a couch,2
67507,4644628615110,A man is sitting on a bench talking on a mobile phone while other people stroll across a walkway above him.,A man talks on the phone while sitting on a bench.,0
67560,421316045311,Two kids are wrestling on a white sofa.,Two kids are wrestling on a black sofa.,2
67623,14989976010,"A young, blond boy sitting in a white chair beside cactus plants is eating a sandwich.",a child is eating,0
68125,2606433181422,Two dogs play in grass.,Two dogs are playing tag together.,1
68285,3969232921310,Two police officers on duty watching over things.,Two police officers are on watch.,0
68411,7126888785021,A man on a skateboard ollies down a small flight of stairs connect to a brown brick and green tile building.,Nobody has a skateboard,2
68714,4751647247312,A young lady in summer clothing walking and listening to music.,A woman in light clothing walks briskly with headphones.,1
69187,4725674022310,Guy making bagels in bagel shop.,Guy making bagels,0
69485,5069106250431,A woman is soldering an electronic device.,The woman is taking a bath.,2
69514,2329299623411,A woman saws a board with a man watching over her.,A woman ona tree with a man.,2
69517,3379605465410,A man in a harness hangs from a pole.,The man's harness is connected to the pole.,0
69560,509439572011,A man and a woman are in a parking lot moving some seats.,The man and woman were driving down the street.,2
69903,3203742047012,The girl in the pink hat is dragging a sled through the snow.,A girl laughs as she pulls her sled up the hill.,1
69941,6851802767112,A girl with a black winter jacket and brown boots is throwing snow over a fence around a canal or waterway.,A girl is shoveling ther sidewalk,1
70135,1629337128052,"On a dimly lit stage, two men, one with a boom mike, another with a camera, face a third man sitting alone in the audience.",An actor being filmed by a camera in an audience scene in a theature.,1
70209,2315867011110,The two girls are playing on a yellow sit-and-bounce.,two girls play,0
70233,6556868159210,A woman wearing a bikini swims underwater.,A person is swimming under the water.,0
70310,4489591327411,People walking through a concrete hallway.,People are sleeping in the hallway.,2
70339,4860408066311,"Several women are wrapping themselves up in pink, blue and white ribbon.",The women are all in black.,2
70871,2180731945210,A man in dress clothes and a man in jeans at the front of an auditorium.,The men were in front of the auditorium.,0
70980,4464499575010,A male college student wearing a red shirt is looking through a microscope while two of his classmates watch.,a guy weearing a red top looks through a tube near two others,0
71190,1592910015241,A boy is attempting to climb an iron fence.,a boy is playing basketball,2
71409,2928580824410,A woman is posing for a picture next to an airport.,The woman is looking at a camera.,0
72402,3390808408112,Two men on opposing teams are running after a soccer ball.,The men play a friendly game of pick up soccer in the street.,1
72484,3173976185012,a black and white dog is standing on the grass with its mouth wide open.,a dog stands on grass and waits for its owner,1
72552,288776839410,Young boy plays outdoors in the leaves.,A child outdoors.,0
72681,27499590110,A young musician singing and playing guitar.,A musician is playing a song.,0
72695,2385034500012,A group of turbaned men ride motorbikes away from the viewer down a tree edged street while a white van follows them.,A group of black men ride motorbikes as a van follows them.,1
73473,2475131029411,An older man wears an ornate head piece and sits at a desk.,A man wearing a headdress participates in a tribal ceremony.,2
73659,2581721340410,A young child scales a rock climbing wall.,A child climbing.,0
73787,459996676410,little boy watching working man outside his home,A boy is in his home,0
73862,4329198220210,An Asian young woman is working with flower while surrounding by her peers.,A woman is working with flowers.,0
73883,135911244112,Two officers in uniform ride in an open air fleet vehicle together.,Two male police officers are riding in an open air fleet vehicle.,1
74044,2496370758412,Two dogs bound across the grass.,Two dogs that are friends.,1
74364,304943321411,People fixing bikes in a forest location.,People are about to ride their bikes through the sand dunes.,2
74497,4824627321111,A person sitting in front of a laptop and many electrical parts.,A person using a desktop.,2
75207,4888840424110,A man in a white shirt and white hat holding a brush and a bag in his hands.,A man in a shirt and hat holding a brush.,0
75479,3877444622111,Man in white looking down read with two men in the background.,A man in black is looking up at the sky.,2
75795,4548948691110,A crowd of people are standing in front of a tent for the American Parkinsons Disease Association.,The Disease Association has a tent set up.,0
76019,106039369231,A man in a home kitchen is flipping a pancake extremely high.,The kids are washing up for dinner.,2
76223,6647904677412,Muslims riding their bicycles down a busy street.,A group is in a bike race.,1
76249,103031977012,Four college-aged individuals- two males and two females- sitting on the concrete steps outside of a brick building,Two of the individuals are smoking.,1
76265,103031977111,Two guys and two girls sitting on the stairs outside of a building.,Two guys are sitting while two girls are standing.,2
