,guid,premise,hypothesis,label
6490,146903144312,People are standing on a freeway where a motorcycle accident has just occurred.,People are watching the accident.,1
7416,4975224628110,A man with a helmet and a cellphone is sitting on his moped at a crosswalk.,man uses phone on busy street,0
7496,4841930476010,A view of people on a street during the day with surrounding buildings.,a view of people are walking,0
7639,2537697530411,City workers are working on the subway.,people outside,2
7736,350630236110,Men on a beach dragging a long fishing net attached to a boat.,A man getting his boat prepared,0
7902,1211184847431,Seven men chipping tiles with hammers.,The men are fixing floor.,2
7915,1517340899450,A girl jumps in the grass.,A little girl is playing outside.,0
7991,7697046306411,An older man sits on the rocks and looks on as the younger man investigates what is in the water.,An older man is sitting on a rock with a younger man.,2
8698,2075627357212,Two policemen are standing on the corner of a street.,Two law enforcers are jogging on the corner of a street.,1
9918,2763465196211,One young man is looking at coffee makers in a store.,This guy is thirsty.,2
10002,105223874410,A little boy playing with his toy.,He got  to  play  with  his  toy.,0
10029,105223874042,A young child wearing a blue shirt and sandals playing with a red toy while sitting on the floor.,A child is in a house.,1
10079,4868909807412,Three women are sitting next to a staircase.,Women around a building facility/area.,1
10376,6080747763050,There are four individuals standing together in a line at the waters edge wearing black diving gear with red and black flippers.,A group of men in scuba gear are preparing to go into the water.,0
10440,3425071001212,A teenage boy hits a tennis ball with a racket.,The boy is on a tennis court.,1
10508,1419062069040,"A man in a suit, sitting behind a desk covered with radio paraphernalia, speaks into a microphone.","A radio announcer, wearing a suit, speaks into his microphone on air.",0
10810,3432550415210,The boy is doing a trick on a rail next to an overpass.,The boy is outside doing a trick near the train tracks.,2
11036,4946968361311,A woman prepares to start her moped.,The moped is pink.,2
11146,2225231022211,Two women and a man are all wearing black jackets and smiling.,Some people are are smiling because their black jackets are uncomfortable.,2
11929,1568723169140,"A young boy wearing over-sized blue tank top and shorts, and a red and blue cap, is looking through the viewfinder on a camera placed on a tripod.",A boy takes a picture in nice weather.,0
12279,1344692842032,In a martial arts demonstration a man with two swords faces a woman with a Chinese spear.,two people are fighting,1
12415,170525064140,"A man in a military uniform stands next to what appears to be a military k-9 dog, with a loudspeaker in the foreground, and other military personnel and military vehicles in the background.",A soldier and his dog at a military event.,0
13362,4958552471022,"An older man with a graying beard, possibly a homeless person, sleeps on the grass in front of an ancient tree in a public park.",The man is laying on the grass.,1
13414,1398766312051,"A person is sitting behind a old, black Singer sewing machine with a note taped to their dress.",A woman is attempting to sew around a note taped to their dress.,2
13500,4610036299051,Young girl wearing gray and pink sweater and leather boots shields her face from the camera.,Young girl is in the middle of a photoshoot.,2
13947,4445556540411,A classroom full of kids of different ages.,A classroom with some teenagers in it.,2
14219,448227389410,A man performs repairs on a public transportation system.,A man fixes a public transit bus.,0
14305,2145008658012,A bald headed man in business casual attire is amused by something occurring off-screen- likely a comedic performance.,The man is indoors.,1
14373,4287004211012,A person wearing red is at the forefront of an underdeveloped city with man hanging cloths visible.,The person is outside.,1
14379,2747436384012,Four young men are sitting on the beach under a crashing wave.,Some people are relaxing on the beach.,1
15458,1476241331132,Two boys sand next to a drinking fountain in a park.,two boys play in a park,1
15641,4807475688311,A man with a yellow backpack is standing on a pathway.,The men were talking,2
16294,2087640654411,A dog half way in a hole in the ground.,The dog has a bone.,2
16469,4325279339311,Group of businessmen sitting around a table with their laptops.,The men are sitting down,2
16824,4395957776411,A young by sits on a carpeted staircase.,The girl is sitting on the carpeted staircase.,2
16839,485312202212,A man sitting on a bench next to his bike.,A man is sitting on the beach.,1
17000,6321472404022,"The Houston Texans quarterback is executing a play-action play with the running back against the NFC North-worst Minnesota Vikings, who are big rivals with the elite Green Bay Packers.",The players are playing outside.,1
17009,6321472404032,"The Houston Texans quarterback is executing a play-action play with the running back against the NFC North-worst Minnesota Vikings, who are big rivals with the elite Green Bay Packers.",The Houston Texans are big rivals of the Green Bay Packers.,1
17115,1418266617111,"A wet, white dog is jumping over obstacles.",A dog jumps over obstacles because a cat is chasing it.,2
17181,2443512473012,A black and white agility dog weaving between poles.,a dog doing agility training.,1
17200,6012139090110,"three musicians standing on a stage, one is playing an instrument with a keyboard and the other two are singing into microphones.",The musicians are playing a concert.,0
17256,4970780316111,Woman in tan dress gazes into the distance with curious expression.,Woman wearing outfit.,2
17474,1255504166152,A little boy is playing in the water with a beautiful sunset and mountains in the background.,A boy is swimming during evening,1
17532,7443809320111,A young girl wearing a red shirt with her right arm raised and left arm has a softball glove.,a young girl catches a ball in the glove,2
17891,2142631327211,A woman in a red jacket is helping a little boy in green pants open an easel.,There is art class today.,2
18015,209088143211,A group of people sitting around a coffee table covered in beer bottles.,People are drinking beer by a table.,2
18044,4089787993311,An old woman watches a cat investigates two rabbits.,There is a women playing with a cat and watching the rabbits,2
18664,3425846980110,"A guy playing tennis, two nearby spectators, and a crowd watching.",the man is playing against someone,0
18681,148774287221,An African man is working with a wooden machine.,The man is working on his guest house.,2
18819,516433137111,Older man sleeping on an old couch near parked cars.,The man has a home,2
18962,5004651056412,Three men conducting a train in Asia.,the men are conducting,1
19042,2552949275212,a brown dog jumping into the beach,A dog is jumping in the air,1
19110,8063954905010,A young girl in a traditional white karate uniform demonstrates her skill.,A girl is indoors.,0
19454,2270955453110,An asian group eating at a modern restaurant with red walls and black and white lighting.,A group of friends are eating at a modern restaurants,0
19579,18105594210,"Three women are playing softball, one of them is running the bases and two are playing defense.",The women are wearing shoes.,0
20475,2759652248210,Snowboarder in a striped shirt going off a ramp in front of a crowd.,It is snowing,0
21504,1454678644040,A big black dog chases a big brown dog with a green object in his mouth while another big brown dog tags behind.,Dogs are playing outside.,0
21587,3373870185212,"A bird, wings outstreached, over the water.",The water has a bird.,1
21796,3449846784312,A black and white dog catching a baseball in midair.,a dog is outdoors playing,1
22334,3544233095310,A child with a green bucket on the beach.,The child is playing in the sand.,0
22695,1121416483411,The girl is upside down on a bed,The girl is jumping on her bed.,2
23491,2890075175211,A dog attempts to pick up a large tire with its mouth.,A dog that hated the tires on his owner's car struggles to bring him a new set of tires.,2
23758,4589066890412,A man woman and three children going for a walk.,A woman is walking with her kids.,1
23877,142802798312,The boys rides his skateboard up the wall.,A male fell off his skates at the park.,1
24110,2555511067411,4 people looking at something overhead.,The group is observing different things.,2
24648,2217244400012,A man in a blue shirt is watching three trucks that are being swept away by flood waters.,the child is black,2
24698,3494394662111,A man with a red collar and gray beard looks at the camera.,A man is shown taking a picture of the sunset.,2
24702,2215136723211,A toddler in a red jacket is balancing on top of snow.,A toddler is balancing at the snow,2
24880,2280354512010,A black dog with white facial and chest markings standing in chest high water.,The dog was in the water getting wet.,0
25078,3113386906412,Someone is selling flowers and produce.,some person have the flowers to sell,0
26048,5557742,There is a boat in the background to the left of the orange utility truck.,The boat is on,1
26244,3514281858111,A woman is playing with a puppet in front of some children.,an older woman is playing with a puppet,2
26573,6231017294210,2 people engaged in samurai style combat in a gymnasium.,Two people are practicing kendo.,0
26674,4724997329210,An older man is playing the accordion and asking for money.,The man is using both hands to play the accordion.,0
26938,5829359094311,A man is rock-climbing up the side of a cliff.,A man is climbing a mountain with shoes on.,2
27353,375118300111,"Two older women are sitting on a beach beside the ocean, surrounded by tables of fish.",The ladies are fishing.,2
29191,3472364264412,A dog plays on the beach.,A dog plays by water.,1
29494,3902127239212,A man in a button up t-shirt and shorts walks as his shadow is cast in front of him.,A man is walking outdoors.,1
29756,2481321058211,These people are relaxing in the tall grass.,"People enjoying the serene feeling of nature as they catch their break after making sweet, sweet, love.",2
29828,3207343907110,A crowd of people ice skating outside in winter.,Men and women skating in the cold.,0
29895,7105973793311,A girl in a black dress walks on a boat.,A girl walks on yacht.,2
30143,3972588012010,"A African man is pushing a very heavy cart, full of supplies.",The man is working hard,0
31626,3103587323110,A small child pulls on the tail of a large alligator.,The child is annoying the large alligator.,0
31693,4508096677210,An elderly woman clutching her purse while admiring many candles.,An elderly woman standing in a shop.,0
31864,2482736211110,A man in a green polo plays guitar in front of a window.,The musician is practicing,0
31888,2536794507010,A group of construction workers watch a huge shovel at work.,a bird was on rocks,2
32056,3239795548411,A woman in a green jacket is posing for a photograph.,The woman is having the photograph taken for her boardroom portrait.,2
32361,5877914411312,A woman in gear and goggles laughs as she floats in a pool.,The woman is having fun.,1
33625,2684323357210,A woman in a black shirt is sitting on her feet in a wooden chair.,Judy was sitting on her feet in the chair.,0
33842,3143982558111,"A baby with a pink outfit on has a pacifier, and she is on a chair with another woman.",A woman and a baby enjoy play time.,2
34139,6029705375112,A woman is driving a wheeled contraption with a pony on the front at a beachfront sidewalk.,A woman drives a horse pulled buggy.,1
34410,4800783406012,A woman in a white blouse and gray skirt holds a white umbrella over her head on a sunny day.,The woman is protectnig her skin from the sun.,1
34750,4982224135451,A man is driving a Coca Cola truck.,The truck also delivers Pepsi colas.,2
34882,6924508104410,Two people are racing go-carts.,THey are competitive.,0
35530,4633771017310,A woman and man are dancing on grass.,There is a couple in love dancing in the field.,0
37157,2964438493410,Two dogs are playing outside.,Two dogs are running together.,0
37585,7249187716111,A large group of swimmers in wetsuits and swim caps eagerly dive into the water.,The group is outside.,2
37790,2599908425212,A man wearing a green headband is working on a construction project.,A construction worker working on a site.,1
38080,2890240843110,A tattooed red-haired women is leaning on her bicycle.,A tattooed woman taking a break from riding her bicycle.,0
38212,4686365380210,Three woman and two guys are sitting in a room talking to each other.,A group of friends are talking to each other.,0
38509,5572347874111,A person in a pink shirt and black shorts is climbing a rope.,a girl climbing a rope,2
38615,320093980210,Woman laughing as she is being licked by a brown dog.,The brown dog is energetic.,0
38859,3877788776031,A woman in an orange sari sits in front of a low wall among baskets of vegetables that include potatoes.,The woman was bored,2
39484,5570219012,A film crew in colorful coats get ready to shoot a scene.,A camera crew,1
40117,57264404110,A couple of merchants in a park outside a cinema sell blankets.,people are buying and selling,0
40137,303068767112,A group of guys holding another guy pose for a photo in front of a graffited trailer.,One of the men was smiling while posing.,2
40195,2230871228011,A woman works at a chopping board on a table holding large containers of prepared food.,This person is cooking,2
40686,460921330311,She is jumping high in the air.,She is getting high,2
40719,482353373412,Boy holding pool cue looking at person in sweater,a boy is playing pool with someone,1
40727,122190424051,Three men with reflective safety jackets are watching two men in reflective jackets put rocks into a hole in the road.,Two men are digging up the road.,2
41013,4900807267211,A baby hanging in a baby jumper on a deck by a sea port.,The baby,2
41802,2826030193010,The toddler is ready to climb the red piece of equipment.,The child is ready to get on top of the truck.,0
41989,349394363411,Group standing in front of a creek with dog.,The dog is standing in the water.,2
42198,4448551,The giraffe's brown spots are separated by white lines.,The giraffe is brown.,2
42208,4448552,The giraffe's brown spots are separated by white lines.,The giraffe is brown and white.,1
42238,4448312,The fruits should be treated with lemon juice when sliced to prevent oxidation.,The fruits will oxidize eventually.,1
42822,153955101110,This little girl is making a face to show that she is unhappy.,A girl is frowning.,0
42922,7474892162111,"A group of casually dressed young individuals lay, sit, and stand in a group at night, as some display signs and one holds a megaphone.",A group of people hang out indide.,2
42933,3903017514211,A man is seen through the window that has intricate detail.,a man is standing,2
43292,1027149103242,A man wearing a yellow t-shirt is shouting into a microphone while an audience is listening.,The man is performing for an audience.,1
43474,524282699311,Two dogs playing on a rocky beach.,Two dogs are tumbling across the sand.,2
43670,6279531366112,Forty something blond man in short sleeves focuses intently on his gardening,The man is outside.,1
43757,2466495935212,kids running after soccer ball in their game,Kids kick a ball around,1
43819,2062425492411,A woman has her sunglasses on her head.,a woman at the beach,2
44034,136493345411,A water truck creates a rainbow across a street.,The water truck is pink.,2
44338,4706166634210,Two children play on the street outside an old building.,The children enjoy being outside.,0
44485,5303938013412,Two hip hop dancers perform a move showing off their strength and balance.,A group shows off their moves.,1
44587,3333860706212,People are on the beach sunbathing near rocky cliffs.,People are getting a tan outside.,1
45051,3819214047022,A teenage man in a green shirt and bright red beanie sits on his skateboard with arms crossed over his knees.,A teen waits while sitting on his skateboard.,1
45125,4460242522111,A person pushing luggage and someone on the cellphone in a city.,there are people at the airport pushing their luggage and waiting to use the phone,2
45251,1844580277052,"A baseball player with ""Tulowitzki"" on the back of his shirt is catching a ball thrown by a man in a black jacket.",The player is male.,1
45486,4629625465012,"A young boy holding a toy stands on a stool in the shower, looking at the camera.",A boy is taking a shower.,1
45771,6315308573010,Several bike racers zoom horizontally down a street with a motion blurred forest in the background.,The bikes are in the forest.,0
45857,1358892595432,The dog is carrying a toy through the grass.,"Puppy was coming through the grass, holding toy.",1
46088,139165197051,A man wearing a white head wrap is pealing the green outer layer off some sort of tropical fruit.,The man is wearing a head head wrap.,2
46105,24226660012,A person pole-vaulting at the beach in a jacket and khakis.,A man in a jacket and khakis pole-vaulting at the beach.,0
46175,4734385389412,A black girl being splash in water.,A girl being splash in water,1
46255,559852881211,A boy smiles surrounded by several other people smiles at the camera.,A boy is taking a picture,2
46301,3518675890410,Orange dog runs across grass.,A dog is running across the yard.,0
46643,2266142543311,A man with a baseball cap on backwards is holding a cup,The man looks cool.,2
47363,4896937239111,A man in a robe sits on a stoop with his coffee while a cat keeps him company.,The businessman is enjoying a break with his pet infront of his tailor shop.,2
47842,1580172290332,A baby and a young boy playing.,The baby and the young boy were having a great time.,1
48167,7493784578150,"An old, perhaps homeless, man is sitting at a table with a glass in front of him.",Homeless man sitting on table,0
48565,4666270593040,Middle-aged woman in a sweater and white apron is using a spinning wheel with a second spinning wheel in the foreground.,There is only one person present.,0
49010,3487583433112,A man in protective gear welds a piece of metal on a machine.,A man doing some work,1
49364,3542418447410,Two dogs run to catch a yellow soccer ball.,The dogs like to play ball.,0
49618,3413244848012,A female tennis player wearing a white hat and blue shirt squats ready to hit the ball back to her opponent.,A female tennis player prepare to serve.,1
49652,4573388475311,Two women in black skirts are standing on green grass.,Two people are dancing on grass.,2
50685,4262149475210,An asian male kneels on the floor before a shrine.,An Asian man is praying.,0
51024,505837388012,"Four people are scuba diving in a swimming pool, two girls, one bald man and the third person you can only see an arm.",There are two men in scuba diving,1
51083,2402793046312,A boy climbs a rigging on a boat.,A child plays near the sea.,1
51467,61745811010,Man stands on forested hillside wearing large sunshade hat.,Bob was wearing a hat on the hillside.,0
51703,6099093979210,Woman and dog selling her wares on the old building steps outside.,The woman and dog are sitting on the steps.,0
51796,664228094112,A construction working wearing a white hat is holding on to a piece of siding.,A worker is standing outside.,1
52164,542179694210,A firetruck with ladder extended on the side of the road.,Firetruck outside the station.,0
52403,3382679230010,A woman in an aqua shirt is surrounded by a large bubble and is standing next to a boy in a yellow shirt.,a woman is with a boy blowing bubbles,0
52654,4760025493010,"A large white man wearing blue overalls, a white shirt, and a backpack standing in front of a wig shop that has two young males wearing hats and playing small guitars.",Some of the men are musicians.,0
53338,4532878470012,A crowd of people have gathered near a blue truck with safety cones in the back.,Several people are looking at a truck.,1
53467,518789868312,A boy is playing in a dark theater near the stage.,A boy is crawling in a theater.,1
53505,4922680345012,A girl laying down reading at a park with people minding their own business.,The girl is enjoying the outdoors.,1
53534,2218907190311,A dog runs up some outdoor steps.,A dog is running away.,2
53821,6845394024110,A boy in a Marvel comics shirt is brushing his teeth in front of a sink.,The man is in the bathroom.,0
54075,3646814919412,A man with a blue shirt is working on building a roof.,A man in blue is up on a roof.,1
54159,3183352914152,A group of young African American kids sitting on a white wall in front of a white building.,A group of boys are outside.,1
54350,7701169300412,Two swordsmen practice their sport.,The men are fencing.,1
54676,4503611071211,A bicyclist skids along the edge of a quarter circle.,They are riding a biking trial.,2
54710,4725459622410,A line of horse riders are riding in a field.,The horses are running in the field.,0
54953,3054200086012,A hockey player skates forward with the puck as an opponent watches from nearby on the ice rink.,There was a game going on in the ice rink,1
55527,11205420130,A man wearing all white is walking on a rope attached to a bike while surrounded by people.,A man is performing a stunt.,0
55673,193082928131,A Houston baseball player has caught a ball and is now throwing the ball towards another team member.,A baseball team is playing a game.,2
55913,4499296995111,Man with umbrella watching an older woman with child in a parking garage.,A man watches. hoping he can ask the woman out.,2
55968,350938953412,A man shaving in the mirror.,A person is using a razor in the bathroom.,1
56043,307280420312,This person is walking by people carrying bags.,The person is outdoor.,1
56076,2896529993112,a young boy staring at what appears to be a grasshopper as he holds it in his right hand by its leg.,The boy is outside.,1
56138,2873522522312,Men playing a game in red uniforms,Yellow color is not weared by men in game.,1
56350,2569563041412,A crowd of adults in a park setting is celebrating.,They are happy.,1
56388,2176874361111,A black dog runs in front of a large brown and white bull.,The dog is larger than the bull.,2
56517,3259225196212,Two women are looking at a monitor with a long antenna.,Some females looked at some electronics that received signals,1
56611,2242676214412,Group showing books they received at event.,The group is at the event,1
57593,3138018309010,A young child in blue pajamas displaying various sports equipment gesticulates while standing in front of a brightly decorated tree resting on a colorful rug.,A kid is enjoying his new sports equipment during the holidays.,0
57737,3173014908312,A skier puffs up a cloud of snow.,A skier is on a mountain.,1
57895,7149253081311,Three men are jumping hurdles in a race.,Men are competing indoors,2
58501,241959826210,The students are preparing food in the kitchen.,students are in the kitchen fixing lunch,0
58766,7595435150111,A gathering of women wearing white and pink in a public square raising their arms.,The women are protesting while wearing white and pink.,2
59012,2730994020212,The brown and white dog is running through a field.,The dog is chasing its tail.,2
59337,512306469411,A boy with blue face paint sucks his thumb.,A boy with blue face paint sucks his thumb.,2
59643,4296835667312,A bike is parked in front of the metro.,A bike by train tracks.,1
60221,1174525839410,The girls is jumping into the air on the beach.,It is warm outside.,0
60704,2432709509411,Baby by sewer drain cries,A child  by a sewer drain cries,2
61161,62565189011,An older man in a black jacket walks down the street while men in yellow jackets direct traffic behind him.,"There are barriers blocking one side of the street, so the man is walking on the other side.",2
61286,4966417717310,A young man and an older gentleman are running.,The men are outside.,0
62042,4462840824410,an older couple reading a map,The older couple are trying to make sense of the map.,0
62223,62525206012,Two men are sitting on a white couch in a white room using separate laptops.,The men are in the white room,1
62266,2980982753311,Men in hard hats are standing outside a building.,Construction workers are smoking near a work site,2
62701,3344204646111,Two middle-aged women are talking beside a large pile of thread spools.,The women are standing outside.,2
63182,2831578193310,The turtle is being fed a strawberry,Turtle likes strawberry.,0
63460,129528391041,"A man carrying a musical instrument and wearing a gray jacket, purple hat and purple scarf examines some money as he stands near a worn utility pole.",DB Cooper is examining money as he stands by a utility pole.,2
63549,4447422,The fan is spinning.,The fan is on.,1
63744,506478284311,A young couple in formal pose for a picture.,A couple is taking a photo,2
63756,111537217112,"Man with red shoes, white shirt and gray pants climbing.",The man knows how to climb things.,1
63794,111537217230,A man climbing the side of a cliff.,The man is an experienced rock climber.,0
63812,2103982884412,A woman posing for a picture by the lake.,A woman sitting by the lake.,1
63891,3104690333312,Two young children enjoy the snow.,It is winter time.,1
64008,4548726706330,"A man in a black jacket holds a red, yellow and purple flag.",He is supporting something,0
64121,14252494212,A person sleeping under a small pink cover with white and yellow circles on it.,The man is sleeping with a colorful blanket.,1
64345,4566724961110,A group of four individuals are on stage at a concert,The band is playing.,0
64542,4050304997310,An escalator and several people in a mall.,People going about their normal lives.,0
64553,3268301633030,Two men building a set like for a play maybe.,Two men building a set indoors.,0
64608,3155657768110,A group of children play together in a fenced yard as an adult watches.,The children are having fun in the backyard.,0
65279,12142386210,A man wearing a hat is juggling three balls.,A man is practicing juggling.,0
65328,7709055992211,An elderly African woman poses for the camera in her village.,A lady is taking a picture,2
65380,3002051747112,Four children carrying backpacks turn to face the camera and smile as they walk down a country road.,Tall humans walking,2
65511,6185849002011,"A college-aged male is posing with a drink while there is a banner in the background proclaiming ""pass swiftly"".",The student had a banner year in college.,2
67015,382701159110,A man is fishing in knee-high waves of water.,A man catching fish in high waves of water,0
67017,382701159111,A man is fishing in knee-high waves of water.,A man fishing catch water,2
67087,346253487110,A woman is holding a smiling child wearing a blue sweatshirt.,The small child likes the blue shirt,0
67390,6979707950111,A helmeted go-cart racer is sitting in a small multicolored cart next to some tires.,A go-cart racer checks the tires of his cart.,2
67797,6869020887212,A woman is standing at her window hanging clothes to dry from a clothesline.,She has already washed the clothes.,0
67958,2347570082312,Two policemen are talking to each other on the street.,A group of policemen is standing on the street.,1
68083,7474387734412,An older gentleman runs the 2012 Olympic torch.,The man is old,1
68468,4418471031112,An older man wearing a leather coat and cowboy hat by a mailbox standing on the street near a flock of pigeons.,The man is looking at the pigeons.,0
69011,2943557287011,Two people are looking at a child as one of them is pushing a wheelchair on the sidewalk.,Someone pushes a wheelchair on the street.,2
69303,31648340112,A wielder works on wielding a beam into place while other workers set beams.,The wielder is working on a building.,1
69604,455856615231,Two feet wearing yellow ski boots on ski,The person is about to ski.,2
69755,1436760519340,The white dog with black spots is catching a red Frisbee.,The dog is playing fetch.,0
69937,308452930211,"Children standing in snow, across the street from two houses.",The children maybe playing in the snow.,2
70909,2699733386310,A black dog wading through water.,the black dog is swimming,0
71136,4808256003211,An Asian couple look up at an elaborate memorial.,An Chinese couple look up at an elaborate memorial.,2
71168,2454054454412,A man is at a stand looking at produce.,A man is looking at produce outside,1
71855,2781537312111,Group of workers standing together around a building frame.,Workers add the finishing touches to a house.,2
71863,1164765687031,A man in a red shirt and glasses is bending down towards a small dog on a blanket with several stuffed animals.,A man is about to go to the zoo.,2
72078,3540155303110,A man is doing a bicycle trick at a bike park with ramps.,The man is doing tricks off the bike ramp.,0
72338,2156131463012,People in bathing suits are on a beach looking at a landform in the distance.,People in bathing suits are outdoors looking at a landform near them.,1
73086,3325157569212,A college basketball player shooting a jump shot.,A boy playing basketball.,1
73356,21164875210,A man is on a stage with his hands in the air holding his wrist.,PEOPL;E WERE ON GRASS,2
73397,151011164011,Men wearing black shirts are breakdancing with onlookers.,The men breakdancing are wearing pants.,2
73685,2428751994312,A dog running on the grass,A dog is running across a yard.,1
73784,5278211707210,A ballerina posing or dancing with a string of lit Christmas lights wrapped her.,A ballerina recital is happening with a bunch of Christmas light,0
73979,132935994311,Older man in orange jumpsuit holding a water hose.,The gardener in orange jumpsuit is holding a water hose.,2
74222,471354289410,three stilt walkers dressed in all white.,There are walkers indoor.,0
74308,7274653822342,Soccer player kicks ball off tee as coach looks on.,The player is outdoors.,1
74865,3965588075011,"A man with a white construction hat, yellow vest, orange undershirt, and jeans, standing near a large white truck and orange safety cones.",The man in the construction uniform was at the construction site.,2
75656,1973993787112,A man with an orange shirt conducting a choir practicing in a beautiful church.,A man is siging.,1
75979,7777767632412,A cook slicing some herbs on a wood cutting board.,a man cooking,1
75986,36147990310,A man with a cigarette hanging out his mouth playing pool.,a man in a pool hall is smoking.,0
76919,6483566713211,Two women in different color jeans with ponchos peering through a telescope.,Two women are looking at the moon,2
77055,4280301189411,Five people at a table eating.,The five people are discussing politics.,2
77438,145097595451,Two men in safety harnesses work together.,Two men are working together in a dangerous environment.,2
78018,2754271176012,The man in the blue jacket is rummaging through a white plastic bag at the roadside.,A man finds stolen money in a shopping bag along the road.,2
78285,3773304894010,Person dressed in black stands next to a white car that has inter tubes and a couch stacked on top of it.,A man is standing next a car.,0
78356,2843553836011,Two ladies in jeans and brown sweaters and sitting under a large walk sign.,Two ladies sit down for coffee,2
78635,362316425012,A man and a woman wearing masks embrace at an outdoor festival.,A couple is hugging at an outdoor festival.,1
78842,4060562740212,A person in an elaborate mask holds up a torch in front of a crowd.,Someone is performing.,1
78850,2302516347211,A man and a woman are using a machine built into the wall.,Two people are making something together.,2
78988,471453231312,Two women unpacking something from a box.,Unpack from box is done by girls,1
79783,3025495499112,A young woman in a dark green tennis outfit serves the ball.,A young woman playing tennis.,1
80000,5266810229322,A pair of office workers are diligently performing their tasks on messy desks.,Office workers performing specific job duty,1
80801,191925197011,A woman in a red coat reviews an unseen sheet on a podium while a man in blue tie reviews his own podium and plays an acoustic guitar.,The woman is trying to steal the mans sheet music.,2
80818,4716736879411,A man in a costume parades in front of a small crowd.,People are parading outside.,2
81193,3501781809012,A man wearing a helmet is on a bicycle in the air while people in the background watch him.,There is bike rider doing a trick while a crowd looks on.,1
81601,437827172310,A child is placing an item on a red wall.,The child was placing a sticker on the wall.,0
81718,5916878545112,Little girl wearing red shirt and with sweater is blowing a bubble with a big wand.,A girl is going to fall down while running.,1
82128,4745009944112,A woman is dancing and a man is holding an oar.,A man is on the car,1
82146,7150152099222,A woman in a red top and black shorts is pole vaulting.,the woman is outside,1
82423,4898266768012,"A woman and her children posing in the pool, both boys have floaters on.",The people are outside.,1
82915,4808904644110,A woman is walking in front of a parking garage.,A woman is walking to the parking garage.,0
82922,4808904644411,A woman leaving a parking garage.,The lady is walking down the street.,2
84127,2536943209311,A mechanic in an orange jumpsuit working on a train.,The woman is working on the train.,2
84354,4720956679012,A man wearing a brown shirt is walking on a sidewalk past a woman wearing a blue jacket.,A ups guy passes a woman.,1
85623,1251583490040,"A skinny shirtless man wearing sunglasses, a tiger scarf around his neck and a black belt and jeans is hammering on a metal rod.",the man is working,0
86499,5152257091411,A man and women tap dance for a crowd.,There are a group of people that entertain for extra money.,2
86903,3264004517310,A woman in a white shirt straining to lift some weights.,A woman is indoors.,0
87154,4703514466012,"A late-night market filled with many consumers and workers, depicting food being prepared.",A group of shopping for food at a market.,1
87303,4784988254111,A man is drinking a beer while two children sit on his lap drinking water.,A dad and his two children having a Bud together,2
