,guid,premise,hypothesis,label
9088,4661610976410,A public speaker discussing what needs to be changed.,A speaker discussing what needs to be changed in his Office.,0
9283,6090766940411,Two guys are trying to control an animal.,The guys are grabbing at a cow.,2
9652,459538095412,Two men using a computer.,Two men are watching dirty movies together.,1
9822,101093029012,A person in tan pants is inside a silver mobile object while people watch.,The person is sitting in a car eating a sandwich.,1
9829,481827288112,Two brown dog play together in the water.,dogs fight over toy,1
10008,3359239598440,An impromptu toast among friends.,Friends are related,0
10113,2708775214112,Young happy boy in a dark shirt is pretending to stick his hand in a prop animal trap.,a boy cleaning his hunting gear,1
10228,4806601649112,A male in a green jacket points an imaginary shotgun at the sky.,A human male in a green jacket pointing an imaginary gun at the sky.,1
10293,230269706310,A boy in a cowboy outfit pets a longhorn.,The longhorn cow gets petted by a young cowboy.,0
10617,371897211,The young man has just crossed a rickety footbridge.,The bridge is made of solid concrete,1
10642,2699721751011,"Two young women look into two microscopes, one of them with a disbelieving look on her face.",Two researchers didn't see anything in their microscopes.,2
10647,2699721751020,"Two young women look into two microscopes, one of them with a disbelieving look on her face.",The women are using telescopes.,0
10716,6299001128010,Upward view of squirrel perched on a branch with leaves in the background.,This is a view from below of a squirrel on a branch.,0
10738,4612743480052,"Two elderly people wearing blue shirts are sitting by a rock formation, socializing while they eat.",The people are wearing shorts.,1
10929,1215318051312,Family members playing cards in their backyard,A family is playing goldfish.,1
11378,4577047554122,"A woman in a red and white dress standing next to a man in a pink shirt, purple vest, and brown hat.",A woman is bald.,1
11607,1597557856150,A tan dog jumping up at a woman in a skirt and a black and tan dog walking away.,a brown dog jumps at a lady,0
12165,6921501327110,"Three people, two adult women and a young girl, talk about a clock the girl is holding.",The people are all female.,0
12204,2225530026011,A construction crew is waiting around with yellow and orange jackets.,A crew cut is waiting around.,2
12469,4919450790022,A city with historical buildings at a distance on each side of the street with people on the sidewalks looking on.,The people ignoring the buildings.,1
12869,4524227478321,A brunette woman wearing tennis shoes sitting on steps.,The woman is talking to her dog.,2
13372,4958552471040,"An older man with a graying beard, possibly a homeless person, sleeps on the grass in front of an ancient tree in a public park.",A great ancient tree.,0
13427,1398766312420,A man wearing with long hair is sewing a costume.,A man is growing out his hair.,0
13729,7995263133311,A child sleeping on a striped pillow.,The child is reading under his blankets.,2
14061,3240470193312,"A African teacher, smiling, while working with baby on back.",A man is on his way home.,1
14210,2496127886410,A man is driving a car and is exited.,A man is driving a car happily.,0
14215,2218843713212,A girl sitting on a rock in the middle of a body of water,A girl swims out to the middle of the lake.,1
14250,733964952311,A shoe shiner waits for customers.,The shoe shiner is busy,2
14377,2747436384010,Four young men are sitting on the beach under a crashing wave.,A wave is about to crash on four people.,0
14499,3606942887040,"A man with a blue, yellow and green swimming cap is wearing goggles and swimming.",A man wearing a swimming cap and googles is swimming.,0
14517,2995173839311,A man is stacking rocks by the waterfront.,A man is stacking rock bands by the waterfront.,2
14794,450138714412,Two men staring into space.,People are looking at the cosmos.,1
14921,2578003921111,A mountain biker in red is riding on a woodland path.,This man is on his way to work,2
15210,2844126957040,"A young boy, wearing suspenders and a red flannel shirt, hits a piece of metal on an anvil.",A boy hits a piece of medal on an anvil.,0
15486,6210938762310,A few people are riding elephants through a river.,Elephants are walking through a river.,0
15514,6273590324311,Roller derby girl skating with others.,The girl is rollerblading,2
15693,4789705901311,a young mother carrying her sleeping daughter.,the woman is asleep,2
15695,4789705901312,a young mother carrying her sleeping daughter.,the woman is old,1
15739,3354264393211,people enjoying their meals at an expensive restaurant.,The people are at a bachelor's party.,2
16288,4326517877212,A couple eating a hotdog from a street vendor.,A couple eating at the baseball game.,1
17045,2127031632412,A child sits on a red disc in the snow.,A child is sleding down a hill.,1
17101,6121112512112,A woman works with cotton on a loom in an exotic setting.,A woman works with cotton in her house.,1
17559,4690280732021,A man wearing black swimming shorts and goggles comes out of the swimming pool while others look on.,A man comes out of the gene pool after swimming.,2
17932,4479482872311,A young boy jumps into the oncoming wave.,The boy is at a lake.,2
17991,6989872027110,A couple reviewing the deserts in a room full of people intent on food.,A couple is deciding on which desert to choose.,0
18069,4361061763211,A man in a blue shirt stands on a tall ladder and inspects wires.,A man in a blue shirt is standing on a wire inspecting the tall ladder.,2
18300,4867849913210,People walk around at a carnival where large stuffed animals are on display.,People walk past a display of carnival prizes.,0
18317,1480712062312,A scuba diver holds up a small lobster underwater.,The scuba diver has never held a lobster.,1
18508,3667157255211,Woman wearing two gold medals holding up her hands.,A woman is sad she lost the race.,2
18666,3425846980112,"A guy playing tennis, two nearby spectators, and a crowd watching.",the crowd is silent,1
18980,3601305072040,"A male Equestrian rider leans forward as his horse stretches out for the 2nd jump of the course, as the crowd looks on with amazement",A man horseback rider makes a dump on the course.,0
18984,3601305072041,"A male Equestrian rider leans forward as his horse stretches out for the 2nd jump of the course, as the crowd looks on with amazement",A cowboy rides his horse in the rodeo.,2
19003,1370615506410,The Wine Shop,The Wine shop sells wine and alcohol,0
19077,3422394336412,A dog hides in the bushes.,A dog is licking his fur.,1
19177,122202217310,A man fixing his bicycle by some trees.,A man has a broken bicycle,0
19352,2148982010,1 woman in a black jacket is drinking out of a bottle while others are smiling.,The woman in a black jacket's drinking bottle is uncapped.,0
19456,4450806047411,A girl with glasses listening to earbuds.,The music was loud.,2
19788,5608476880410,This is two women dressed in red costumes standing close together,There are two females sitting in close proximity.,0
19879,3546474710311,A bald man plays guitar while a spotlight is on him.,A spotlight shines bright on a young popstar.,2
20128,1277185009412,A shirtless man with a backpack.,The man put his wet shirt in the backpack.,1
20146,2183114919011,"A girl in a pink shirt and blue jeans sitting on a black chair is holding a small object in her right hand above her head and looking at a container with several similar objects in it, while an Asian man in a blue shirt smiles at her while standing in the background.",A couple is standing next to each other.,2
20654,4809027667011,A large beige hotel sits several stories tall next to a building with bars on the windows and art painted on the outside with a large sign saying souvenirs.,A hotel is a marriot,2
20682,4799490047211,A swimmer moves away from a rock while somebody else is poised to dive.,Two people play at an indoor pool.,2
20743,3595981033012,A group of people lock arms in a line while others in the background watch.,The people are playing red rover.,1
20890,210713758230,"A boy wearing a blue shirt, holding a little alligator.",The boy has on a t-shirt.,0
22080,6744212617311,Two young children at the center surrounded by a few older women.,Two older ladies are surrounded by a group of children.,2
22398,241347547411,A man surrounded by football players.,A coach berates the poor play of a group of football players,2
22923,4450081359110,A baby is sleeping while in a carrier on someone's shoulder.,The sleeping baby is being held in a baby Bjorn.,0
23036,209274114110,a young girl standing behind a star of David.,The star of David is a Jewish symbol.,0
23396,4295295528311,Subjects eating a McDonalds meal along the street.,people eating hot dogs,2
24572,862187579320,A man wearing glasses is staring off into space.,A man is having a deep thought while staring off into space.,0
24725,394335828411,A man wearing a flashlight on his head has his hand in a rolling case with wires.,The man is in a well lit room.,2
24747,4613268823212,A man rides a cart with a display asking for an advertisement up onto a curb.,The man is driving crookedly.,1
25012,7535037918110,A gentleman with a long beard is at a concert playing a fur lined base guitar.,The man with the long beard plays the bass guitar.,0
25278,4950418907111,A little boy with a striped buttoned up shirt standing on a mountain.,The little boy is standing at the base of the only mountain in the area.,2
25341,171132928412,A man is looking at another man.,"A man looks at a clown juggling clubs, while on a unicycle.",1
25606,5648828783212,A lady in a surgical mask is standing beside someone cooking a steak with a heat torch.,A boy is experimenting with how to cook steak.,1
25952,4434822945011,Two men in a street where 1 is pushing his bike and carrying something in his other hand looking towards the other man as he is saying something.,Three men ride their bikes to work.,2
26007,5557442,The teddy bear has white pads on the bottom of its feet.,There is a plush animal.,1
26101,7712229454311,Cameramen filming an athlete throwing a javelin.,A camera captures a runner in action.,2
26102,4766957700310,An older man in a white shirt is playing a keyboard.,A man is playing the piano,0
26729,1804144683031,"An artist is working on his very contemporary looking piece of art, and is focusing very intensely on the work at hand.",an artist is trying to sell his painting,2
27268,214774826210,A female in a red and white t-shirt is pulling her suitcases up the road.,A female pulls her suitcase up the stairs.,0
27292,3095137758212,Santa Claus leads some type of parade on an odd looking vehicle.,Santa Claus in a parade with Mrs Claus at home,1
27565,2338798208010,Three young women embrace while displaying baked goods in kitchen.,Three young women embrace while they show off their baked goods to potential buyers.,0
27728,4900546628110,One man wearing glasses sits in front of an Apple computer and drinks from a cup while another man wearing a cap and glasses stands in front of a microphone.,both of the men have glasses,0
27906,71174245212,A group of senior citizens are watching a performance.,The group is comprised of a local class of school children singing songs for the people.,1
28058,17186135011,a man with long hair pulled into a ponytail and thick framed black glasses stands at a stove stirring a pot of boiling water.,The man was stirring a pot of boiling soup.,2
28225,2737920326010,A band is standing in front of a group of people playing there guitars and singing.,There are musicians playing for a crowd.,0
28572,4653846744310,An old man and lady on grass in between rows of American flags.,"The flags are all red, white, and blue.",0
28758,3439382048112,A basketball player is jumping and about to dunk a ball in front of a crowd.,The basketball play is tall enough that he does not need to jump to dunk a ball.,1
28877,969779007110,A man with dirty feet is resting on a window ledge and his shoes lay beside him.,The man isn't wearing shoes.,0
29000,3175446111411,a lot of people playing games at an arcade,The arcade was in the mall.,2
29444,126824259422,Girl in a blue sweater holding her own hands.,the girl is wearing a plaid skirt,1
29474,844258711311,A small child is watched by an adult as it walks in the street.,A child wonders aimlessly in a street.,2
29643,4452184724412,A large man sits at a bar watching Tv.,A man is drinking a beer and eating his dinner.,1
29691,3791132794411,A strangely dressed man in black with a spike for his hair talks on his cellphone.,The person is dressed nicley and has short hair while talking on the phone.,2
29718,2398922618411,Protesters surrounded by police.,The police are trying to help people.,2
30243,2042765375311,Natives are taking a group of tourists out on the river for a tour of the wildlife.,2nd generation Americans are showing their families around the native land.,2
30417,2429391789112,An audience listens to a band play as colorful lights light the scene.,An audience is at the opera.,1
30803,2837127816211,A man runs with his dog as people watch from nearby tents.,The tents are made of bricks.,2
31033,1488937076010,The Irish setter with the safety vest is running ahead of the Rottwieler and the Dalmation.,Two dogs chase after a man.,0
31475,6763339241310,A person is skiing down a icy hill wearing safety gear.,A skier flies down the hill.,0
32061,6274424188012,"Professional rider in wetsuit and helmet is flipped upside down on a jetski, against a large horizon.",The person has fallen off the jet ski.,1
32160,348223687312,A man looking to the left walking down the street.,A man walks down a dirt road.,1
32456,3062173277212,Boat number 5 has several men with life jackets paddling the water.,Men in a life raft after their boat sank.,1
33444,2311401527112,An emergency exit map hangs above a doorway where a woman reaches up for something.,A woman is on a plane.,1
33605,3608585041011,A man gliding in the sky with the sunset on the horizon in the background.,A man is flying an airplane.,2
33869,2728883415212,A man is sitting on a paddle boat waiting for someone to join him on the water.,Only one person is in a boat.,0
34000,3937854352112,Multiple people standing and viewing papers.,Some people looking at an art display outside.,1
34063,4500719212210,Two teenagers recline on a couch in a department store.,The teenagers do not own the couch.,0
34257,464542381110,people sitting in wood chairs along a palm lined street with tall lanterns.,Some people are sitting on the street.,2
34383,964871444312,Two guys are welding a large black pipe,Thugs on the prowl.,1
34711,4694915413312,A man in a blue jacket stands among street stands.,A man stands among pine trees.,1
34736,2847615962410,The spotted dog rolls on its back.,An animal is itchy.,0
34751,4982224135450,A man is driving a Coca Cola truck.,The truck has the company logo on the side of it.,0
34785,3971425242210,A seven piece band plays on a small crowded stage in front of a person wearing a checkered hooded shirt.,A seven piece band plays on a small stage in front of one person.,0
35374,7326374236110,Women are contemplating their bets during a game involving gambling.,Women come to a moment of silence in their game.,0
35480,118708295112,Three road workers in orange jackets and pants clean up with a wheelbarrow.,Three prisoners in orange jackets and pants clean up trash with a wheelbarrow.,1
35666,325696203210,A group of young children reaching a baby through a fence.,A group of children separated from a baby by a fence.,0
35743,4481311242212,An employee is making waffle cones by hand.,The woman is making ice cream cones.,1
35797,427703425011,"A man wearing a long-sleeve, blue plaid shirt and tan pants kneels next to a wheeled cart in a garage.",A man is working on a car in his garage.,2
35889,4510764354012,A young man in a blue shirt reads off of a stand in a highly ornate church.,the child in blue is reading off in a highly decorated church while jumping around,1
36335,1420185620311,A girl tries to move her luggage.,A girl is unpacking her luggage.,2
36437,4724221486210,Two people waiting for a taxi on the side of the road in New York.,Two people try to wave down a taxi in New York.,0
36447,4724221486410,A man and a lady try and hail a ride on a city street.,People hailing a cab on the street.,0
36473,6164245162310,People in swim clothes playing on a beach.,The men and women are dressed properly for a hot day on the sand.,0
36515,2194794307312,Cabins in winter surrounded by people enjoying the white powder.,People surrond cabin to burn it.,1
36597,3337945724011,Girl in pigtails playing with a camera tripod while a woman watches with a coffee cup.,The family poses for a picture taken by the daughter.,2
36752,3106481014010,"A young female food preparer under a green, yellow, and white umbrella prepares a fancy meal, with a flambe dish in front of her and a crowd behind her.",She is preparing food most people don't eat very often.,0
37013,3451523035211,The dogs in numbered uniforms are running.,Dogs are trying to catch cats.,2
37041,4718134968012,Man with golden pigtails attracts attention in the street.,The man is skipping.,1
37209,1521623639411,Bum sitting on a couch next to a bridge.,a well off man stops for a rest,2
37415,8128592454312,Battle over the puck at a hockey game.,A hockey player punched another one.,1
37421,8128592454112,Two hokey players go head-to-head as the ref frantically gets away.,Two hockey remove their gloves before they start fighting.,1
37880,2512876666412,A man taking a picture of a dog on a dune.,A dog is running after a ball.,1
37882,2512876666411,A man taking a picture of a dog on a dune.,A man and a dog are playing fetch on a dune.,2
38890,8196866291210,several men are kayaking in blue and yellow kayaks.,the bvoy was dressed as a cowboy,0
39062,2909081008110,"There is an Asian man and woman, both smiling, and he is pointing at her.",An Asian man points at an Asian woman.,0
39123,1248734482232,A young girl is laying in the grass posing for the camera,A young girl laying down in an empty field,1
39164,17266976442,Cargo is being loaded onto a ship.,a ship is being loaded with packages,1
39682,7004426503210,Snowboarder losing balance and falling down the hill.,A snowboarder lies in a blanket of snow.,0
39926,432167214412,A man is holding a religious poster.,A man is protesting outside of city hall.,1
40205,1643915227111,A group of people are walking down the sidewalk of a big city.,A lot of people are competing in a marathon.,2
40309,505062117410,A black dog is swimming with a ball in its mouth.,a bird was on rocks,0
40964,1493288603212,A man and a woman holding a blue and green slushy on a busy street corner.,A man and woman eat a slushy at a state fair.,1
41018,4882763253211,AA woman in a stroller is walking outside pushing a child in a stroller.,A woman is carrying her child.,2
41130,5954939506110,A group of people gathered together in a field eating barbecued meats while drinking Pepsi.,The people are fathered together in the field,0
41206,2183123018212,Three men are working on a road wearing hard hats and bright yellow construction gear.,Guys are wearing yellow construction hard hats.,1
41415,4639918324011,A dirt bike rider fully dressed in his safety gears rides on a muddy dirt road.,A competitive eating getting ready to compete.,2
41416,4639918324010,A dirt bike rider fully dressed in his safety gears rides on a muddy dirt road.,A professional dirt biker riding his bike.,0
41526,4376216802141,A woman from India origin standing while making yarn.,A woman is knitting a sweater.,2
41591,6943740971351,A basketball player rejects another basketball players shot in midair right below the basket.,There is one player shooting around on the court.,2
41977,1345459258111,A white boy prepares food while looking at the camera.,A white boy is preparing icecream.,2
42166,4448611,The mouse cord lies under a white napkin.,The napkin is covering the wireless mouse cord.,2
42169,4448631,The mouse cord lies under a white napkin.,the mouse cord is on the floor,2
42190,4448450,A lot of people are attending an aviation exposition.,The aviation exposition was a success.,0
42249,4448150,The girl is pursing her lips.,The girl's mouth is closed.,0
42434,1350418415312,A man is sleeping inside on a bench with his hat over his eyes.,The man is sleeping on a bench in the park.,1
43630,3184108879012,Children play and adults walk along a street which has a blue building with secured windows.,The children are playing at the park.,1
43773,4881829141311,A woman is holding a striped shirt in front of a young boy with glasses.,Child wearing glasses to conceal his atomic vision.,2
44049,2888658480211,Two boys jump from rocks into a green mountain pool.,The pool is a man-made pool,2
44173,2306254712211,A person kicks snow in a field on a sunny day.,A person is kicking a soccer ball in the snow.,2
44453,6178836593010,The cyclist makes another push to try and keep his position after slowly down to round a corner.,The cyclist tries hard to keep his position in the race.,0
44543,961220478011,Asian sports team in yellow and blue colors sitting on ground with a standing individual in a tiger mascot costume.,A sports team poses with the cheerleaders.,2
44654,2276436566111,A man in a black shirt is purchasing an item from an electronic kiosk.,The man is buying fast food from the kiosk.,2
44833,2399665042311,"Two boys leaning against a car, with baked goods on a tray on one boy's head.",The boy has a tray of pizza on his head.,2
44963,3848578709010,A man in a blue shirt and sweater sitting outside against a blue building sewing silver fabric.,A man is protesting a blue building sewing silver fabric.,0
44967,3848578709311,man wearing blue shirt and vest sewing gray piece of fabric,The man is embroidering a tablecloth.,2
45825,3484842724010,The first baseman makes hte catch just in time to get the runner out in this softball game.,A group of boys are playing softball against each other.,0
46017,3380407617212,A boy is standing on a snowy hill looking at a sunset or sunrise.,"A boy is in Park City, Utah.",1
46937,3970078088312,A sidewalk cafe patron relaxes and drinks bottled water.,A person across from the cafe patron sips tea.,1
47547,3362084522311,A baseball player is rounding the bases.,The player is bating.,2
47556,4447440388012,"Two females, one wearing a yellow dress, the other wearing a white top and black shorts posing for a picture.",two women pose to model flip flops on a beach,1
47779,1234293791212,The little girl is riding in a brown horse.,A small girl atop a stallion.,1
48224,1395173766052,"A large group of people look as if they are in a band, and they are practicing classical music with guitars, violins, and cellos.",A classical ensamble is playing.,1
48388,2976537455210,Two hockey players in a struggle on the ice.,two hockey players fight for the puck.,0
48413,8052397902012,Young defensive football players executing a tackle on a member of the opposite team during a football game.,Some of the football players stand around and watch their teammates tackler the enemy team.,1
48434,3220161734210,A blond-haired child in a black outfit and red belt doing karate.,The child is good at karate.,0
48558,4666270593041,Middle-aged woman in a sweater and white apron is using a spinning wheel with a second spinning wheel in the foreground.,There are multiple people present.,2
48700,4553348746110,Music being played by several individuals while a happy crowd sits and listens.,The crowd is watching an independent band perform.,0
48760,3827185640022,"Lone hiker in mountain setting viewing newly tilled land prepared in a ""Step"" system of planting.",A hiker is walking through China.,1
48842,2437874982011,A group of young adults coordinate a jumping picture while in the woods near a river.,A group of young adults gather together for a game in the woods.,2
48868,3245939062130,A man holds the hair of a woman to show her matching tattoo.,A woman is showing her tattoo.,0
50004,3540416139111,A dog chases a toy in the grass with its owner in the background.,A dog chases a mouse in a field.,2
50244,1919433649010,A man in blue jeans and a red jacket strums his guitar with the city behind him.,THe man is a mucisian.,0
50284,3472315522111,A skateboarder catches air over a dumpster as one friend observes and the other friend jests.,The three friends do a simultaneous skating trick.,2
50344,1754775147312,A woman sleeps in a floral shop at night.,The woman works in the flower shop during the day.,1
50640,110671448130,A woman in a gray sweater and black baseball cap is standing in line at a shop.,A woman is standing in line as she waits to make her purchase.,0
50757,8119830947110,A cat is laying on an empty carriage in a narrow street with people walking by.,A cat is in a basket.,0
51048,3189327551110,A man at a table has his mouth open while sitting with a woman on his right and a man to his left.,A woman is sitting with two men.,0
51169,101669240310,A skier looks at framed pictures in the snow next to trees.,The skier glares into the picture that sits next to the trees.,0
51367,1468741099122,A man in brightly colored clothing playing what appears to be a bongo in a city with onlookers.,A man plays a snare in New York.,1
51720,4963339615030,"Two women with black hair are walking on the street, carrying a purple umbrella over their head.",There are multiple people present.,0
52122,3587009091411,a dog swims near ducks.,The dog is wearing goggles.,2
52727,1010087623352,A warehouse manager assisting an employee.,There are two people in a warehouse.,1
53070,4867851831130,Overhead view of pedestrians walking down street filled with vendors and umbrella-ed carts.,Some people waking,0
53113,1833327575011,Black man in a nice suite that matches the rest of the choir he's singing with near a piano.,A black man wears a red suit as the choir he's singing with are all wearing yellow suits.,2
53160,5138003138112,"Two young women are playing volleyball, one has jumped into the air to hit the ball.",the boy liked cowboys,1
53255,6848901011010,A young waiter in a bar setting pours a drink from a bottle into a cup.,The young man is over over 21 years old.,0
53571,160128865311,Two people are wearing helmets that have candles on top.,Modern lighted helmets.,2
53868,3580741947011,Smartly dressed Asian women are passing by a doorway in the street.,The women are going to the gym.,2
53884,4744180552110,A man is wearing a white habit with black polka dots and smoking a cigarette.,The man has poor lungs.,0
53929,322791392212,A brown dog runs happily with a yellow ball in its mouth.,A puppy finds a way to stop my tennis practice.,1
53946,3340575518011,The green hilly countryside is where the people are gathered to sit down.,The crowd has gathered under the canopy at a picnic bench.,2
54269,120394296111,A group of worshipers hold their services in a public park.,A man in tattered robes with eyes blind with age stands on a crate and pleads for the people passing him by to heed his warnings.,1
54513,2849852340430,A man is standing in front of a bar.,A guy is inside.,0
54622,2872903075211,A child and a woman are in the snow sledding and playing.,A Asian girl and a man are in the snow sledding playing.,2
54860,217460891112,Two young girls are going swimming near mountains capped with snow.,Girls are swimming in a hot spring.,1
55686,193082928042,A baseball player wearing a Houston uniform is about to throw a baseball in a stadium while spectators watch.,Some the of spectators are not watching the baseball player.,1
55960,4824923804111,A group of people are gathered in a protest against the middle east violence.,A crowd of old men cry for war.,2
56323,4545180999011,"A woman wearing a blue shirt and black leggings, has spring boots going down a brick road.","The stately woman in the blue shirt with black leggings, kicked on leg over one arm of the chair, and the other over her left shoulder.",2
56465,4725691880210,A produce market displaying wares and colorful flags.,A grocery store.,0
56874,3654276875042,A woman with glasses raised is staring with her mouth open and there is a man with a child behind her.,The woman is staring at the television.,1
57002,1242629236011,"A man is sitting on a short stool, with his back turned to the camera, facing some stacked orange and yellow crates.",A boxer sits on a stool in his corner between rounds.,2
57477,422756764012,a small dog with a blue color fetching a yellow ball,The dog weighs 10 pounds.,1
57671,4119723311411,A couple fishes from a rocky bank.,Two fish are on the land.,2
57672,4119723311410,A couple fishes from a rocky bank.,There are two fish.,0
57769,6782818493110,Two male hockey players from opposite teams are posed on the ice rink with their hockey sticks ready.,The hockey players are having a standoff.,0
57794,4858070078030,A man with his prosthetic leg removed is dressed in blue jeans and a white t-shirt and sitting in front of a blue door.,The man only has one leg.,0
57872,300501052111,"Two women who seem to be enjoying the ocean, one dancing while the other contemplates.",A family visits the beach for a day of fun.,2
57944,4590405808010,A hippie trying to tell people his believes and dressed up in colorful clothes,A hippie is sharing his beliefs and is trying to convert people.,0
59309,221024576111,Large group of individuals sits around as a man in a light colored polo speaks in front of a large wooden building.,A person is sitting around,2
59483,4690876280012,"A woman, dressed in black pants and white shirt, is carrying a white bag and is walking with a crowd of people.",A person carrying a bag is among a large group of people.,1
59680,4982208983211,Two guitar players make their way back from the beach.,Two women are making their way back from the beach.,2
59905,3501067912312,An older man trying to shove a stick into a hole in the ground.,A man pitching a tent.,1
60773,2660480624112,two girls are standing in front of a car that is advertising Red Bull.,The girls are outside of a red car.,1
60889,4986906449112,A woman sitting in a chair attached to a long wooden arm with a crowd gathered around her.,The woman is on a carnival ride.,1
60936,1428578577250,Two hikers wearing dark clothes rest on a snow covered peak.,Two hikers rest after they summit a mountain.,0
60980,109982467040,A mother and three children collecting garbage from a blue and white garbage can on the street.,A family is digging in the garbage.,0
61148,282660659011,A man wearing glasses and a green shirt practices playing a stringed instrument indoors.,The man is practicing oboe.,2
61423,4073193673112,A Jewish man is holding the head of another man who has bent down toward him.,A man is kissing another man.,1
61562,1096097967411,A small white dog gets sprayed by water,A dog on a beach.,2
62017,130500771141,A man is walking by a large outdoor planter and about to enter an outdoor seating area for a restaurant.,a waiter walks through a restraunt,2
62087,1082110795022,"Two gentlemen in baseball caps and shirts, work on the engine of an old, rusted VW beetle.",Two gentleman don't know anything about cars.,1
62746,4817954318312,Drummers march down the street past onlookers.,Drummers are throwing confetti.,1
62809,7197722562210,"As confetti flies, a soccer team in white uniforms celebrates.",Confetti is small pieces of paper.,0
62933,2307807200052,"a person standing on the sidewalk, next to a window, wearing warm clothes",The person is wearing all black.,1
63138,3629489568212,Many people sit at tables outside a tan building that has green shutters.,The building is empty,1
63150,3365561441412,A woman and child play with a stuffed animal.,A woman and a child are attempting to clean up the room.,1
63494,4447952,One horse has wraps around its legs.,There are three horses,1
63596,4447120,Snow is being kicked up by the board.,A board is kicking up white snow.,0
63929,7701250756112,A bearded man in a blue print shirt is playing a brass instrument.,A man plays a tuba.,1
64066,2909875716111,a girl in along grass field is spinning some yellow material around her.,The girl is spinning wool into yarn at the farm..,2
64865,3675825945110,A skateboarder dressed in white is dropping into a blue bowl.,A skater drops his board into a deep curve.,0
