,guid,premise,hypothesis,label
5907,3335660166411,A group of people living on the street.,A group of homeless people scavenge for food.,2
6020,2866686547410,Two girls in red jerseys playing soccer,Two girls are playing soccer,0
6178,6468440411420,A man is smoking at sunset.,a man smokes,0
6604,6189180318411,Football team is getting drenched by a hose.,The team is about to win the title.,2
6912,2192131110012,This girl is having so much fun on the swing!,THe girl is swinging,1
7359,1597319381010,A soccer player dressed in blue and white is kicking the ball to his teammate while other teammates and opponents dressed in red watch.,The teams are wearing blue and red.,0
7571,109770830212,Two modern buildings made of glass and stone accent the setting.,Two modern buildings complete the setting.,1
7574,109770830251,Two modern buildings made of glass and stone accent the setting.,The two buildings are post-modern.,2
7623,4046071738212,A child is standing on a walkway with the sun to her back.,The child is outside.,1
8318,4942752980310,"A guy enjoying the day, having a barbecue.",A guy is cooking barbecued meat.,0
9154,2206594874110,A man and woman sit at a table inside a fast food restaurant.,They are inside.,0
9178,6856691889210,A shirtless older man making a traditional Indian street food dish.,An elderly man is making a traditional street food dish,0
9185,4450537155312,A woman is rollerblading as she hangs out with another woman.,Two women rollerblading together.,1
9194,6337759785412,A football player trying to rush the opponents quarterback.,A linebacker is attempting to deflect an upcoming pass.,1
9454,1138784872212,A young boy is walking in front of some stores,the child is going to the store,1
9539,4684583424010,Guy in jeans and black jacket walking along grass and trees with the city in the background.,The guy walked along the grass.,0
9608,4569866594211,A large crowd of people stand at the start line of a race.,The crowd is crying.,2
9684,4701104270411,A woman is looking at a city map.,A woman uses GPS in her car.,2
10261,481732592012,An older man stands over two youths at the corner of an unusual building.,A man standing outside near kids in the rain.,1
11036,4946968361311,A woman prepares to start her moped.,The moped is pink.,2
11136,5925544722012,Three men are compacting soil in preparation to pour a concrete slab.,Three men are landscaping a yard.,1
11146,2225231022211,Two women and a man are all wearing black jackets and smiling.,Some people are are smiling because their black jackets are uncomfortable.,2
11177,4857763702112,A man stands near a bicycle taxi while many people wander the city streets.,The man was waiting get inside the bicycle taxi,1
11268,4592877696210,Six women are sitting on a brick bench and wearing purple and matching red and blue hats.,Six women sitting near a brick bench wearing purple and wearing matching red and blue hats at a meeting.,0
11496,4161413089412,A couple is sitting on a bench.,They are outside.,1
11593,4792091734010,"People are walking down the street with vendors on the side on a beautiful, sunny day.",Peole are walking down the hilly road with food venders standing at the side of the road.,0
12446,4695719556010,The back of two skinny models wearing white t-shirts and short shorts with high heels on passing by the camera equipment,The models are in the middle of a photoshoot.,0
12779,3060035383310,Woman riding down a pink slide with arms raised.,A woman on a slide.,0
13304,4802552043310,man standing against blue wall with shirt on head,man quietly standing against blue wall with shirt on head,0
13342,4035354150210,A woman is standing in a bikini serving a man a drink.,A woman is serving a man something to drink.,0
13426,3043766310,An airplane is parked in front of a few vehicles.,Vehicles are near a plane.,0
13525,3638631362212,The man holds his tent up over his head.,The man is wearing a navy blue sweater,1
14563,3653230362110,A girl in a yellow shirt and green skirt leans on a car while a man in a suit and a girl in a dress converse.,a man is talking,0
14839,390892763410,A musician putting on a show.,The guitarist is performing for the audience.,0
14944,6911576445112,There are a team of winter athletes skiing together in a line formation.,There is snow.,1
16051,2299558545310,Two boys are outside with an ax in a forested environment.,Boys near some trees with an ax.,0
16708,3806981527011,"A child wearing a blue short-sleeve plaid shirt and brown cargo shorts is squeezing the face of a man wearing a gray hat, blue jeans, and a blue t-shirt.",A man in a blue outfit and gray cap carries a sleeping newborn wearing shorts and a flat blue shirt.,2
16955,2723250451412,A man swinging a tennis racket.,The man is playing tennis,1
17318,3037377051152,"A man wearing a blue outfit is pushing a boat, which is wooden and covered, with a pole, and a woman wearing black is the passenger.",The man is going to jump into the boat.,1
18681,148774287221,An African man is working with a wooden machine.,The man is working on his guest house.,2
18819,516433137111,Older man sleeping on an old couch near parked cars.,The man has a home,2
19078,3422394336410,A dog hides in the bushes.,A dog hides from something.,0
19092,2431832075210,A girl bouncing on a colorful sheet.,A girl is playing.,0
19190,122202217050,The journey is temporarily delayed by mechanical malfunctions.,Due to problems the journey can not continue.,0
19420,2336616258411,A guy looking in a microscope.,The man watching a sonogram.,2
19546,18105594120,A woman in black and red softball gear is running along a sanded track while two women in yellow jerseys are in the middle of throwing a ball.,some women are together,0
19682,3414867566210,Six young ladies are warming up before the beginning of their gymnastic routine.,Gymnasts preparing to compete.,0
19690,3414867566111,Two gymnasts in blue and gold uniforms are holding hula hoops as a part of a routine.,Three gymnasts in blue and gold uniforms are holding hula hoops as a part of a routine.,2
20480,2759652248012,A snowboarder is lunging of a ramp at a sponsored contest with many spectators watching.,A snowboarder is performing a flip for the audience,1
20689,3774410210010,Two men are in the middle of an MMA fight and a referee is in the background.,The men wanted to fight in the ring with a referee.,0
22468,1942726879410,Two young men haul a garbage bag.,A garbage bag being moved by two men.,0
22621,2575846076411,"a baseball player, mid-swing at the plate.",A rubgy player leaps into the air.,2
23029,3394654132412,Woman holding dog on street.,Lady holding her pet on road,1
23877,142802798312,The boys rides his skateboard up the wall.,A male fell off his skates at the park.,1
24715,2215136723310,A kid walks on a snowy hill with their arms out.,The child likes playing on the snowy hill.,0
25035,4915359289110,A man wearing a red shirt sitting near a crowd of people eating food and drinking a Coke.,A man eating and drinking.,0
25209,3388618374311,A woman plays the cello while looking on.,A woman plays the harmonica while looking on.,2
25320,424506167112,"A small dog stands next to a larger dog, out in a field.",Two dogs are standing under a tree.,1
25378,958326692012,The sun is blazing through the trees onto a green tent in the woods.,the tent is in the woods.,1
25573,2612781974152,"One man is sleeping, the other is jumping on his bed, both are wearing white and look to be on Indian descent.",two brothers with varying sleep habits are shown on a bed,1
25975,5557230,The people on the street need to be wearing sunscreen.,It is hot out,0
26094,4649988027012,"Three girls, outside on a lawn, pay attention to a small brown and white dog; the smallest girl, wearing a pink and white hat, has her hand on the back of the dogs neck.",Three girls out on the lawn are playing with a dog.,1
26244,3514281858111,A woman is playing with a puppet in front of some children.,an older woman is playing with a puppet,2
26371,96461750411,A woman sleeping alone in a bed.,A woman resting.,2
26978,3789230623112,Two men working on their knees in front of a building.,There are people on a pothole.,1
27582,1196602179012,A woman ventriloquist is playing with her colorful green and red dragon in a beautiful garden backdrop.,A woman performer is on stage with her puppet performing for a group of school children.,1
27886,3654366861011,A man in a dress shirt and tie is smiling and holding in his hands a pair of sunglasses and some sort of paper.,The couple stopped off for fast food on the way to parents home.,2
27995,2838920834411,A man walking by a stop sign.,A man standing by a blue sign,2
28458,1188199432411,Five children are on a carnival ride under a clown face.,The children are at a dunk tank,2
28489,4036388209211,A woman shows emotion while on a microphone.,A woman does not want to speak into the microphone.,2
28603,3227140905212,A young man and woman sit at a small table amidst flying playing cards.,People playing cards.,1
29066,7865722022110,Two bicyclers in spandex and blue and yellow helmets riding past graffiti.,two cyclists ride bikes,0
29158,3621741935012,A girl with a hat is sitting outside on a table with a bike leaning against the table.,A girl wearing a hat is sitting outdoors.,1
29181,3282925526310,A man wearing a maroon shirt tied around his face is laying on the cement,I man is tanning outdoors.,0
29828,3207343907110,A crowd of people ice skating outside in winter.,Men and women skating in the cold.,0
30311,1787222774132,two young children riding in a toy car at a real gas station,Two children play on a toy.,1
30555,4817447781010,there is six adults in front of a little kitchen some eating and others walking around.,There are people at a party.,0
30656,4830850373440,Man in hiking gear tying his shoe.,Someone is fixing his shoes.,0
30695,7237669608110,A man in black is performing as the front man of a band during a live performance.,There are people watching the performance.,0
30774,4692725862210,Two young boys using kick boards to learn how to swim.,The kids don't know how to swim well.,0
31236,136151338310,A girl looking through a large telescope on a school trip.,a girl looks up at the stars through her telescope,0
31555,6638041153010,"Two teams of women, one in blue and white and one in green and white, are playing volleyball.",Women are playing volleyball.,0
31888,2536794507010,A group of construction workers watch a huge shovel at work.,a bird was on rocks,2
32245,4435343922012,A female gymnasium in a blue leotard getting hugged by someone else in a blue jacket and black pants.,a gymnast just got a good score,1
32502,7165826558210,Three men are playing golf in front of a body of water.,Three men enjoying a round of golf outdoors.,0
32580,1232148178242,A young girl is smiling in front of the camera at a park.,A girl is having fun outdoors.,1
33736,7301265688111,A man sitting on a stool is selling plastic housewares.,The man is standing up.,2
33843,3143982558112,"A baby with a pink outfit on has a pacifier, and she is on a chair with another woman.",A woman holds a baby.,1
34380,964871444212,Sparks fly as the pipe is being welded.,A pipe is being welded onto a car.,1
34786,3971425242212,A seven piece band plays on a small crowded stage in front of a person wearing a checkered hooded shirt.,A band performs for a very small audience.,1
35048,4870329737110,A gray hair man working on a poster with foreign symbols.,A man looking at posters.,0
35504,2969545002112,A young woman and an elderly man standing in the woods.,A father and his daughter are standing together.,1
35520,3690348036010,The young man is performing a bicycle trick high in the air.,A person rides a bike.,0
35529,4633771017312,A woman and man are dancing on grass.,There is a couple that is swaying to the music.,1
36180,4602993681011,A girl in a yellow dress stands in front of orange pots as a crowd of people stands in the background.,a girl in a dress sits in front of an orange pot with a crowd in the background,2
36317,8086165175012,A woman sits on a bench in an art museum or church under a large religious painting.,a young woman sits on a bench,0
36399,4694397767310,A man sells clothing at an open market.,The man is earning money.,0
36402,2307451605112,a wet black dog with a red collar is in the river,A wet black dog fetches a stick from the river.,1
36624,1102763701341,A group of people are gathered at some type of outdoor event.,A group of people are outside.,2
37790,2599908425212,A man wearing a green headband is working on a construction project.,A construction worker working on a site.,1
38364,2782483858312,5 women and 1 man are smiling for the camera.,A group of people are getting their picture taken together.,1
38411,1558753996442,A male with a beard is playing a guitar.,A musician demonstrates his skills with the guitar.,1
38451,2105302133011,A young boy sitting at a desk is writing upon some paper in his hand barefoot and surrounded by other desks and blinds covering the windows behind him.,A young man is trying out for his baseball team.,2
38474,1777816180010,The little boy walks carefully down the rocks holding his arms out to balance himself.,A little boy balancing on rocks,0
38510,5572347874112,A person in a pink shirt and black shorts is climbing a rope.,a person dangling from a rope,1
38859,3877788776031,A woman in an orange sari sits in front of a low wall among baskets of vegetables that include potatoes.,The woman was bored,2
39044,1365896144432,A young woman is playing pool.,A person is playing pool.,1
39181,17266976052,A crowded busy dock with people standing next to a freight car either loading or unloading it.aa.,Two guys carrying cargo.,1
39397,3527320221310,"Two guys, with no shirts on are throwing punches while in a cage.","Two guys, with no shirts on are throwing punches",0
39529,4119940755412,A man with dreadlocks and a pin stripe suit,a man is on his way to work,1
39725,146903144410,Two people standing in a road with a crashed motorcycle.,A couples on motorcycle  met with an accident,0
39871,283252248311,A smiling clown is sitting on a bench with three other people.,A clown juggled in front of three other people.,2
40254,2922222717210,Small black dog biting on a person's finger.,A small dog and a man are close to each other,0
40311,443885436211,A white dog holds a stick in its mouth while it runs through snow.,The dog is outside.,2
40552,2324979199011,A girl and boy hug each other near a doorway.,A girl is hugging another girl outside.,2
40976,1493288603041,"A man and a woman are conversing while eating snow cones at an intersection, while many other individuals pass by.",A young couple throws frozen treats at passersbys.,2
41013,4900807267211,A baby hanging in a baby jumper on a deck by a sea port.,The baby,2
41989,349394363411,Group standing in front of a creek with dog.,The dog is standing in the water.,2
42044,1307094208312,One man is walking across a desert right into an approaching storm.,A man walking towards a sandstorm.,1
42154,4448920,This photograph expresses intangible frustration.,The photographic is artistic,0
42365,2910297808411,The Doctors are operating.,Doctors are performing CPR on a patient.,2
42748,6828084858312,A man in red pants surfs in the ocean while seagulls fly above.,A surfer catches a 20 foot wave.,1
42922,7474892162111,"A group of casually dressed young individuals lay, sit, and stand in a group at night, as some display signs and one holds a megaphone.",A group of people hang out indide.,2
43113,3259160693312,A man dances on a mat in front of a crowd.,A man shows a new dance move to his class.,1
43352,4900937408212,three children play in flooded culvert.,Children are playing in water on a street.,1
43446,2184664834251,Two construction workers doing their job.,Three magicians practice tricks.,2
43806,4675748463012,"A vivid and colorful street vendor gathering shows a number of proprietors outdoors, with a woman offering a box of items in the foreground.",A woman is selling a box of items at an outdoor street market,1
44384,1945324358020,"Boys wearing jeans and hooded sweatshirts stand on a sidewalk, and one of them is holding a black plastic bag.",The boys are outside.,0
44488,3564783532452,There are handprints all over this mat.,The mat is wet.,1
44574,2975018306312,A brown dog is on the green grass.,A dog sits in the grass.,1
45125,4460242522111,A person pushing luggage and someone on the cellphone in a city.,there are people at the airport pushing their luggage and waiting to use the phone,2
45385,3626475209211,"A dog is jumping over red, white, and blue hurdles.",The dog sits on the edge of the field.,2
45408,3626475209012,"a black and white dog jumping over a red, white and blue striped pole",The dog is at a jumping competition.,1
45576,3147758035311,A man on a bicycle and a man on foot in a crosswalk.,Two men on a bike in a crosswalk.,2
46178,4913055468410,Man and boy riding bicycles on the sidewalk.,the father and son was riding outside,0
46180,4913055468411,Man and boy riding bicycles on the sidewalk.,the two people were in church,2
46638,2266142543111,a man with black rimmed glasses sleeping with a drink in his hand,a woman with black rimmed glasses sleeping with a drink in his hand,2
46742,2549405357011,Two men are working together to hammer a small sign under a gold frog statue that is on the tree.,Two guys hammering a sign,2
46994,5416898306310,Children playing on a rope jungle gym.,There are children playing.,0
47033,2266901263210,Young kids with soccer gear on walking towards the camera.,Young kids walk towards the camera.,0
47214,3328495660112,Two girls primping a third girl in village setting.,Two sad girls primping a third girl in village setting.,1
47468,5602737557412,This is two men building a playground.,The men are construction workers.,1
48077,5388634274310,A man in brown and black is snowshoeing in a race.,A man is in a race.,0
48554,4666270593050,Middle-aged woman in a sweater and white apron is using a spinning wheel with a second spinning wheel in the foreground.,A woman is sitting at a spinning wheel.,0
49227,4452597075312,A man wearing dirty clothes is sleeping on the sidewalk.,a hobo sleeps outside,1
49403,255091930012,A black guy in a apron grilling cornstalks.,A black guy is not very good at cooking.,1
49476,3954705002410,Several hikers are hiking along a trail.,The people who are shown probably have sturdy shoes on.,0
49491,4778867483210,Two boys play in the spray of a tiled water fountain.,Two people play in the spray of a tiled water fountain.,0
49843,2170187328212,A boy jumping off of a diving board while a girl watches.,The boy is at a swimming pool.,0
50352,2347823813210,A male and female dancer performing in front of a crowd.,The 2 people have agreed to help entertain the crowd.,0
50645,110671448111,A woman in a gray sweater and black baseball cap is standing in line at a shop.,A woman is being helped by the cashier.,2
50671,110671448210,A woman in a hat waits to be served at a store.,A woman waits for a store clerk.,0
50699,5897843552010,A newlywed couple pose for formal pictures in front of a beautiful water fountain.,A man and woman have just gotten married.,0
50910,1253264731112,A girl in a coral shirt with glasses is smiling while leaning against a fence.,The girl is going to a party.,1
52981,4889393782210,A male in a white shirt is pulling his shirt up to expose his belly.,A man is showing his belly.,0
53154,7237741388411,A welder is making a new project.,The welder is baking cupcakes outside.,2
53170,4803943201411,Man in blue shirt holding camera equipment.,Man is laying down in bed.,2
53338,4532878470012,A crowd of people have gathered near a blue truck with safety cones in the back.,Several people are looking at a truck.,1
53463,4974363190111,A young woman in a white blouse and blue skirt walks away from a building.,The woman is dressed like an athlete,2
53534,2218907190311,A dog runs up some outdoor steps.,A dog is running away.,2
54073,8990627112,A young man takes a closeup picture of a building's red window exterior.,The man had a job in the insurance field.,1
54774,445048612410,A man appears to be reaching for a woman's drink in an office.,A man is reaching for another person's drink in the office.,0
55032,3248676970010,A group of actors and actresses are performing in a play.,The actors are performing.,0
55603,6745586595011,"A hockey player turns while staring off picture, large blue and yellow signs contrast the white ice and the player's dark jersey.",The player is smiling into the camera.,0
55908,7773991560410,A man wearing gray plays pool in a bar.,A person is inside of a building.,0
56375,4446887023310,A street with a church in the background.,The was a church down the street.,0
57029,2325386353311,a boy wears a wrestling mask and carries bags of bread.,There is a boy wearing a cowboy hat.,2
57409,108149945242,Two men in hats and orange uniforms are shoveling snow.,Two men wearing uniforms and work the shove snow,1
57434,460326010312,A boy chasing a pigeon on a pier.,A boy is on a pier.,1
57435,460326010311,A boy chasing a pigeon on a pier.,The girl was in the car.,2
57484,3386375153412,A bicycle goes downhill.,The bicycle is picking up speed.,1
57895,7149253081311,Three men are jumping hurdles in a race.,Men are competing indoors,2
58121,6986052122042,A woman wearing a maroon hoodie is holding a black object as she wades through shallow water under a bridge.,The woman is holding her purse while she goes through the water.,1
58766,7595435150111,A gathering of women wearing white and pink in a public square raising their arms.,The women are protesting while wearing white and pink.,2
59003,44411220,The crowd is gathered to watch a sporting event.,A sporting event is taking place in front of an audience.,0
59337,512306469411,A boy with blue face paint sucks his thumb.,A boy with blue face paint sucks his thumb.,2
59404,3344233740411,People in the city.,People at a music festival,2
59553,301175450312,Pedestrians pass by a firetruck and street workers.,Pedestrians walking on the road to their school,1
59577,5108916416141,"A man, wearing a blue shirt, and holding a child wearing a white shirt with red stripe, looks through a telescope.",A man is looking through a telescope.,2
60003,2513594933110,A lady in a sexy red dress walks in front of a crowd of men.,A woman in red allures the crowd.,0
60704,2432709509411,Baby by sewer drain cries,A child  by a sewer drain cries,2
60873,4380540363011,A woman in a denim jacket and a bearded man with a red shirt and tan jacket are walking along a street.,A woman in a dress and a bearded dog are running.,2
61161,62565189011,An older man in a black jacket walks down the street while men in yellow jackets direct traffic behind him.,"There are barriers blocking one side of the street, so the man is walking on the other side.",2
61389,2929086689041,"Two men are standing in a room, pointing in opposite directions, while another man is standing in between them looking to his left.",Two people are sitting in a room.,2
61982,2860430876211,The man is working hard to use the saw to cut the logs.,A saw is being used.,2
62512,2597873827210,A small boy is kneeling on a step with his hands in the air.,A boy holding his hands up in the air.,0
62768,2551344688411,Man with white beard and glasses gives a thumbs up.,A kid flips off the camera.,2
63006,6953338290210,One man laying outside in the shade of a tree with a sunglasses on while reading a book.,The man was alone.,0
63082,4628337496412,A woman is walking with a red patterned parasol.,A man and woman walk through the park together.,1
63709,5444724310,A pilot bends over to carry luggage outside of an airplane.,Pilot exiting his aircraft.,0
63744,506478284311,A young couple in formal pose for a picture.,A couple is taking a photo,2
63778,111537217351,A man climbing a rock wall,A man climbs the wall.,2
63977,3150682680012,A kid with blond-hair is playing in balls and reaching up to grab someone's hand.,A child is not having fun in a ball pit.,1
64136,2249688223210,Event models stand in the rain holding large umbrellas.,Models are standing outdoors.,0
64176,3837068037211,Three people pulling funny faces for the camera in a pool.,The ship sank to the top of the tuna fish.,2
64630,116626604110,A child smiles while playing with his life-size elmo toy.,A boy plays with his christmas present.,0
64773,2885861465311,A group of young children are participating in arts and crafts.,The children are unhappy painting.,2
64953,7526600638032,"There is a surfer in the water, wearing a red and black bodysuit, catching a wave with his hands out for balance.",Woman surfing a wave.,1
65172,58046927210,This guy is visiting with someone in their car.,The guy visits a man.,0
65333,3155451946210,Three basketball players leap to grab a ball.,The players fight for which team gets the ball.,0
65380,3002051747112,Four children carrying backpacks turn to face the camera and smile as they walk down a country road.,Tall humans walking,2
66647,2508843920411,A team of people in red in a park.,A crowd of people wearing black at a funeral.,2
66657,1304428316312,A man poking a tree with a stick to get fruit.,A hungry man poking a tree with a stick to get fruit.,1
66720,6094672224111,Two girls are balancing on top of a pole-like structure with an oil rig and houses in the background.,Two girls are sitting on the beach.,2
68000,4842516865211,A man chops wood near a large tree trunk.,A man is making a fire.,2
68260,440481388212,The little boy is holding his toy while two women look at him from the table.,A kid has his toy while his mom and someone else watch him.,1
68909,2642474867222,A blond Caucasian woman in a blue shirt wearing a straw hat.,A wman wears a straw hat in the country.,1
69011,2943557287011,Two people are looking at a child as one of them is pushing a wheelchair on the sidewalk.,Someone pushes a wheelchair on the street.,2
69239,3179448577210,A man playing music in public for money as others walk by.,A person plays music hoping for money.,0
70691,4897113571212,An unusual looking vehicle parked i front of some stores.,A vehicle parked in front of a store.,1
71314,2836703077210,Two children are in a blue amusement park ride.,Two children are having fun.,0
72646,2127166904110,A man in a red coat at Walmart looks at the camera while a group of women talk.,A guy is interested in a camera and it is chilly outside.,0
72760,3287760645341,A delighted man is jumping rope in front of a door.,A girl is jumping rope.,2
73087,3325157569210,A college basketball player shooting a jump shot.,A college boy shooting baskets.,0
73356,21164875210,A man is on a stage with his hands in the air holding his wrist.,PEOPL;E WERE ON GRASS,2
73834,4755599999050,"Two blond women in red shirt facing away from the camera, standing at the edge of a seated crowd.",A couple of women were by a group of people.,0
74043,2496370758411,Two dogs bound across the grass.,Two cats playing.,2
74526,7492267690311,"There are four men, three sitting and one standing, wearing the same dark blue uniform.",The men are completely nude.,2
74944,4641280657210,"A woman in a black shirt, and white shoes talking on a phone.",SHe is talking to someone.,0
75404,4934375269412,A man on a bike is riding through a small crowd.,The man walks his bike thought a group of people,1
75656,1973993787112,A man with an orange shirt conducting a choir practicing in a beautiful church.,A man is siging.,1
76255,103031977050,Four college-aged individuals- two males and two females- sitting on the concrete steps outside of a brick building,A group of young adults relaxes on the steps of a building.,0
76387,4303790425212,A person holding the leash of a dog as the dog sniffs the horse.,A person is riding a horse.,1
77542,19788552311,A woman is listening to the band on stage.,A deaf woman is listening to a band.,2
77623,5661511576310,A woman and a girl are digging using shovels.,Two females are digging.,0
77736,4899253248210,A caucasian girl with pink goggles and brown hair is blowing bubbles underwater.,A white girl is blowing bubbles underwater.,0
77861,746787916310,A small dog runs through an obstacle course.,A dog is running and jumping.,0
78383,189035312310,An area in an arab country that is very crowded.,The street is very crowded with Arabs.,0
78631,362316425212,two people acting out a scene in front of an audience.,The scene is a funny one.,1
79977,2192475933122,A boy is wearing a wetsuit on a crowded beach.,A boy is getting ready to swim on a beach,1
80349,1349095760012,A young boy wearing a bathing suit and rash guard runs into the ocean as the waves bubble up on the shore.,A young boy runs into the ocean.,1
80844,2703155733010,A woman wearing a red and white gown holds a long scarf behind her.,"A woman dressed to the nines, holds a long scarf behind her.",0
81269,3065589373410,Vendors are selling grilled fish by the seashore.,People are outside.,0
82084,2542293294310,Two workers are cleaning a structure at night.,There are two workers.,0
82226,4427060473011,A young man in colorful clothing and a helmet is performing a trick midair on a water board while pulled by a speedboat in front of a row of tropical palm trees.,The man is on a water board next to the speedboat.,2
82465,2522297487212,A woman holds a baby while a boy sits next to her smiling.,A woman holds her niece while her nephew sits beside her,1
82660,3086507638410,Three dogs running in the water.,three dogs swimming in the water,0
83391,7454547004110,A man in a uniform is leading a German Shepherd on a leash to jump over a barricade.,A cop is training his dog to jump.,0
83498,5684145463450,Two people grocery shopping at Walmart.,Two people are pushing a cart.,0
84006,289262516310,A man being struck during some form of martial arts competition.,The man was hit during his karate competition.,0
84354,4720956679012,A man wearing a brown shirt is walking on a sidewalk past a woman wearing a blue jacket.,A ups guy passes a woman.,1
84505,141213544052,Two women with black hair wearing flower leis standing in a store with a baby in a baby stroller.,The women are in Hawaii.,1
84592,269898095412,Two people on a bench.,Two people were sitting down,1
84693,4329159444410,A group of teenagers in red shirts are smiling.,The teenagers are having group discussion,0
85346,4857076027112,Several asian pedestrians walk around a silver taxi van.,Several pedestrians walk around a silver taxi van.,1
85833,3232802293110,"A man with a black shirt plays a black guitar, next to a woman playing electric keyboard.",The man and woman are in a band.,0
85979,4873866291240,"A young kid smiling, looking joyous.",A very happy kid smiles continuously,0
86123,3119174449320,A photographer captures the beauty of a river.,A man is taking pictures.,0
86187,1428349199411,Man standing on a chair with a net.,A man is cleaning leaves out of the pool with a net.,2
86631,1776981714032,Two girls are walking along the street and talking.,The two girls that were walking together were talking about school,1
86661,118802644312,Two men in black hats buying food at a counter.,The men are getting ready to eat lunch.,1
86796,6664030112,A gentleman with dark hair and a dark sweat is ready to serve samples from plastic cups.,The man is serving fresh sweat samples.,1
87298,4784988254312,Two toddlers and a younger man enjoy their bottles.,A man and two kids having a good time,1
87527,515684832210,An attractive girl sells things to boys.,A girl is selling things in the mall.,0
87541,133868556211,A woman is in the midst of vaulting over an object in a gym.,The woman is on the high bars.,2
87994,2057991743211,A guy in a blue suite kicking his leg.,https://www.youtube.com/watch?v=tXrsvC25GH8,2
88926,3512003488310,A red lit stage with the shadows of 5 male performers.,There are men performing in front of an audience.,0
89296,4828859375111,A little girl and boy on the back of a bicycle waiting for dad to pedal.,A big girl and boy on the back of a bicycle waiting for dad to pedal.,2
89323,120889725052,"A couple sits on a ledge to the left of a large tower of pink, purple and blue cotton candy.",A couple eats cotton candy on a ledge.,1
89691,3593206558212,A man on an urban rooftop with a kite flying in the background.,A man is flying a kite from a rooftop in a city.,1
89933,4945314566310,An Asian girl standing outside a building.,The asian girl is outdoors.,0
89964,111796099122,A tennis match is in progress with ball chasers on the sidelines with an audience in the background.,Two people are playing tennis.,1
90106,4824836686310,A man in New York City walking down the sidewalk.,The man is outdoors.,0
90677,243015377111,A pastor preaching in front of his congregation.,Man is listening to a preacher.,2
90861,5200029082111,A young girl with a blue shirt and red sleeves draws a picture with crayons,the young girl is talking on the phone to her father,2
90864,2911706853410,A young lady getting her haircut.,the lady is in the hair salon,0
90921,3064097919112,A skateboarder is doing a trick at the top of a ramp while another person watches.,A boy is being watched.,1
91097,4696935973211,A camerawoman in black pants is bent over carrying a camera.,A cameraman is bent over to get his camera.,2
91186,4711694578412,Foamy bubbles overflow from a street fountain.,The fountain is pink.,1
91752,3097171315011,"A group of people mills about in a room with crystal chandelier, a brown leather couch and a large round mirror.",a group sleeps quietly at a park,2
92276,4755872312111,"3 children on brick street, near a lamp post, trashcan and some adults.",3 children are playing hopscotch with some adults.,2
92622,7486904032011,A man is riding a horse with a braided mane while wearing full horse-riding gear.,The man has his feet on the ground.,2
92711,2932498509332,Two boys splash in the big ocean.,Two boys are splashing another child in the big ocean.,1
92925,6885133284310,Two girls are using hoops to spin around themselves.,two girls are hula hooping,0
93037,3300643106312,"A bespectacled man speaks into a microphone under red, neon lighting.",The man is standing on a stage.,1
93055,4824979525411,A woman walking with a backpack.,A women is shopping for clothes online.,2
93085,862560775411,This is a man dressed in yellow holding the reign of a brown horse,The horse is white.,2
93183,94472195111,"Pedestrians line up for soda and snacks on a rainy day, some with black umbrellas.","The people are in line for a struggle sandwich, which sadly sold out that day.",2
