unique_id,true_label,model_0_predicted_label,model_0_accuracy,model_1_predicted_label,model_1_accuracy,model_2_predicted_label,model_2_accuracy,model_3_predicted_label,model_3_accuracy,difficulty_score
4_22c,0,1,0.0,1,0.0,1,0.0,1,0.0,0.0
4_23a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_23b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_23c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_24a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_24b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_24c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_25a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_25b,1,0,0.0,0,0.0,0,0.0,0,0.0,0.0
4_25c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_26a,0,1,0.0,0,1.0,0,1.0,1,0.0,0.5
4_26b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_26c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_27a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_27b,0,0,1.0,1,0.0,1,0.0,1,0.0,0.25
4_27c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_28a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_28b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_28c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_29a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_29b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_29c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_30a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_30b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_30c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_31a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_31b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_31c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_32a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_32b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_32c,2,1,0.0,2,1.0,2,1.0,2,1.0,0.75
4_33a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_33b,1,1,1.0,2,0.0,2,0.0,1,1.0,0.5
4_33c,0,0,1.0,0,1.0,1,0.0,0,1.0,0.75
4_34a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_34b,0,0,1.0,1,0.0,0,1.0,2,0.0,0.5
4_34c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_35a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_35b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_35c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_36a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_36b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_36c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_37a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_37b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_37c,0,0,1.0,2,0.0,0,1.0,2,0.0,0.5
4_38a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_38b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_38c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_39a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_39b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_39c,2,2,1.0,2,1.0,2,1.0,1,0.0,0.75
4_40a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_40b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_40c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_41a,1,0,0.0,0,0.0,0,0.0,0,0.0,0.0
4_41b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_41c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_42a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_42b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_42c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_43a,1,1,1.0,0,0.0,1,1.0,1,1.0,0.75
4_43b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_43c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_44a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_44b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_44c,1,1,1.0,0,0.0,0,0.0,1,1.0,0.5
4_45a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_45b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_45c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_46a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_46b,2,1,0.0,2,1.0,1,0.0,2,1.0,0.5
4_46c,0,1,0.0,1,0.0,1,0.0,1,0.0,0.0
4_47a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_47b,1,2,0.0,1,1.0,1,1.0,2,0.0,0.5
4_47c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_48a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_48b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_48c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_49a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_49b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_49c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_50a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_50b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_50c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_51a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_51b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_51c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_52a,2,1,0.0,2,1.0,2,1.0,2,1.0,0.75
4_52b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_52c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_53a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_53b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_53c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_54a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_54b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_54c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_55a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_55b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_55c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_56a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_56b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_56c,2,2,1.0,2,1.0,0,0.0,2,1.0,0.75
4_57a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_57b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_57c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_58a,1,1,1.0,0,0.0,1,1.0,0,0.0,0.5
4_58b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_58c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_59a,1,1,1.0,0,0.0,1,1.0,1,1.0,0.75
4_59b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_59c,0,1,0.0,1,0.0,1,0.0,1,0.0,0.0
4_60a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_60b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_60c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_61a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_61b,1,1,1.0,1,1.0,0,0.0,0,0.0,0.5
4_61c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_62a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_62b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_62c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_63a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_63b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_63c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_64a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_64b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_64c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_65a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_65b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_65c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_66a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_66b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_66c,2,0,0.0,2,1.0,2,1.0,2,1.0,0.75
4_67a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_67b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_67c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_68a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_68b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_68c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_69a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_69b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_69c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_70a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_70b,1,2,0.0,1,1.0,1,1.0,1,1.0,0.75
4_70c,0,0,1.0,1,0.0,1,0.0,1,0.0,0.25
4_71a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_71b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_71c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_72a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_72b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_72c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_73a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_73b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_73c,1,1,1.0,2,0.0,1,1.0,1,1.0,0.75
4_74a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_74b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_74c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_75a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_75b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_75c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_76a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_76b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_76c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_77a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_77b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_77c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_78a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_78b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_78c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_79a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_79b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_79c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_80a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_80b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_80c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_81a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_81b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_81c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_82a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_82b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_82c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_83a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_83b,1,2,0.0,0,0.0,1,1.0,2,0.0,0.25
4_83c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_84a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_84b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_84c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_85a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_85b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_85c,0,1,0.0,0,1.0,0,1.0,1,0.0,0.5
4_86a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_86b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_86c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_87a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_87b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_87c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_88a,0,2,0.0,2,0.0,0,1.0,2,0.0,0.25
4_88b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_88c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_89a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_89b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_89c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_90a,1,1,1.0,0,0.0,1,1.0,1,1.0,0.75
4_90b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_90c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_91a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_91b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_91c,2,1,0.0,2,1.0,2,1.0,1,0.0,0.5
4_92a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_92b,0,0,1.0,1,0.0,1,0.0,0,1.0,0.5
4_92c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_93a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_93b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_93c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_94a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_94b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_94c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_95a,1,1,1.0,2,0.0,1,1.0,2,0.0,0.5
4_95b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_95c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_96a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_96b,2,2,1.0,2,1.0,0,0.0,2,1.0,0.75
4_96c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_97a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_97b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_97c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_98a,0,1,0.0,1,0.0,1,0.0,0,1.0,0.25
4_98b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_98c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_99a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_99b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_99c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_100a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_100b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_100c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_101a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_101b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_101c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_102a,1,1,1.0,2,0.0,2,0.0,1,1.0,0.5
4_102b,2,1,0.0,1,0.0,2,1.0,2,1.0,0.5
4_102c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_103a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_103b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_103c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_104a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_104b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_104c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_105a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_105b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_105c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_106a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_106b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_106c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_107a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_107b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_107c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_108a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_108b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_108c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_109a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_109b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_109c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_110a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_110b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_110c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_111a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_111b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_111c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_112a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_112b,1,0,0.0,0,0.0,0,0.0,0,0.0,0.0
4_112c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_113a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_113b,0,0,1.0,0,1.0,2,0.0,0,1.0,0.75
4_113c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_114a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_114b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_114c,1,1,1.0,2,0.0,2,0.0,2,0.0,0.25
4_115a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_115b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_115c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_116a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_116b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_116c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_117a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_117b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_117c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_118a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_118b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_118c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_119a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_119b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_119c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_120a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_120b,1,1,1.0,0,0.0,0,0.0,0,0.0,0.25
4_120c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_121a,0,1,0.0,0,1.0,1,0.0,0,1.0,0.5
4_121b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_121c,1,0,0.0,0,0.0,0,0.0,0,0.0,0.0
4_122a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_122b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_122c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_123a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_123b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_123c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_124a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_124b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_124c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_125a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_125b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_125c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_126a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_126b,1,1,1.0,0,0.0,0,0.0,1,1.0,0.5
4_126c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_127a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_127b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_127c,0,0,1.0,1,0.0,0,1.0,0,1.0,0.75
4_128a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_128b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_128c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_129a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_129b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_129c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_130a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
4_130b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_130c,1,1,1.0,0,0.0,1,1.0,1,1.0,0.75
4_131a,2,2,1.0,1,0.0,2,1.0,2,1.0,0.75
4_131b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
4_131c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
4_132a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
