unique_id,true_label,model_0_predicted_label,model_0_accuracy,model_1_predicted_label,model_1_accuracy,model_2_predicted_label,model_2_accuracy,model_4_predicted_label,model_4_accuracy,difficulty_score
3_14b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_14c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
3_15a,0,1,0.0,0,1.0,1,0.0,1,0.0,0.25
3_15b,1,1,1.0,0,0.0,0,0.0,0,0.0,0.25
3_15c,2,1,0.0,2,1.0,1,0.0,1,0.0,0.25
3_16a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
3_16b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_16c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_17a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
3_17b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
3_17c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_18a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
3_18b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_18c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
3_19a,1,0,0.0,0,0.0,1,1.0,0,0.0,0.25
3_19b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_19c,2,2,1.0,1,0.0,2,1.0,2,1.0,0.75
3_20a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
3_20b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_20c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
3_21a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_21b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
3_21c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
3_22a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
3_22b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
3_22c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_23a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
3_23b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
3_23c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_24a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
3_24b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
3_24c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_25a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_25b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
3_25c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
3_26a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_26b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
3_26c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
3_27a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_27b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
3_27c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
3_28a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
3_28b,1,0,0.0,0,0.0,0,0.0,0,0.0,0.0
3_28c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_29a,0,0,1.0,1,0.0,1,0.0,1,0.0,0.25
3_29b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
3_29c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_30a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
3_30b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_30c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
3_31a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
3_31b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
3_31c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_32a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_32b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
3_32c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
3_33a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
3_33b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
3_33c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_34a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
3_34b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
3_34c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_35a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
3_35b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
3_35c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_36a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
3_36b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_36c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
3_37a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_37b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
3_37c,1,2,0.0,2,0.0,2,0.0,2,0.0,0.0
3_38a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
3_38b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
3_38c,0,1,0.0,1,0.0,0,1.0,0,1.0,0.5
3_39a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
3_39b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
3_39c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_40a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_40b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
3_40c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
3_41a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
3_41b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_41c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
3_42a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
3_42b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
3_42c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_43a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
3_43b,1,2,0.0,0,0.0,0,0.0,0,0.0,0.0
3_43c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_44a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_44b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
3_44c,2,2,1.0,2,1.0,1,0.0,2,1.0,0.75
3_45a,2,1,0.0,0,0.0,1,0.0,2,1.0,0.25
3_45b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
3_45c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_46a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_46b,2,1,0.0,2,1.0,2,1.0,1,0.0,0.5
3_46c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
3_47a,0,0,1.0,2,0.0,2,0.0,2,0.0,0.25
3_47b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
3_47c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
3_48a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
3_48b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_48c,2,2,1.0,0,0.0,0,0.0,0,0.0,0.25
3_49a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_49b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
3_49c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
3_50a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
3_50b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
3_50c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_51a,0,1,0.0,0,1.0,0,1.0,1,0.0,0.5
3_51b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
3_51c,1,1,1.0,0,0.0,1,1.0,1,1.0,0.75
3_52a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
3_52b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
3_52c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_53a,1,1,1.0,1,1.0,2,0.0,1,1.0,0.75
3_53b,2,1,0.0,2,1.0,2,1.0,2,1.0,0.75
3_53c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_54a,0,0,1.0,0,1.0,0,1.0,1,0.0,0.75
3_54b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
3_54c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
3_55a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
3_55b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_55c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
3_56a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
3_56b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
3_56c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_57a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
3_57b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
3_57c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_58a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
3_58b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_58c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
3_59a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
3_59b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
3_59c,0,1,0.0,0,1.0,0,1.0,0,1.0,0.75
3_60a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_60b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
3_60c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
3_61a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
3_61b,1,0,0.0,1,1.0,1,1.0,0,0.0,0.5
3_61c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_62a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
3_62b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_62c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
3_63a,1,2,0.0,2,0.0,2,0.0,2,0.0,0.0
3_63b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
3_63c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_64a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
3_64b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_64c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
3_65a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_65b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
3_65c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
3_66a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
3_66b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_66c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
3_67a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
3_67b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
3_67c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_68a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
3_68b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_68c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
3_69a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
3_69b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
3_69c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_70a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
3_70b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_70c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
3_71a,2,2,1.0,2,1.0,2,1.0,1,0.0,0.75
3_71b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
3_71c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_72a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_72b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
3_72c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
3_73a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
3_73b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_73c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
3_74a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
3_74b,0,0,1.0,0,1.0,1,0.0,0,1.0,0.75
3_74c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
3_75a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_75b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
3_75c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
3_76a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_76b,0,1,0.0,1,0.0,1,0.0,1,0.0,0.0
3_76c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
3_77a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
3_77b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
3_77c,0,2,0.0,2,0.0,2,0.0,0,1.0,0.25
3_78a,1,0,0.0,0,0.0,0,0.0,0,0.0,0.0
3_78b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_78c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
3_79a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
3_79b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
3_79c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_80a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_80b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
3_80c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
3_81a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
3_81b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
3_81c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_82a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
3_82b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
3_82c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_83a,1,1,1.0,1,1.0,1,1.0,0,0.0,0.75
3_83b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_83c,2,2,1.0,0,0.0,2,1.0,2,1.0,0.75
3_84a,1,2,0.0,1,1.0,2,0.0,2,0.0,0.25
3_84b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_84c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
3_85a,1,1,1.0,0,0.0,0,0.0,0,0.0,0.25
3_85b,0,2,0.0,2,0.0,2,0.0,0,1.0,0.25
3_85c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
3_86a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
3_86b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
3_86c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_87a,1,1,1.0,0,0.0,0,0.0,0,0.0,0.25
3_87b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
3_87c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_88a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_88b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
3_88c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
3_89a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_89b,1,1,1.0,1,1.0,0,0.0,1,1.0,0.75
3_89c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
3_90a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
3_90b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_90c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
3_91a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
3_91b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
3_91c,0,1,0.0,0,1.0,0,1.0,0,1.0,0.75
3_92a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
3_92b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_92c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
3_93a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
3_93b,0,1,0.0,0,1.0,0,1.0,0,1.0,0.75
3_93c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
3_94a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
3_94b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_94c,1,2,0.0,1,1.0,2,0.0,1,1.0,0.5
3_95a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
3_95b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_95c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
3_96a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
3_96b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_96c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
3_97a,0,1,0.0,1,0.0,1,0.0,1,0.0,0.0
3_97b,1,0,0.0,0,0.0,0,0.0,0,0.0,0.0
3_97c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
3_98a,1,0,0.0,0,0.0,0,0.0,0,0.0,0.0
3_98b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
3_98c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_99a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
3_99b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
3_99c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_100a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_100b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
3_100c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
3_101a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_101b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
3_101c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
3_102a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_102b,1,0,0.0,0,0.0,1,1.0,2,0.0,0.25
3_102c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
3_103a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_103b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
3_103c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
3_104a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_104b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
3_104c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
3_105a,2,1,0.0,1,0.0,2,1.0,2,1.0,0.5
3_105b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
3_105c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_106a,0,1,0.0,1,0.0,1,0.0,1,0.0,0.0
3_106b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
3_106c,1,0,0.0,0,0.0,0,0.0,0,0.0,0.0
3_107a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_107b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
3_107c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
3_108a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
3_108b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_108c,1,1,1.0,2,0.0,1,1.0,2,0.0,0.5
3_109a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_109b,1,1,1.0,1,1.0,0,0.0,1,1.0,0.75
3_109c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
3_110a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
3_110b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
3_110c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_111a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_111b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
3_111c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
3_112a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_112b,2,1,0.0,1,0.0,1,0.0,1,0.0,0.0
3_112c,1,2,0.0,2,0.0,2,0.0,2,0.0,0.0
3_113a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
3_113b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_113c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
3_114a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_114b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
3_114c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
3_115a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
3_115b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
3_115c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_116a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_116b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
3_116c,1,1,1.0,2,0.0,2,0.0,1,1.0,0.5
3_117a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
3_117b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_117c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
3_118a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
3_118b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_118c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
3_119a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_119b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
3_119c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
3_120a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_120b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
3_120c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
3_121a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
3_121b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_121c,2,1,0.0,2,1.0,2,1.0,2,1.0,0.75
3_122a,2,1,0.0,2,1.0,2,1.0,2,1.0,0.75
3_122b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_122c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
3_123a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_123b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
3_123c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
3_124a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_124b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
3_124c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
3_125a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
3_125b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_125c,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
3_126a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
3_126b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
3_126c,0,2,0.0,2,0.0,2,0.0,2,0.0,0.0
3_127a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
3_127b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
3_127c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_128a,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_128b,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
3_128c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
3_129a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
3_129b,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_129c,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
3_130a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
3_130b,2,1,0.0,2,1.0,2,1.0,1,0.0,0.5
3_130c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_131a,2,2,1.0,2,1.0,2,1.0,2,1.0,1.0
3_131b,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
3_131c,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0
3_132a,1,1,1.0,1,1.0,1,1.0,1,1.0,1.0
