premise,hypothesis,label,unique_id
"A man is holding vases of moving lawn ornaments while wearing inflatable red, white, and blue baseball bats in front of him.",A man in a tuxedo is carrying a vase of roses.,2,4_820b
"A man is holding vases of moving lawn ornaments while wearing inflatable red, white, and blue baseball bats in front of him.",A clown prepares to perform in front of the crowd.,1,4_820c
A man surrounded by a group of people is looking at the moon through a telescope.,A man is surrounded by people while looking through a telescope,0,4_870a
A man surrounded by a group of people is looking at the moon through a telescope.,A man is surrounded by his family while looking through a telescope,1,4_870b
A man surrounded by a group of people is looking at the moon through a telescope.,A man is looking down at the street through a telescope,2,4_870c
A black and white dog running between poles.,The dog is a mutt,1,4_905a
A black and white dog running between poles.,The dog is standing still,2,4_905b
A black and white dog running between poles.,The dog is black and white,0,4_905c
A man with a giant white beard rides a bicycle next to a bus.,The man is riding a bicycle.,0,4_977a
A man with a giant white beard rides a bicycle next to a bus.,The man is riding on the bus.,2,4_977b
A man with a giant white beard rides a bicycle next to a bus.,The old man is trying to catch up to the bus.,1,4_977c
A young couple crossing the street.,A couple is walking to the park,1,4_1030a
A young couple crossing the street.,People are walking,0,4_1030b
A young couple crossing the street.,People are running in the forest,2,4_1030c
A large gray and white water bird.,The bird is black.,2,4_1042a
A large gray and white water bird.,The bird has 2 colors.,0,4_1042b
A large gray and white water bird.,The bird is a pigeon.,1,4_1042c
A woman with her head down is in a very run down area.,the man in a suit talks on his cellphone,2,4_1052a
A woman with her head down is in a very run down area.,the woman is homeless,1,4_1052b
A woman with her head down is in a very run down area.,There is a woman in a run down area,0,4_1052c
A man is racing around a racetrack lined with a green fence.,The man is moving fast,0,4_1181a
A man is racing around a racetrack lined with a green fence.,The man is slowly moving,2,4_1181b
A man is racing around a racetrack lined with a green fence.,The man is in a race,1,4_1181c
A group of skiers shown on a snow covered mountain.,Skiers are going down a mountain.,0,4_1254a
A group of skiers shown on a snow covered mountain.,Skiers are going down a mountain in a race.,1,4_1254b
A group of skiers shown on a snow covered mountain.,There is one skier in the competition.,2,4_1254c
Rollerbladers in cone lanes wait in front of a Volvo dealership.,Some rollerbladers are going to race some Volvos.,1,4_1269a
Rollerbladers in cone lanes wait in front of a Volvo dealership.,There are rollerbladers outdoors.,0,4_1269b
Rollerbladers in cone lanes wait in front of a Volvo dealership.,The Volvo dealership is crowded with swimmers.,2,4_1269c
A man wearing a flashlight on his head has his hand in a rolling case with wires.,The man is outdoors.,1,4_1303a
A man wearing a flashlight on his head has his hand in a rolling case with wires.,The man is in a well lit room.,2,4_1303b
A man wearing a flashlight on his head has his hand in a rolling case with wires.,The man is in a dark place.,0,4_1303c
A man with a black tank top and a woman with a bikini top dance while twirling batons on fire.,A man and a woman are dancing with twirling batons.,0,4_1308a
A man with a black tank top and a woman with a bikini top dance while twirling batons on fire.,A man and woman are in the mall.,2,4_1308b
A man with a black tank top and a woman with a bikini top dance while twirling batons on fire.,A man and woman are in the circus.,1,4_1308c
Two people biking beside a railroad.,Three people are biking by a railroad,2,4_1371a
Two people biking beside a railroad.,A man and woman are biking by a railroad,1,4_1371b
Two people biking beside a railroad.,Two people are biking,0,4_1371c
"Two dogs, one brown and one black, playing with each other.",Two dogs are running after a robotic rabbit in a tutu.,2,4_1424a
"Two dogs, one brown and one black, playing with each other.",Two dogs are playing with each other.,0,4_1424b
"Two dogs, one brown and one black, playing with each other.",Two dogs are chasing each other around.,1,4_1424c
Mountain climbing down the side of a rocky cliff.,A cliff is a good place to mountain climb.,0,4_1445a
Mountain climbing down the side of a rocky cliff.,Skiing down the side of a rocky cliff.,2,4_1445b
Mountain climbing down the side of a rocky cliff.,The rocky cliff is on the other side of the field.,1,4_1445c
"A man in black fisherman pants is pointing a blade, known as a Kris, at his chest.",A woman is pointing a blade at Kris.,2,4_1455a
"A man in black fisherman pants is pointing a blade, known as a Kris, at his chest.",A man is pointing a blade at kris' chest.,0,4_1455b
"A man in black fisherman pants is pointing a blade, known as a Kris, at his chest.",A man is attempting to murder another man.,1,4_1455c
Two young children smile as they lay on green grass.,The children are outside,0,4_1502a
Two young children smile as they lay on green grass.,Two boys are playing on the grass,1,4_1502b
Two young children smile as they lay on green grass.,The kids are in a car,2,4_1502c
A man is playing guitar while young children dance around him and older children play soccer.,A man plays guitar for children,0,4_1544a
A man is playing guitar while young children dance around him and older children play soccer.,A man is playing a guitar as children are sleeping in their beds.,2,4_1544b
A man is playing guitar while young children dance around him and older children play soccer.,A man is playing guitar as children sing along.,1,4_1544c
One evening three young ladies chatting on the street.,The ladies chat in the cafe.,2,4_1644a
One evening three young ladies chatting on the street.,They all know each other.,1,4_1644b
One evening three young ladies chatting on the street.,The ladies communicate with each other.,0,4_1644c
A person standing on a platform attached to a tree.,A person demonstrates their balance.,0,4_1658a
A person standing on a platform attached to a tree.,A guy wants to show how far he can jump from.,1,4_1658b
A person standing on a platform attached to a tree.,"Afraid of heights, a guy does not go near the tree platform.",2,4_1658c
a group posing with SpongeBob for a picture.,SpongeBob and friends take picture during vacation.,1,4_1665a
a group posing with SpongeBob for a picture.,SpongeBob has group picture taken.,0,4_1665b
a group posing with SpongeBob for a picture.,"Superman attacks SpongeBob, winds up in hospital.",2,4_1665c
Two boxers fiercely attacking each other.,The boxers are very competitive.,0,4_1776a
Two boxers fiercely attacking each other.,The boxers are playing defensively.,2,4_1776b
Two boxers fiercely attacking each other.,They are fighting for a championship belt.,1,4_1776c
A white dog is running past a water hose and a stone bench in a yard.,A dog is playing chase in his garden.,1,4_1833a
A white dog is running past a water hose and a stone bench in a yard.,A dog is relaxing in the shade.,2,4_1833b
A white dog is running past a water hose and a stone bench in a yard.,A dog is running.,0,4_1833c
A group of people eating a meal at tables set up on a street.,A group of people are waiting at the bus stop.,2,4_1864a
A group of people eating a meal at tables set up on a street.,A group of people are talking while they eat.,1,4_1864b
A group of people eating a meal at tables set up on a street.,A group of people are having a meal outside.,0,4_1864c
A young woman and an elderly man standing in the woods.,A father and his daughter are standing together.,1,4_1874a
A young woman and an elderly man standing in the woods.,Two people are outside.,0,4_1874b
A young woman and an elderly man standing in the woods.,Two people are watching television together.,2,4_1874c
A man wearing white is talking to a man wearing black while standing on a platform.,Coworkers having a chat on a construction platform.,1,4_1899a
A man wearing white is talking to a man wearing black while standing on a platform.,People are talking while standing up high.,0,4_1899b
A man wearing white is talking to a man wearing black while standing on a platform.,Two men in blue overalls look up from the ground.,2,4_1899c
Two people have a friendly sparring match as others look on.,Two people are being watched.,0,4_1917a
Two people have a friendly sparring match as others look on.,Two men are boxing.,1,4_1917b
Two people have a friendly sparring match as others look on.,Two people are viciously attacking each other.,2,4_1917c
Multicultural weddings are increasing in numbers in India.,A multicultural wedding happens every day in India.,1,4_1922a
Multicultural weddings are increasing in numbers in India.,India is extremely xenophobic.,2,4_1922b
Multicultural weddings are increasing in numbers in India.,Multicultural weddings exist in India.,0,4_1922c
A young child is riding a bike with training wheels.,The child is learning to ride the bike.,1,4_1930a
A young child is riding a bike with training wheels.,The child is learning to ride a motorcycle.,2,4_1930b
A young child is riding a bike with training wheels.,A child is on a bike.,0,4_1930c
Two skiing people jumping a ramp and a man looking straight ahead.,Two skiing people are doing cross country skiing.,2,4_1987a
Two skiing people jumping a ramp and a man looking straight ahead.,Two people are skiing outdoors.,0,4_1987b
Two skiing people jumping a ramp and a man looking straight ahead.,The two skiers are men.,1,4_1987c
An African woman carries a parcel on her head.,A package is being held on a woman's noggin.,0,4_1998a
An African woman carries a parcel on her head.,The woman is returning with her clean laundry.,1,4_1998b
An African woman carries a parcel on her head.,The an balances a box on his head.,2,4_1998c
A guy wearing a gray shirt and an orange jumpsuit working on the railroad.,a prisoner is trying to escape,1,4_2082a
A guy wearing a gray shirt and an orange jumpsuit working on the railroad.,a man is dancing on a pole,2,4_2082b
A guy wearing a gray shirt and an orange jumpsuit working on the railroad.,a railroad is being worked on,0,4_2082c
A person is laying on a blue blanket on a street sidewalk.,A person is preparing dinner.,2,4_2099a
A person is laying on a blue blanket on a street sidewalk.,A person is outside.,0,4_2099b
A person is laying on a blue blanket on a street sidewalk.,A person is homeless.,1,4_2099c
Three people pose for a picture with their dog.,The people are taking a picture with their dog in a field,1,4_2169a
Three people pose for a picture with their dog.,A girl is taking a selfie with her cat,2,4_2169b
Three people pose for a picture with their dog.,Some people are taking a picture together,0,4_2169c
A young woman is smiling towards the camera as she attempts to pull herself up a hill while skiing.,The woman is a novice skiier.,1,4_2209a
A young woman is smiling towards the camera as she attempts to pull herself up a hill while skiing.,The woman is not camera shy.,0,4_2209b
A young woman is smiling towards the camera as she attempts to pull herself up a hill while skiing.,The woman plays on the skateboard.,2,4_2209c
People walking down cobblestone street.,The people are admiring the cobblestone.,1,4_2227a
People walking down cobblestone street.,The people are walking down the street.,0,4_2227b
People walking down cobblestone street.,The people are running in the street.,2,4_2227c
a man gets ready to hit the tennis ball.,The man is getting ready to serve a volleyball.,2,4_2246a
a man gets ready to hit the tennis ball.,A man is playing tennis.,0,4_2246b
a man gets ready to hit the tennis ball.,A man is in the tennis court at the park.,1,4_2246c
A skateboarder skating up a cement ramp.,There is a girl skateboarding.,1,4_2255a
A skateboarder skating up a cement ramp.,There is a skateboarder skating.,0,4_2255b
A skateboarder skating up a cement ramp.,There is a skateboarder skating in the grass.,2,4_2255c
Two men in red and orange jackets leaning on poles in the snow.,Two men are friends.,1,4_2268a
Two men in red and orange jackets leaning on poles in the snow.,Two men are sitting.,2,4_2268b
Two men in red and orange jackets leaning on poles in the snow.,Two men participating in a sport.,0,4_2268c
Asian sports team in yellow and blue colors sitting on ground with a standing individual in a tiger mascot costume.,A sports team poses with the cheerleaders.,2,4_2275a
Asian sports team in yellow and blue colors sitting on ground with a standing individual in a tiger mascot costume.,A sports team poses with their mascot.,1,4_2275b
Asian sports team in yellow and blue colors sitting on ground with a standing individual in a tiger mascot costume.,A sports team poses with a mascot.,0,4_2275c
a young boy singing at a large baseball off of a tee.,A boy using a bat.,0,4_2280a
a young boy singing at a large baseball off of a tee.,A girl winning a ballet award.,2,4_2280b
a young boy singing at a large baseball off of a tee.,A boy winning for his tee ball team.,1,4_2280c
"This little girl, her blond-hair held back by a red band, sticks her tongue out playfully at the camera.",The little girl is a red head,2,4_2293a
"This little girl, her blond-hair held back by a red band, sticks her tongue out playfully at the camera.",The little girl is blonde,0,4_2293b
"This little girl, her blond-hair held back by a red band, sticks her tongue out playfully at the camera.",The little girl is posing for a picture for her granny,1,4_2293c
A woman and girl pose together in a garden.,The girl is baking cookies,2,4_2322a
A woman and girl pose together in a garden.,The woman is the girl's mother,1,4_2322b
A woman and girl pose together in a garden.,The people are outside,0,4_2322c
Two people sunbathing next to a wall.,People laying out in the sun.,0,4_2327a
Two people sunbathing next to a wall.,Two girls are getting a suntan.,1,4_2327b
Two people sunbathing next to a wall.,A group of people plays volleyball.,2,4_2327c
A guy in midair is behind the raft full of people.,The people are on a trampoline.,2,4_2340a
A guy in midair is behind the raft full of people.,People are on a boat.,0,4_2340b
A guy in midair is behind the raft full of people.,The man is falling out of the boat.,1,4_2340c
A man wearing a coat and a scarf stands near a cafe.,A man smoking a cigarette while standing near the cafe.,1,4_2378a
A man wearing a coat and a scarf stands near a cafe.,A man sitting outside the cafe.,2,4_2378b
A man wearing a coat and a scarf stands near a cafe.,There is a man near the cafe.,0,4_2378c
A young man holding a beer bottle and a cigarette splashes fluid on charcoal in a grill.,The man is cooking for others.,1,4_2401a
A young man holding a beer bottle and a cigarette splashes fluid on charcoal in a grill.,The man is old,2,4_2401b
A young man holding a beer bottle and a cigarette splashes fluid on charcoal in a grill.,The man is about to grill.,0,4_2401c
A group of people gather on a balcony.,The people are swimming.,2,4_2466a
A group of people gather on a balcony.,The balcony is large.,1,4_2466b
A group of people gather on a balcony.,There are people.,0,4_2466c
Two boys sit shirtless on a trampoline.,The trampoline is bouncy.,1,4_2471a
Two boys sit shirtless on a trampoline.,The boys are in green shirts.,2,4_2471b
Two boys sit shirtless on a trampoline.,The boys are outside.,0,4_2471c
A newlywed couple pose for formal pictures in front of a beautiful water fountain.,People are wearing wedding clothes.,0,4_2581a
A newlywed couple pose for formal pictures in front of a beautiful water fountain.,A man and woman have just gotten married.,0,4_2581b
A newlywed couple pose for formal pictures in front of a beautiful water fountain.,People are at a funeral.,2,4_2581c
A happy gay couple taking a walk through a park.,A couple is enjoying the sun,1,4_2583a
A happy gay couple taking a walk through a park.,A happy couple are outside,0,4_2583b
A happy gay couple taking a walk through a park.,A couple is sitting on the bench,2,4_2583c
Three men are enjoying watching their kids run around on the grass.,Three men are outdoors.,0,4_2615a
Three men are enjoying watching their kids run around on the grass.,Three kids are  playing kickball on the grass.,1,4_2615b
Three men are enjoying watching their kids run around on the grass.,Three men are watching their kids fight.,2,4_2615c
A man is riding a powered para-glider in the air at sunset.,The pilot is flying an airplane.,2,4_2626a
A man is riding a powered para-glider in the air at sunset.,The man is trying to get back to land before it gets dark.,1,4_2626b
A man is riding a powered para-glider in the air at sunset.,Someone is flying through the air.,0,4_2626c
Skiiers race in the snow.,Athletes racing outside.,0,4_2687a
Skiiers race in the snow.,"Skiers wearing red, white, and green outfits are racing down a black diamond course.",1,4_2687b
Skiiers race in the snow.,Skiers sitting in a ski lodge sipping hot cocoa.,2,4_2687c
A baseball player is sliding into second base while the opposing infielder jumps.,Two teams playing football.,2,4_2807a
A baseball player is sliding into second base while the opposing infielder jumps.,A baseball player tries to take second base.,0,4_2807b
A baseball player is sliding into second base while the opposing infielder jumps.,Player steals second base.,1,4_2807c
A girl waves a flag as she sits with a boy in the backseat of a firetruck on parade.,The girl is reading a book.,2,4_2849a
A girl waves a flag as she sits with a boy in the backseat of a firetruck on parade.,It is the fourth of July.,1,4_2849b
A girl waves a flag as she sits with a boy in the backseat of a firetruck on parade.,The girl is outside.,0,4_2849c
A man running across the grass towards a woman.,The man is running towards a hippo.,2,4_2979a
A man running across the grass towards a woman.,A man is running towards a woman.,0,4_2979b
A man running across the grass towards a woman.,A man is running to his wife.,1,4_2979c
Two dogs attempt to get a small ball.,Two dogs with a small ball.,0,4_3025a
Two dogs attempt to get a small ball.,Two dogs playing together with a ball.,1,4_3025b
Two dogs attempt to get a small ball.,A dog chewing on a bone.,2,4_3025c
People sitting on a sidewalk next to a rail that overlooks a body of water.,People are sitting on the sidewalk.,0,4_3040a
People sitting on a sidewalk next to a rail that overlooks a body of water.,The people are standing.,2,4_3040b
People sitting on a sidewalk next to a rail that overlooks a body of water.,They are conversing with each other.,1,4_3040c
Older man talking to a young boy who is wearing a blue and brown shirt.,There is a young boy in a blue and brown shirt talking to an older man.,0,4_3057a
Older man talking to a young boy who is wearing a blue and brown shirt.,The father is teaching the young boy in the blue and brown shirt a lesson.,1,4_3057b
Older man talking to a young boy who is wearing a blue and brown shirt.,The young boy is running away from the older man.,2,4_3057c
The black dog on the right is dominant over the other two dogs.,a black dog is in control,0,4_3071a
The black dog on the right is dominant over the other two dogs.,a black dog bit two other dogs,1,4_3071b
The black dog on the right is dominant over the other two dogs.,a black dog is sleeping,2,4_3071c
"A man in a collared shirt, writing on a pad of paper with his looney tunes mug sitting next to him.",A man is eating food.,2,4_3091a
"A man in a collared shirt, writing on a pad of paper with his looney tunes mug sitting next to him.",A person it writing something.,0,4_3091b
"A man in a collared shirt, writing on a pad of paper with his looney tunes mug sitting next to him.",An old man in a green shirt is writing a joke on a pad of paper.,1,4_3091c
"Two adult llamas sitting, while one baby llama rubs against its parent and another rubs against its owner",A person is visiting his pet llama's.,0,4_3170a
"Two adult llamas sitting, while one baby llama rubs against its parent and another rubs against its owner",The llama's enjoy the company of their owner.,1,4_3170b
"Two adult llamas sitting, while one baby llama rubs against its parent and another rubs against its owner",The llama's won't let their owner touch them.,2,4_3170c
A girl with a guitar and a guy with an umbrella sitting in front of a gate on the sidewalk.,The girl and guy are playing music.,1,4_3177a
A girl with a guitar and a guy with an umbrella sitting in front of a gate on the sidewalk.,There are people on the sidewalk.,0,4_3177b
A girl with a guitar and a guy with an umbrella sitting in front of a gate on the sidewalk.,The girl and guy are inside the house.,2,4_3177c
A group of people are sitting at tables in front of a building.,These people are waiting for a meeting to start.,1,4_3209a
A group of people are sitting at tables in front of a building.,There is a sole person standing alone indoors.,2,4_3209b
A group of people are sitting at tables in front of a building.,The people are surrounding some tables outside.,0,4_3209c
A pilot bends over to carry luggage outside of an airplane.,Pilot escaping from burning plane.,2,4_3225a
A pilot bends over to carry luggage outside of an airplane.,Pilot leaving his aircraft for the very last time.,1,4_3225b
A pilot bends over to carry luggage outside of an airplane.,Pilot exiting his aircraft.,0,4_3225c
Four children in the pool.,Some childrens are playing cricket in ground,2,4_3277a
Four children in the pool.,Four small childrens are swimming in the pool,0,4_3277b
Four children in the pool.,Some childrens in the swimming pool,1,4_3277c
An elderly African woman poses for the camera in her village.,An elderly lady is in the village,0,4_3310a
An elderly African woman poses for the camera in her village.,A lady is smiling for the camera,1,4_3310b
An elderly African woman poses for the camera in her village.,A lady is taking a picture,2,4_3310c
A running dog and a standing man on a dry field of grass.,A dog is running.,0,4_3350a
A running dog and a standing man on a dry field of grass.,The dog is orange.,1,4_3350b
A running dog and a standing man on a dry field of grass.,The dog is sitting.,2,4_3350c
Police motorcycle waiting at a red light.,Police motorcycle going back to the station.,1,4_3359a
Police motorcycle waiting at a red light.,Police car waiting at green light.,2,4_3359b
Police motorcycle waiting at a red light.,Cop waiting for a green light,0,4_3359c
People inside a shop at night while other people walk around outside.,People are having an afternoon picnic.,2,4_3369a
People inside a shop at night while other people walk around outside.,People are indoors while other people are outdoors.,0,4_3369b
People inside a shop at night while other people walk around outside.,People are walking past stores while shopkeepers are working.,1,4_3369c
"A young boy sitting in on one of two orange chairs, in front of a computer, that is sitting on a table, with a mouse in his right hand on the table.",The young boy is sitting on the couch watching TV.,2,4_3395a
"A young boy sitting in on one of two orange chairs, in front of a computer, that is sitting on a table, with a mouse in his right hand on the table.",A young boy is using a computer.,0,4_3395b
"A young boy sitting in on one of two orange chairs, in front of a computer, that is sitting on a table, with a mouse in his right hand on the table.",The boy is doing his homework on the computer.,1,4_3395c
A snowboarder is jumping over a snow slope.,Two players wrestle over a football.,2,4_3487a
A snowboarder is jumping over a snow slope.,A person jumps a slope on a snowboard.,0,4_3487b
A snowboarder is jumping over a snow slope.,A girl jumps her green snowboard over a slope.,1,4_3487c
Man kayaking in a raging river.,It is summer time.,1,4_3508a
Man kayaking in a raging river.,A man is driving in his car.,2,4_3508b
Man kayaking in a raging river.,A man is on the river.,0,4_3508c
"A woman, wearing a gray coat, places clothing into a washing machine at a laundromat.",The woman has a white laundry basket.,1,4_3543a
"A woman, wearing a gray coat, places clothing into a washing machine at a laundromat.",The woman is touching clothing.,0,4_3543b
"A woman, wearing a gray coat, places clothing into a washing machine at a laundromat.",The woman is placing clothing in the washing machine at her house.,2,4_3543c
A group on people are walking through a tunnel; a few of whom are carrying bags.,People lay down and relax.,2,4_3553a
A group on people are walking through a tunnel; a few of whom are carrying bags.,People carry their bags through a tunnel.,0,4_3553b
A group on people are walking through a tunnel; a few of whom are carrying bags.,People walk through a tunnel to an airline gate.,1,4_3553c
A man plays a blue electric guitar in front of a microphone.,The man is singing a song.,1,4_3581a
A man plays a blue electric guitar in front of a microphone.,The man is playing the flute.,2,4_3581b
A man plays a blue electric guitar in front of a microphone.,The man is playing an instrument.,0,4_3581c
An old man with glasses is sleeping on a bench.,The old man is sleeping on a picnic table.,2,4_3593a
An old man with glasses is sleeping on a bench.,The old man is homeless.,1,4_3593b
An old man with glasses is sleeping on a bench.,The old man is tired.,0,4_3593c
A woman with a red backpack is looking at Machu Picchu.,A woman is about to go hiking up to Machu Picchu.,1,4_3649a
A woman with a red backpack is looking at Machu Picchu.,The woman is stargazing on Antarctica.,2,4_3649b
A woman with a red backpack is looking at Machu Picchu.,A woman is in South America.,0,4_3649c
Two friends walking and talking with headdresses on.,The two friends are sitting on a bench.,2,4_3656a
Two friends walking and talking with headdresses on.,The two friends are going to a costume contest.,1,4_3656b
Two friends walking and talking with headdresses on.,The two friends are wearing headdresses.,0,4_3656c
A boy is leaning against a brick wall near some trees.,There is a boy and trees near a brick building.,0,4_3666a
A boy is leaning against a brick wall near some trees.,A boy is leaning against a brick wall near some trees with no leaves.,1,4_3666b
A boy is leaning against a brick wall near some trees.,A boy is leaning against a wooden door near a bench.,2,4_3666c
Students working in art class.,The students are playing frisbee.,2,4_3754a
Students working in art class.,The students a drawing a person.,1,4_3754b
Students working in art class.,The students are indoors.,0,4_3754c
three stilt walkers dressed in all white.,The walkers are dressed black.,2,4_3780a
three stilt walkers dressed in all white.,There are walkers indoor.,0,4_3780b
three stilt walkers dressed in all white.,The walkers dressed well.,1,4_3780c
An older man in a tank top and a younger girl in striped shirt pose on a couch.,A man and his daughter posing on a couch.,1,4_3783a
An older man in a tank top and a younger girl in striped shirt pose on a couch.,Two people are sitting on a piece of furniture.,0,4_3783b
An older man in a tank top and a younger girl in striped shirt pose on a couch.,Two guys moving a couch into the house.,2,4_3783c
"A group of people are working in a room using batteries, wires, and computers.",Some people working with electronics in a room.,0,4_3790a
"A group of people are working in a room using batteries, wires, and computers.",Some people working a building a computer in a room.,1,4_3790b
"A group of people are working in a room using batteries, wires, and computers.",Some people building a house of legos in a room.,2,4_3790c
The men in white shirts take a break from working.,There are painters having lunch.,1,4_3929a
The men in white shirts take a break from working.,There are people working.,2,4_3929b
The men in white shirts take a break from working.,There are people resting.,0,4_3929c
Man in blue and white uniform shooting basketball being blocked by man in white and red.,The woman in blue is shooting the basketball while the woman in red tries to stop her.,2,4_3966a
Man in blue and white uniform shooting basketball being blocked by man in white and red.,The men are playing basketball after work.,1,4_3966b
Man in blue and white uniform shooting basketball being blocked by man in white and red.,The man in blue and white is being blocked by a man in white and red while shooting the basketball.,0,4_3966c
a boy wears a wetsuit at the beach.,The boy is near water.,0,4_4084a
a boy wears a wetsuit at the beach.,The boy is in the desert.,2,4_4084b
a boy wears a wetsuit at the beach.,The boy has been scuba diving.,1,4_4084c
a group of people are holding a metal frame over a wooden floor.,A group of people are sleeping.,2,4_4091a
a group of people are holding a metal frame over a wooden floor.,A group of people are working,1,4_4091b
a group of people are holding a metal frame over a wooden floor.,A group of people are holding a frame,0,4_4091c
A male child is chiseling a piece of metal.,The girl is chiseling some metal.,2,4_4121a
A male child is chiseling a piece of metal.,The child is making something for his parents.,1,4_4121b
A male child is chiseling a piece of metal.,The child is chiseling some metal.,0,4_4121c
A woman in a revealing plaid miniskirt and small blouse is smiling while walking down a street.,A woman walks down the street in revealing clothes.,0,4_4171a
A woman in a revealing plaid miniskirt and small blouse is smiling while walking down a street.,A man talks a walk.,2,4_4171b
A woman in a revealing plaid miniskirt and small blouse is smiling while walking down a street.,The woman is on her way to a date.,1,4_4171c
"This marketplace features multiple vendors selling fruits, vegetables, and other items.",One sole vender is alone on a street corner.,2,4_4177a
"This marketplace features multiple vendors selling fruits, vegetables, and other items.",A marketplace sells produce and goods for cheap prices.,1,4_4177b
"This marketplace features multiple vendors selling fruits, vegetables, and other items.",Different types of food are presented.,0,4_4177c
A young woman is riding an elephant while the handler sits in front of her.,The woman is standing.,2,4_4208a
A young woman is riding an elephant while the handler sits in front of her.,The woman is outside.,0,4_4208b
A young woman is riding an elephant while the handler sits in front of her.,the woman is excited,1,4_4208c
"Woman with a strange look on her face and beige clothing next to man in red hat, in front of an orchestra.",There is an orchestra of people.,0,4_4287a
